case_id	edition	page	model	direction	representation	source_names	status	known_matching_size	upper_matching_size	known_deficiency	upper_deficiency	plants_without_known_units	plants_without_upper_units	independent_confirmation_leaves
ZL3b|f103r|f103r.8-f103r.12|MATERIAL|REVERSED|ALL_TREE_NODES	ZL3b	f103r	MATERIAL	REVERSED	ALL_TREE_NODES	34	CONTRADICTED	11	19	23	15	Bur | Comfrey | Fumitary | Henbane | Ivy | Majoram | Mandrake | Matry-silva | Milky Thistle | Mugwort | Nip | Quadraginus | Rosemary | Succory | Trifoile | root of Mandrake	Bur | Comfrey | Henbane | Ivy | Matry-silva | Milky Thistle | Mugwort | Quadraginus | Rosemary | Trifoile	0
ZL3b|f103r|f103r.8-f103r.12|PLANT_IDENTITY|ORIGINAL|ALL_TREE_NODES	ZL3b	f103r	PLANT_IDENTITY	ORIGINAL	ALL_TREE_NODES	32	CONTRADICTED	10	17	22	15	Diacedon | Fennill | Frankincense | Horehound | Mandrake | Mastick | Mint | Mugwort | Perwinkle | Saffron | Sallendine | Succory | Trifoile | black Hellebor | long Aristolochy	Horehound | Mandrake | Mastick | Mint | Mugwort | Saffron | Sallendine | Succory | long Aristolochy	0
ZL3b|f103r|f103r.8-f103r.12|PLANT_IDENTITY|REVERSED|ALL_TREE_NODES	ZL3b	f103r	PLANT_IDENTITY	REVERSED	ALL_TREE_NODES	32	CONTRADICTED	10	17	22	15	Bur | Comfrey | Fumitary | Henbane | Ivy | Majoram | Mandrake | Matry-silva | Milky Thistle | Mugwort | Nip | Perwinkle | Quadraginus | Rosemary | Succory | Trifoile	Bur | Comfrey | Henbane | Ivy | Matry-silva | Milky Thistle | Mugwort | Quadraginus | Rosemary | Trifoile	0
ZL3b|f103r|f103r.13-f103r.15|MATERIAL|ORIGINAL|ALL_TREE_NODES	ZL3b	f103r	MATERIAL	ORIGINAL	ALL_TREE_NODES	34	CONTRADICTED	10	18	24	16	Flowers of Marigold | Ivy | Majoram | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Nip | Penyroial | Rosemary | Sallendine | Succory | Trifoile | black Hellebor | root of Mandrake	Flowers of Marigold | Ivy | Majoram | Mastick | Matry-silva | Milky Thistle | Mugwort | Nip | Penyroial | Rosemary | Sallendine | Succory | Trifoile | root of Mandrake	0
ZL3b|f103r|f103r.13-f103r.15|MATERIAL|REVERSED|ALL_TREE_NODES	ZL3b	f103r	MATERIAL	REVERSED	ALL_TREE_NODES	34	CONTRADICTED	10	15	24	19	Bur | Comfrey | Henbane | Horehound | Majoram | Mandrake | Mint | Mugwort | Nip | Perwinkle | Quadraginus | Saffron | Sage | Succory | Trifoile | black Hellebor | long Aristolochy | root of Mandrake	Bur | Comfrey | Henbane | Horehound | Mandrake | Mint | Mugwort | Perwinkle | Quadraginus | Saffron | Sage | Trifoile | black Hellebor | long Aristolochy	0
ZL3b|f103r|f103r.13-f103r.15|PLANT_IDENTITY|ORIGINAL|ALL_TREE_NODES	ZL3b	f103r	PLANT_IDENTITY	ORIGINAL	ALL_TREE_NODES	32	CONTRADICTED	10	18	22	14	Ivy | Majoram | Mandrake | Marigold | Mastick | Matry-silva | Milky Thistle | Mugwort | Nip | Penyroial | Rosemary | Sallendine | Succory | Trifoile | black Hellebor	Ivy | Majoram | Marigold | Mastick | Matry-silva | Milky Thistle | Mugwort | Nip | Penyroial | Rosemary | Sallendine | Succory | Trifoile	0
ZL3b|f103r|f103r.13-f103r.15|PLANT_IDENTITY|REVERSED|ALL_TREE_NODES	ZL3b	f103r	PLANT_IDENTITY	REVERSED	ALL_TREE_NODES	32	CONTRADICTED	9	14	23	18	Bur | Comfrey | Henbane | Horehound | Majoram | Mandrake | Mint | Mugwort | Nip | Perwinkle | Quadraginus | Saffron | Sage | Succory | Trifoile | black Hellebor | long Aristolochy	Bur | Comfrey | Henbane | Horehound | Mandrake | Mint | Mugwort | Perwinkle | Quadraginus | Saffron | Sage | Trifoile | black Hellebor | long Aristolochy	0
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|ORIGINAL|ALL_TREE_NODES	ZL3b	f106r	MATERIAL	ORIGINAL	ALL_TREE_NODES	34	CONTRADICTED	10	18	24	16	Bur | Comfrey | Henbane | Mandrake | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Succory | Trifoile | flowers of Perwinkle | long Aristolochy	Bur | Comfrey | Henbane | Mugwort | Quadraginus | Saffron | Succory | flowers of Perwinkle | long Aristolochy	0
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|REVERSED|ALL_TREE_NODES	ZL3b	f106r	MATERIAL	REVERSED	ALL_TREE_NODES	34	CONTRADICTED	9	17	25	17	Dragonwort | Flowers of Marigold | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Saffron | Sallendine | Savin | Succory | Trifoile | flowers of Perwinkle | long Aristolochy	Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Sallendine | Succory | Trifoile | flowers of Perwinkle	0
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|ORIGINAL|ALL_TREE_NODES	ZL3b	f106r	PLANT_IDENTITY	ORIGINAL	ALL_TREE_NODES	32	CONTRADICTED	10	16	22	16	Bur | Comfrey | Henbane | Mandrake | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Henbane | Mugwort | Perwinkle | Quadraginus | Saffron | Succory | long Aristolochy	0
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|REVERSED|ALL_TREE_NODES	ZL3b	f106r	PLANT_IDENTITY	REVERSED	ALL_TREE_NODES	32	CONTRADICTED	9	16	23	16	Dragonwort | Mandrake | Marigold | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Sallendine | Succory | Trifoile	0
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|ORIGINAL|ALL_TREE_NODES	ZL3b	f106v	MATERIAL	ORIGINAL	ALL_TREE_NODES	34	CONTRADICTED	10	19	24	15	Dragonwort | Flowers of Marigold | Fumitary | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Plantain | Sallendine | Savin | Succory | Trifoile | black Hellebor	Flowers of Marigold | Fumitary | Matry-silva | Milky Thistle | Penyroial | Plantain | Succory	0
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|REVERSED|ALL_TREE_NODES	ZL3b	f106v	MATERIAL	REVERSED	ALL_TREE_NODES	34	CONTRADICTED	11	20	23	14	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Majoram | Mandrake | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Savin | Trifoile | long Aristolochy | root of Mandrake	Diacedon | Dragonwort | Fennill | Frankincense | Mandrake | Mugwort | Perwinkle | Saffron | Sage | Savin | Trifoile | long Aristolochy	0
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|ORIGINAL|ALL_TREE_NODES	ZL3b	f106v	PLANT_IDENTITY	ORIGINAL	ALL_TREE_NODES	32	CONTRADICTED	9	18	23	14	Dragonwort | Fumitary | Mandrake | Marigold | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Plantain | Sallendine | Savin | Succory | Trifoile | black Hellebor	Fumitary | Mandrake | Marigold | Matry-silva | Milky Thistle | Penyroial | Plantain | Succory	0
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|REVERSED|ALL_TREE_NODES	ZL3b	f106v	PLANT_IDENTITY	REVERSED	ALL_TREE_NODES	32	CONTRADICTED	10	18	22	14	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Majoram | Mandrake | Mugwort | Nip | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Savin | Trifoile | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Mandrake | Mugwort | Perwinkle | Saffron | Sage | Savin | Trifoile | long Aristolochy	0
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|ORIGINAL|ALL_TREE_NODES	ZL3b	f107v	MATERIAL	ORIGINAL	ALL_TREE_NODES	34	CONTRADICTED	8	18	26	16	Bur | Comfrey | Fumitary | Henbane | Ivy | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Quadraginus | Rosemary | Saffron | Sage | Sallendine | Succory | Trifoile | long Aristolochy	Ivy | Mastick | Matry-silva | Milky Thistle | Mugwort | Plantain | Rosemary | Saffron | Sallendine | Trifoile | long Aristolochy	0
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|REVERSED|ALL_TREE_NODES	ZL3b	f107v	MATERIAL	REVERSED	ALL_TREE_NODES	34	CONTRADICTED	7	18	27	16	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Flowers of Marigold | Frankincense | Henbane | Horehound | Mandrake | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Quadraginus | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Dragonwort | Henbane | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Quadraginus | Saffron | Savin | long Aristolochy	0
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|ORIGINAL|ALL_TREE_NODES	ZL3b	f107v	PLANT_IDENTITY	ORIGINAL	ALL_TREE_NODES	32	CONTRADICTED	7	16	25	16	Bur | Comfrey | Fumitary | Henbane | Ivy | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Quadraginus | Rosemary | Saffron | Sage | Sallendine | Succory | Trifoile | long Aristolochy	Ivy | Mastick | Matry-silva | Milky Thistle | Mugwort | Plantain | Rosemary | Saffron | Sallendine | Trifoile | long Aristolochy	0
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|REVERSED|ALL_TREE_NODES	ZL3b	f107v	PLANT_IDENTITY	REVERSED	ALL_TREE_NODES	32	CONTRADICTED	6	16	26	16	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Horehound | Mandrake | Marigold | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Quadraginus | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Dragonwort | Henbane | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Quadraginus | Saffron | Savin | long Aristolochy	0
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|ORIGINAL|ALL_TREE_NODES	ZL3b	f113r	MATERIAL	ORIGINAL	ALL_TREE_NODES	34	CONTRADICTED	8	18	26	16	Bur | Comfrey | Dragonwort | Fumitary | Henbane | Horehound | Ivy | Majoram | Mandrake | Mastick | Mint | Mugwort | Nip | Quadraginus | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy | root of Mandrake	Bur | Comfrey | Dragonwort | Henbane | Horehound | Ivy | Majoram | Mandrake | Mint | Mugwort | Nip | Quadraginus | Rosemary | Savin | Trifoile | root of Mandrake	0
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|REVERSED|ALL_TREE_NODES	ZL3b	f113r	MATERIAL	REVERSED	ALL_TREE_NODES	34	CONTRADICTED	10	22	24	12	Bur | Comfrey | Diacedon | Fennill | Frankincense | Henbane | Horehound | Ivy | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Plantain | Quadraginus | Rosemary | Sallendine | Succory | Trifoile | black Hellebor	Horehound | Ivy | Mastick | Mint | Mugwort | Plantain | Rosemary | Sallendine | Trifoile | black Hellebor	0
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|ORIGINAL|ALL_TREE_NODES	ZL3b	f113r	PLANT_IDENTITY	ORIGINAL	ALL_TREE_NODES	32	CONTRADICTED	7	17	25	15	Bur | Comfrey | Dragonwort | Fumitary | Henbane | Horehound | Ivy | Majoram | Mandrake | Mastick | Mint | Mugwort | Nip | Perwinkle | Quadraginus | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Dragonwort | Henbane | Horehound | Ivy | Majoram | Mandrake | Mint | Mugwort | Nip | Quadraginus | Rosemary | Savin | Trifoile	0
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|REVERSED|ALL_TREE_NODES	ZL3b	f113r	PLANT_IDENTITY	REVERSED	ALL_TREE_NODES	32	CONTRADICTED	7	21	25	11	Bur | Comfrey | Diacedon | Fennill | Frankincense | Henbane | Horehound | Ivy | Mandrake | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Plantain | Quadraginus | Rosemary | Sallendine | Succory | Trifoile | black Hellebor	Horehound | Ivy | Mastick | Mint | Mugwort | Plantain | Rosemary | Sallendine | Trifoile | black Hellebor	0
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|ORIGINAL|ALL_TREE_NODES	ZL3b	f113r	MATERIAL	ORIGINAL	ALL_TREE_NODES	34	CONTRADICTED	10	21	24	13	Diacedon | Fennill | Flowers of Marigold | Frankincense | Fumitary | Horehound | Ivy | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Plantain | Rosemary | Saffron | Succory | flowers of Perwinkle | long Aristolochy	Fumitary | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Plantain | Succory | flowers of Perwinkle	0
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|REVERSED|ALL_TREE_NODES	ZL3b	f113r	MATERIAL	REVERSED	ALL_TREE_NODES	34	CONTRADICTED	8	19	26	15	Diacedon | Dragonwort | Fennill | Frankincense | Fumitary | Horehound | Ivy | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Rosemary | Saffron | Sage | Savin | Succory | Trifoile | flowers of Perwinkle | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Ivy | Mugwort | Rosemary | Saffron | Savin | Succory | Trifoile | flowers of Perwinkle | long Aristolochy	0
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|ORIGINAL|ALL_TREE_NODES	ZL3b	f113r	PLANT_IDENTITY	ORIGINAL	ALL_TREE_NODES	32	CONTRADICTED	9	20	23	12	Diacedon | Fennill | Frankincense | Fumitary | Horehound | Ivy | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Plantain | Rosemary | Saffron | Succory | long Aristolochy	Fumitary | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Plantain | Succory	0
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|REVERSED|ALL_TREE_NODES	ZL3b	f113r	PLANT_IDENTITY	REVERSED	ALL_TREE_NODES	32	CONTRADICTED	8	19	24	13	Diacedon | Dragonwort | Fennill | Frankincense | Fumitary | Horehound | Ivy | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Rosemary | Saffron | Sage | Savin | Succory | Trifoile | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Ivy | Mugwort | Perwinkle | Rosemary | Saffron | Savin | Succory | Trifoile | long Aristolochy	0
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|ORIGINAL|ALL_TREE_NODES	ZL3b	f113v	MATERIAL	ORIGINAL	ALL_TREE_NODES	34	CONTRADICTED	8	19	26	15	Flowers of Marigold | Fumitary | Ivy | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Plantain | Rosemary | Saffron | Sage | Sallendine | Succory | Trifoile | black Hellebor | long Aristolochy	Fumitary | Ivy | Matry-silva | Milky Thistle | Mugwort | Plantain | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	0
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|REVERSED|ALL_TREE_NODES	ZL3b	f113v	MATERIAL	REVERSED	ALL_TREE_NODES	34	CONTRADICTED	8	19	26	15	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Flowers of Marigold | Frankincense | Henbane | Horehound | Majoram | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Penyroial | Perwinkle | Quadraginus | Saffron | Sage | Savin | Succory | Trifoile | long Aristolochy | root of Mandrake	Diacedon | Dragonwort | Fennill | Frankincense | Horehound | Matry-silva | Milky Thistle | Mint | Mugwort | Saffron | Savin | long Aristolochy	0
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|ORIGINAL|ALL_TREE_NODES	ZL3b	f113v	PLANT_IDENTITY	ORIGINAL	ALL_TREE_NODES	32	CONTRADICTED	7	18	25	14	Fumitary | Ivy | Mandrake | Marigold | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Plantain | Rosemary | Saffron | Sage | Sallendine | Succory | Trifoile | black Hellebor | long Aristolochy	Fumitary | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Plantain | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	0
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|REVERSED|ALL_TREE_NODES	ZL3b	f113v	PLANT_IDENTITY	REVERSED	ALL_TREE_NODES	32	CONTRADICTED	6	17	26	15	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Horehound | Majoram | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Penyroial | Perwinkle | Quadraginus | Saffron | Sage | Savin | Succory | Trifoile | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Horehound | Matry-silva | Milky Thistle | Mint | Mugwort | Saffron | Savin | long Aristolochy	0
