case_id	edition	page	model	direction	representation	source_names	status	known_matching_size	upper_matching_size	known_deficiency	upper_deficiency	plants_without_known_units	plants_without_upper_units	independent_confirmation_leaves
ZL3b|f103r|f103r.1-f103r.4|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f103r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	10	19	24	15	Bur | Comfrey | Flowers of Marigold | Henbane | Horehound | Majoram | Mandrake | Mint | Mugwort | Nip | Penyroial | Quadraginus | Succory | Trifoile | black Hellebor | flowers of Perwinkle | root of Mandrake	Bur | Comfrey | Flowers of Marigold | Henbane | Majoram | Mugwort | Nip | Penyroial | Quadraginus | root of Mandrake	0
ZL3b|f103r|f103r.1-f103r.4|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f103r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	10	19	24	15	Ivy | Majoram | Mandrake | Mastick | Mugwort | Nip | Perwinkle | Rosemary | Sage | Sallendine | Succory | Trifoile | black Hellebor | flowers of Perwinkle | root of Mandrake	Mandrake | Mastick | Mugwort | Perwinkle | Sage | Sallendine | Trifoile | black Hellebor	0
ZL3b|f103r|f103r.1-f103r.4|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f103r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	10	18	22	14	Bur | Comfrey | Henbane | Horehound | Majoram | Mandrake | Marigold | Mint | Mugwort | Nip | Penyroial | Perwinkle | Quadraginus | Succory | Trifoile | black Hellebor	Bur | Comfrey | Henbane | Majoram | Mandrake | Marigold | Mugwort | Nip | Penyroial | Quadraginus	0
ZL3b|f103r|f103r.1-f103r.4|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f103r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	10	17	22	15	Ivy | Majoram | Mandrake | Mastick | Mugwort | Nip | Perwinkle | Rosemary | Sage | Sallendine | Succory | Trifoile | black Hellebor	Mandrake | Mastick | Mugwort | Perwinkle | Sage | Sallendine | Trifoile | black Hellebor	0
ZL3b|f103r|f103r.5-f103r.7|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f103r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	12	19	22	15	Dragonwort | Fumitary | Mandrake | Matry-silva | Milky Thistle | Mugwort | Savin | Succory | Trifoile | black Hellebor | flowers of Perwinkle	Dragonwort | Fumitary | Mugwort | Savin | Succory | flowers of Perwinkle	0
ZL3b|f103r|f103r.5-f103r.7|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f103r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	11	22	23	12	Diacedon | Fennill | Frankincense | Majoram | Mandrake | Mugwort | Nip | Plantain | Saffron | Succory | Trifoile | flowers of Perwinkle | long Aristolochy | root of Mandrake	Diacedon | Fennill | Frankincense | Mugwort | Plantain | Succory | flowers of Perwinkle	0
ZL3b|f103r|f103r.5-f103r.7|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f103r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	11	19	21	13	Dragonwort | Fumitary | Mandrake | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Savin | Succory | Trifoile | black Hellebor	Dragonwort | Fumitary | Mandrake | Mugwort | Perwinkle | Savin | Succory	0
ZL3b|f103r|f103r.5-f103r.7|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f103r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	11	22	21	10	Diacedon | Fennill | Frankincense | Majoram | Mandrake | Mugwort | Nip | Perwinkle | Plantain | Saffron | Succory | Trifoile | long Aristolochy	Diacedon | Fennill | Frankincense | Mugwort | Perwinkle | Plantain | Succory	0
ZL3b|f103r|f103r.8-f103r.12|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f103r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	14	20	20	14	Diacedon | Fennill | Frankincense | Horehound | Mandrake | Mastick | Mint | Mugwort | Saffron | Sallendine | Trifoile | long Aristolochy	Horehound | Mandrake | Mastick | Mint | Mugwort | Saffron | Sallendine | long Aristolochy	0
ZL3b|f103r|f103r.8-f103r.12|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f103r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	14	20	20	14	Bur | Comfrey | Fumitary | Henbane | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Quadraginus | Rosemary | Succory | Trifoile	Bur | Comfrey | Henbane | Ivy | Matry-silva | Milky Thistle | Mugwort | Quadraginus | Rosemary | Trifoile	0
ZL3b|f103r|f103r.8-f103r.12|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f103r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	13	19	19	13	Diacedon | Fennill | Frankincense | Horehound | Mandrake | Mastick | Mint | Mugwort | Perwinkle | Saffron | Sallendine | Trifoile | long Aristolochy	Horehound | Mandrake | Mastick | Mint | Mugwort | Saffron | Sallendine | long Aristolochy	0
ZL3b|f103r|f103r.8-f103r.12|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f103r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	13	18	19	14	Bur | Comfrey | Fumitary | Henbane | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Quadraginus | Rosemary | Succory | Trifoile	Bur | Comfrey | Henbane | Ivy | Matry-silva | Milky Thistle | Mugwort | Quadraginus | Rosemary | Trifoile	0
ZL3b|f103r|f103r.13-f103r.15|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f103r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	11	19	23	15	Flowers of Marigold | Ivy | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Rosemary | Sallendine | Succory | Trifoile | black Hellebor	Flowers of Marigold | Ivy | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Rosemary | Sallendine | Succory | Trifoile	0
ZL3b|f103r|f103r.13-f103r.15|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f103r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	11	17	23	17	Bur | Comfrey | Henbane | Horehound | Majoram | Mandrake | Mint | Mugwort | Nip | Perwinkle | Quadraginus | Saffron | Sage | Succory | Trifoile | long Aristolochy | root of Mandrake	Bur | Comfrey | Henbane | Horehound | Mandrake | Mint | Mugwort | Perwinkle | Quadraginus | Saffron | Sage | Trifoile | long Aristolochy	0
ZL3b|f103r|f103r.13-f103r.15|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f103r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	10	19	22	13	Ivy | Mandrake | Marigold | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Rosemary | Sallendine | Succory | Trifoile | black Hellebor	Ivy | Marigold | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Rosemary | Sallendine | Succory | Trifoile	0
ZL3b|f103r|f103r.13-f103r.15|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f103r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	10	15	22	17	Bur | Comfrey | Henbane | Horehound | Majoram | Mandrake | Mint | Mugwort | Nip | Perwinkle | Quadraginus | Saffron | Sage | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Henbane | Horehound | Mandrake | Mint | Mugwort | Perwinkle | Quadraginus | Saffron | Sage | Trifoile | long Aristolochy	0
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f106r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	12	20	22	14	Bur | Comfrey | Henbane | Mandrake | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Henbane | Mugwort | Quadraginus | Saffron | Succory | long Aristolochy	0
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f106r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	11	19	23	15	Dragonwort | Flowers of Marigold | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Sallendine | Trifoile	0
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f106r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	11	18	21	14	Bur | Comfrey | Henbane | Mandrake | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Henbane | Mugwort | Quadraginus | Saffron | Succory | long Aristolochy	0
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f106r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	10	18	22	14	Dragonwort | Mandrake | Marigold | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Sallendine | Trifoile	0
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f106v	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	13	22	21	12	Dragonwort | Flowers of Marigold | Fumitary | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Plantain | Sallendine | Savin | Succory | Trifoile	Flowers of Marigold | Fumitary | Matry-silva | Milky Thistle | Penyroial | Plantain | Succory	0
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f106v	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	13	21	21	13	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Mandrake | Mugwort | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Savin | Trifoile | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Mandrake | Mugwort | Perwinkle | Saffron | Sage | Savin | Trifoile | long Aristolochy	0
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f106v	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	12	20	20	12	Dragonwort | Fumitary | Mandrake | Marigold | Mastick | Matry-silva | Milky Thistle | Mugwort | Penyroial | Perwinkle | Plantain | Sallendine | Savin | Succory | Trifoile	Fumitary | Mandrake | Marigold | Matry-silva | Milky Thistle | Penyroial | Plantain | Succory	0
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f106v	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	12	19	20	13	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Mandrake | Mugwort | Perwinkle | Plantain | Quadraginus | Saffron | Sage | Savin | Trifoile | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Mandrake | Mugwort | Perwinkle | Saffron | Sage | Savin | Trifoile | long Aristolochy	0
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f107v	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	9	18	25	16	Bur | Comfrey | Fumitary | Henbane | Ivy | Mastick | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Quadraginus | Rosemary | Saffron | Sage | Sallendine | Succory | Trifoile | long Aristolochy	Ivy | Mastick | Matry-silva | Milky Thistle | Mugwort | Plantain | Rosemary | Saffron | Sallendine | Trifoile | long Aristolochy	0
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f107v	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	7	18	27	16	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Flowers of Marigold | Frankincense | Henbane | Horehound | Mandrake | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Quadraginus | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Dragonwort | Henbane | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Quadraginus | Saffron | Savin | long Aristolochy	0
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f107v	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	7	16	25	16	Bur | Comfrey | Fumitary | Henbane | Ivy | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Quadraginus | Rosemary | Saffron | Sage | Sallendine | Succory | Trifoile | long Aristolochy	Ivy | Mastick | Matry-silva | Milky Thistle | Mugwort | Plantain | Rosemary | Saffron | Sallendine | Trifoile | long Aristolochy	0
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f107v	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	6	16	26	16	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Horehound | Mandrake | Marigold | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Quadraginus | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Dragonwort | Henbane | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Quadraginus | Saffron | Savin | long Aristolochy	0
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f113r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	9	18	25	16	Bur | Comfrey | Dragonwort | Henbane | Horehound | Ivy | Majoram | Mandrake | Mastick | Mint | Mugwort | Nip | Quadraginus | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy | root of Mandrake	Bur | Comfrey | Dragonwort | Henbane | Horehound | Ivy | Majoram | Mandrake | Mint | Mugwort | Nip | Quadraginus | Rosemary | Savin | Trifoile | root of Mandrake	0
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f113r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	11	23	23	11	Bur | Comfrey | Henbane | Horehound | Ivy | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Plantain | Quadraginus | Rosemary | Sallendine | Succory | Trifoile | black Hellebor	Horehound | Ivy | Mastick | Mint | Mugwort | Plantain | Rosemary | Sallendine | Trifoile | black Hellebor	0
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f113r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	8	17	24	15	Bur | Comfrey | Dragonwort | Henbane | Horehound | Ivy | Majoram | Mandrake | Mastick | Mint | Mugwort | Nip | Perwinkle | Quadraginus | Rosemary | Saffron | Sallendine | Savin | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Dragonwort | Henbane | Horehound | Ivy | Majoram | Mandrake | Mint | Mugwort | Nip | Quadraginus | Rosemary | Savin | Trifoile	0
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f113r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	8	22	24	10	Bur | Comfrey | Henbane | Horehound | Ivy | Mandrake | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Plantain | Quadraginus | Rosemary | Sallendine | Succory | Trifoile | black Hellebor	Horehound | Ivy | Mastick | Mint | Mugwort | Plantain | Rosemary | Sallendine | Trifoile | black Hellebor	0
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f113r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	11	22	23	12	Diacedon | Fennill | Flowers of Marigold | Frankincense | Fumitary | Horehound | Ivy | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Plantain | Rosemary | Succory | flowers of Perwinkle	Fumitary | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Plantain | Succory | flowers of Perwinkle	0
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f113r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	9	20	25	14	Diacedon | Dragonwort | Fennill | Frankincense | Fumitary | Horehound | Ivy | Mandrake | Mint | Mugwort | Perwinkle | Rosemary | Saffron | Sage | Savin | Succory | Trifoile | flowers of Perwinkle | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Ivy | Mugwort | Rosemary | Saffron | Savin | Succory | Trifoile | flowers of Perwinkle | long Aristolochy	0
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f113r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	10	21	22	11	Diacedon | Fennill | Frankincense | Fumitary | Horehound | Ivy | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Penyroial | Perwinkle | Plantain | Rosemary | Succory	Fumitary | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Plantain | Succory	0
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f113r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	9	19	23	13	Diacedon | Dragonwort | Fennill | Frankincense | Fumitary | Horehound | Ivy | Mandrake | Mint | Mugwort | Perwinkle | Rosemary | Saffron | Sage | Savin | Succory | Trifoile | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Ivy | Mugwort | Perwinkle | Rosemary | Saffron | Savin | Succory | Trifoile | long Aristolochy	0
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f113v	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	9	19	25	15	Fumitary | Ivy | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Rosemary | Saffron | Sage | Sallendine | Succory | Trifoile | black Hellebor | long Aristolochy	Fumitary | Ivy | Matry-silva | Milky Thistle | Mugwort | Plantain | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	0
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f113v	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	9	19	25	15	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Flowers of Marigold | Frankincense | Henbane | Horehound | Majoram | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Penyroial | Quadraginus | Saffron | Savin | Succory | Trifoile | long Aristolochy | root of Mandrake	Diacedon | Dragonwort | Fennill | Frankincense | Horehound | Matry-silva | Milky Thistle | Mint | Mugwort | Saffron | Savin | long Aristolochy	0
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f113v	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	8	18	24	14	Fumitary | Ivy | Mandrake | Mastick | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Plantain | Rosemary | Saffron | Sage | Sallendine | Succory | Trifoile | black Hellebor | long Aristolochy	Fumitary | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Plantain | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	0
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f113v	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	7	17	25	15	Bur | Comfrey | Diacedon | Dragonwort | Fennill | Frankincense | Henbane | Horehound | Majoram | Mandrake | Marigold | Matry-silva | Milky Thistle | Mint | Mugwort | Nip | Penyroial | Perwinkle | Quadraginus | Saffron | Savin | Succory | Trifoile | long Aristolochy	Diacedon | Dragonwort | Fennill | Frankincense | Horehound | Matry-silva | Milky Thistle | Mint | Mugwort | Saffron | Savin | long Aristolochy	0
IT2a|f103r|f103r.1-f103r.4|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f103r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	10	12	24	22	Bur | Comfrey | Flowers of Marigold | Henbane | Horehound | Majoram | Mandrake | Mint | Mugwort | Nip | Penyroial | Plantain | Quadraginus | Succory | Trifoile | flowers of Perwinkle | root of Mandrake	Bur | Comfrey | Flowers of Marigold | Henbane | Horehound | Majoram | Mandrake | Mint | Mugwort | Nip | Penyroial | Plantain | Quadraginus | Succory | Trifoile | flowers of Perwinkle | root of Mandrake	0
IT2a|f103r|f103r.1-f103r.4|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f103r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	11	12	23	22	Dragonwort | Ivy | Mandrake | Mastick | Mugwort | Perwinkle | Rosemary | Sage | Sallendine | Savin | Succory | Trifoile | black Hellebor | flowers of Perwinkle	Dragonwort | Ivy | Mandrake | Mastick | Mugwort | Perwinkle | Rosemary | Sage | Sallendine | Savin | Succory | Trifoile | black Hellebor | flowers of Perwinkle	0
IT2a|f103r|f103r.1-f103r.4|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f103r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	10	12	22	20	Bur | Comfrey | Henbane | Horehound | Majoram | Mandrake | Marigold | Mint | Mugwort | Nip | Penyroial | Perwinkle | Plantain | Quadraginus | Succory | Trifoile	Bur | Comfrey | Henbane | Horehound | Majoram | Mandrake | Marigold | Mint | Mugwort | Nip | Penyroial | Perwinkle | Plantain | Quadraginus | Succory | Trifoile	0
IT2a|f103r|f103r.1-f103r.4|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f103r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	11	11	21	21	Dragonwort | Ivy | Mandrake | Mastick | Mugwort | Perwinkle | Rosemary | Sage | Sallendine | Savin | Succory | Trifoile | black Hellebor	Dragonwort | Ivy | Mandrake | Mastick | Mugwort | Perwinkle | Rosemary | Sage | Sallendine | Savin | Succory | Trifoile | black Hellebor	0
IT2a|f103r|f103r.5-f103r.7|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f103r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	12	13	22	21	Dragonwort | Fumitary | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Savin | Succory | Trifoile | black Hellebor | flowers of Perwinkle	Dragonwort | Fumitary | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Savin | Succory | Trifoile | flowers of Perwinkle	0
IT2a|f103r|f103r.5-f103r.7|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f103r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	10	13	24	21	Diacedon | Fennill | Frankincense | Ivy | Majoram | Mandrake | Mugwort | Nip | Plantain | Rosemary | Saffron | Succory | Trifoile | flowers of Perwinkle | long Aristolochy | root of Mandrake	Diacedon | Fennill | Frankincense | Ivy | Mandrake | Mugwort | Plantain | Rosemary | Saffron | Succory | Trifoile | flowers of Perwinkle | long Aristolochy	0
IT2a|f103r|f103r.5-f103r.7|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f103r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	12	13	20	19	Dragonwort | Fumitary | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Savin | Succory | Trifoile | black Hellebor	Dragonwort | Fumitary | Horehound | Mandrake | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Savin | Succory | Trifoile	0
IT2a|f103r|f103r.5-f103r.7|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f103r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	10	12	22	20	Diacedon | Fennill | Frankincense | Ivy | Majoram | Mandrake | Mugwort | Nip | Perwinkle | Plantain | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	Diacedon | Fennill | Frankincense | Ivy | Mandrake | Mugwort | Perwinkle | Plantain | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	0
IT2a|f103r|f103r.8-f103r.12|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f103r	MATERIAL	ORIGINAL	FINAL_UNITS	34	CONTRADICTED	11	11	23	23	Diacedon | Fennill | Frankincense | Horehound | Mandrake | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Saffron | Sallendine | Succory | Trifoile | long Aristolochy	Diacedon | Fennill | Frankincense | Horehound | Mandrake | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Saffron | Sallendine | Succory | Trifoile | long Aristolochy	0
IT2a|f103r|f103r.8-f103r.12|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f103r	MATERIAL	REVERSED	FINAL_UNITS	34	CONTRADICTED	13	13	21	21	Bur | Comfrey | Fumitary | Henbane | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Quadraginus | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Fumitary | Henbane | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Quadraginus | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	0
IT2a|f103r|f103r.8-f103r.12|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f103r	PLANT_IDENTITY	ORIGINAL	FINAL_UNITS	32	CONTRADICTED	10	10	22	22	Diacedon | Fennill | Frankincense | Horehound | Mandrake | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Saffron | Sallendine | Succory | Trifoile | long Aristolochy	Diacedon | Fennill | Frankincense | Horehound | Mandrake | Mastick | Matry-silva | Milky Thistle | Mint | Mugwort | Perwinkle | Saffron | Sallendine | Succory | Trifoile | long Aristolochy	0
IT2a|f103r|f103r.8-f103r.12|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f103r	PLANT_IDENTITY	REVERSED	FINAL_UNITS	32	CONTRADICTED	11	11	21	21	Bur | Comfrey | Fumitary | Henbane | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Quadraginus | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	Bur | Comfrey | Fumitary | Henbane | Ivy | Mandrake | Matry-silva | Milky Thistle | Mugwort | Perwinkle | Quadraginus | Rosemary | Saffron | Succory | Trifoile | long Aristolochy	0
