locus	selected_path_id	source	segmentation	rule
f113r.25	f113r.25|P01	pchedair shotedy qopchody chfchol kchdaiin chpchshdy rair shedy qokchey sairy	pchedair | shotedy | qopchody | chfchol | kchdaiin | chpchshdy | rair | shedy | qokchey | sairy	source-symbol stream
f113r.26	f113r.26|P01	tol cheshy lkchedy lchod chal char lkeeody oteeo loaiin okeedy	tol | cheshy | lkchedy | lchod | chal | char | lkeeody | oteeo | loaiin | okeedy	source-symbol stream
f113r.27	f113r.27|P01	tchol chol lsheol shor kcheey y raiin sheol tcheody tchey sheoky lpchedy qokam	tchol | chol | lsheol | shor | kcheey | y | raiin | sheol | tcheody | tchey | sheoky | lpchedy | qokam	source-symbol stream
f113r.28	f113r.28|P01	sar al chal os akchy daiin cheeeo rain otain chol lcholkaiin cheokedy lodas	sar | al | chal | os | akchy | daiin | cheeeo | rain | otain | chol | lcholkaiin | cheokedy | lodas	source-symbol stream
f113r.29	f113r.29|P01	y sheeoaiin olkeeol chtchol kcheody lkchedy okaiin chal taiin oteedy	y | sheeoaiin | olkeeol | chtchol | kcheody | lkchedy | okaiin | chal | taiin | oteedy	source-symbol stream
f113r.3	f113r.3|P01	shchs oal chs aiin oteeosy	shchs | oal | chs | aiin | oteeosy	source-symbol stream
f113r.30	f113r.30|P01	folchear oteol lshedy lkshedy sheeeky otar qchar tar shkchedy qokchd opy	folchear | oteol | lshedy | lkshedy | sheeeky | otar | qchar | tar | shkchedy | qokchd | opy	source-symbol stream
f113r.31	f113r.31|P01	ytaiin okaiin chear ckhar shal shckhy okain o ar chor cky chokain qoky	ytaiin | okaiin | chear | ckhar | shal | shckhy | okain | o | ar | chor | cky | chokain | qoky	source-symbol stream
f113r.32	f113r.32|P01	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal	shodaiin | shkaiin | chcthal | okshedy | otal | okaiin | cphoal | otain | okaiin | chedy | qotal	source-symbol stream
f113r.33	f113r.33|P01	ykeeor chear okain chear chockhy	ykeeor | chear | okain | chear | chockhy	source-symbol stream
f113r.34	f113r.34|P01	palshsar lshdaiin otshsaiin shocfhy qopchear shkair qopchdy qoteedy rchedy ldy	palshsar | lshdaiin | otshsaiin | shocfhy | qopchear | shkair | qopchdy | qoteedy | rchedy | ldy	source-symbol stream
f113r.35	f113r.35|P01	y sh s sheeo lkeeos aiin qokeees okchedy qotaiin otar okar ockhy rchdy qosain	y | sh | s | sheeo | lkeeos | aiin | qokeees | okchedy | qotaiin | otar | okar | ockhy | rchdy | qosain	source-symbol stream
f113r.36	f113r.36|P01	dcheey sheody shedain	dcheey | sheody | shedain	source-symbol stream
f113r.37	f113r.37|P01	tshedy qokaiin shedar sheocphy okchdy pcheody opchear opchedy lfchedy otal	tshedy | qokaiin | shedar | sheocphy | okchdy | pcheody | opchear | opchedy | lfchedy | otal	source-symbol stream
f113r.38	f113r.38|P01	daiin sheor qoteey daiin okchedy sheos aiin	daiin | sheor | qoteey | daiin | okchedy | sheos | aiin	source-symbol stream
f113r.39	f113r.39|P01	pcheockhy l kchey qofsheeey lkeody kcheodaiin por shed qopoeey pokeey rair aly	pcheockhy | l | kchey | qofsheeey | lkeody | kcheodaiin | por | shed | qopoeey | pokeey | rair | aly	source-symbol stream
f113r.4	f113r.4|P01	kcheeos olkeedy shoaiin cheeody qokchedy chckhody qokedy qotaly lkar ar al om	kcheeos | olkeedy | shoaiin | cheeody | qokchedy | chckhody | qokedy | qotaly | lkar | ar | al | om	source-symbol stream
f113r.40	f113r.40|P01	tarar cheey cheokeol chcheey cthes aiin ctheey ctharad shee qo tchey taram	tarar | cheey | cheokeol | chcheey | cthes | aiin | ctheey | ctharad | shee | qo | tchey | taram	source-symbol stream
f113r.41	f113r.41|P01	dsheo oin okaiin cheey taiin lkeechey okain sheey qoees okeeody	dsheo | oin | okaiin | cheey | taiin | lkeechey | okain | sheey | qoees | okeeody	source-symbol stream
f113r.42	f113r.42|P01	pcheodaiin sholkeechy ar alkar otchedy cheol tcheor qokchedy pchor aral	pcheodaiin | sholkeechy | ar | alkar | otchedy | cheol | tcheor | qokchedy | pchor | aral	source-symbol stream
f113r.43	f113r.43|P01	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	ykcheor | sheeod | lkar | ar | al | s | aiin | cheeey | ol | chedy | lchey | lkar | am | chedam	source-symbol stream
f113r.44	f113r.44|P01	cheeky lkedy chedy lkaiin	cheeky | lkedy | chedy | lkaiin	source-symbol stream
f113r.45	f113r.45|P01	tchodairos or chey qotaiin opchey chtaiir shedy qotor sheol qotody tedy	tchodairos | or | chey | qotaiin | opchey | chtaiir | shedy | qotor | sheol | qotody | tedy	source-symbol stream
f113r.46	f113r.46|P01	oaiin cheokeeas lkaiin chkal kar cheeody qokeeody qokeey chos araiinol	oaiin | cheokeeas | lkaiin | chkal | kar | cheeody | qokeeody | qokeey | chos | araiinol	source-symbol stream
f113r.47	f113r.47|P01	y sheol keechey cholkeedy qokaiin chedal l kches ar okain qokaiin oram	y | sheol | keechey | cholkeedy | qokaiin | chedal | l | kches | ar | okain | qokaiin | oram	source-symbol stream
f113r.48	f113r.48|P01	tcho arorshy qokaiin shey chy sheolkchy qokeol kaiin checkhy ralchs	tcho | arorshy | qokaiin | shey | chy | sheolkchy | qokeol | kaiin | checkhy | ralchs	source-symbol stream
f113r.49	f113r.49|P01	sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lcho r aiin otain al	sain | cheeey | cheo | kcheey | qokeey | lkeeey | okeeey | lkchey | lcho | r | aiin | otain | al	source-symbol stream
f113r.5	f113r.5|P01	ycheeckhy osaiin cheoar qokaiin chekal otar shos aiin chckhy chdo okol chedy chedy	ycheeckhy | osaiin | cheoar | qokaiin | chekal | otar | shos | aiin | chckhy | chdo | okol | chedy | chedy	source-symbol stream
f113r.50	f113r.50|P01	tchedy okeey cheeos lkaiin chey otain cheeody qokeeody okaiin oteedy	tchedy | okeey | cheeos | lkaiin | chey | otain | cheeody | qokeeody | okaiin | oteedy	source-symbol stream
f113r.51	f113r.51|P01	ykeeol qokaiin olkal airody okaiin okalal loary	ykeeol | qokaiin | olkal | airody | okaiin | okalal | loary	source-symbol stream
f113r.6	f113r.6|P01	sor cheo cheey oteeos aiin otain otal ches aiin alchl sheey kchol okeeo l kaiin ol	sor | cheo | cheey | oteeos | aiin | otain | otal | ches | aiin | alchl | sheey | kchol | okeeo | l | kaiin | ol	source-symbol stream
f113r.7	f113r.7|P01	chos sheey qokchey sokal okeey char laiin olkain	chos | sheey | qokchey | sokal | okeey | char | laiin | olkain	source-symbol stream
f113r.8	f113r.8|P01	pchosos cheoarkeeol qokeey lkchey qokar chos shey qopchy rchsy chykeor otal	pchosos | cheoarkeeol | qokeey | lkchey | qokar | chos | shey | qopchy | rchsy | chykeor | otal	source-symbol stream
f113r.9	f113r.9|P01	dchos aiin oteey qokaiin cho okaiin cheodaiin aky le chody chotaiin	dchos | aiin | oteey | qokaiin | cho | okaiin | cheodaiin | aky | le | chody | chotaiin	source-symbol stream
f113v.1	f113v.1|P01	folorarom otchey qotar air otair opchedy qokeedody chey keeoy rol lkar chsom oky	folorarom | otchey | qotar | air | otair | opchedy | qokeedody | chey | keeoy | rol | lkar | chsom | oky	source-symbol stream
f113v.10	f113v.10|P01	polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	polaiin | oteol | otedyar | aral | kedy | qokeedy | olar | aiin | kchey | dal | otor | ar | opchey | ro	source-symbol stream
f113v.11	f113v.11|P01	orsheor oteeo cheey olkeey otal chotair otar qotar okar oko lkedal ram	orsheor | oteeo | cheey | olkeey | otal | chotair | otar | qotar | okar | oko | lkedal | ram	source-symbol stream
f113v.12	f113v.12|P01	solchedy otsheody arl olchey oror	solchedy | otsheody | arl | olchey | oror	source-symbol stream
f113v.13	f113v.13|P01	poraiin otar ar okol shedy qokchedy otchdy qotor qoteedar roral fchee llor	poraiin | otar | ar | okol | shedy | qokchedy | otchdy | qotor | qoteedar | roral | fchee | llor	source-symbol stream
f113v.14	f113v.14|P01	dar al sheey qotaiin chor cthol okeshos olchedy qokaiin okal o kaiin olo	dar | al | sheey | qotaiin | chor | cthol | okeshos | olchedy | qokaiin | okal | o | kaiin | olo	source-symbol stream
f113v.15	f113v.15|P01	ar ar okeey oeky otcheedaiin ol tchdy pcheol kcheor aiin cheey qokaram	ar | ar | okeey | oeky | otcheedaiin | ol | tchdy | pcheol | kcheor | aiin | cheey | qokaram	source-symbol stream
f113v.16	f113v.16|P01	daiin chl l keey lkaiin chdain qokain eor okalchedy qokar olkam ar	daiin | chl | l | keey | lkaiin | chdain | qokain | eor | okalchedy | qokar | olkam | ar	source-symbol stream
f113v.17	f113v.17|P01	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor	saraiin | shedy | lcheey | olkar | okaiin | cthororaiin | yteeeor	source-symbol stream
f113v.18	f113v.18|P01	pychdar chckhedy otshedy tcheepchey lky lkches qokody lkeshdy fchocthor opam	pychdar | chckhedy | otshedy | tcheepchey | lky | lkches | qokody | lkeshdy | fchocthor | opam	source-symbol stream
f113v.19	f113v.19|P01	daiin qokeeody qokar okaiin qokaiin okar checthy okal ched lchal qckham	daiin | qokeeody | qokar | okaiin | qokaiin | okar | checthy | okal | ched | lchal | qckham	source-symbol stream
f113v.2	f113v.2|P01	teoar ain qotar ycheey otaiir otaiin okchy lkchdy oteol ar al ar aiin okal cheyor	teoar | ain | qotar | ycheey | otaiir | otaiin | okchy | lkchdy | oteol | ar | al | ar | aiin | okal | cheyor	source-symbol stream
f113v.20	f113v.20|P01	lkaiin chy chody otchar ar otary ol aiin	lkaiin | chy | chody | otchar | ar | otary | ol | aiin	source-symbol stream
f113v.21	f113v.21|P01	polaiin otar qotain chtol tarol cheol kaiin chp kcheos okar aar lo	polaiin | otar | qotain | chtol | tarol | cheol | kaiin | chp | kcheos | okar | aar | lo	source-symbol stream
f113v.22	f113v.22|P01	okaiin okaiin cheeky raiin olal okaiin cheody okaiin okaiin otar aly	okaiin | okaiin | cheeky | raiin | olal | okaiin | cheody | okaiin | okaiin | otar | aly	source-symbol stream
f113v.23	f113v.23|P01	ykaiin al kar okain qokaiin chakair okar al cheody qokor otal lkl lol	ykaiin | al | kar | okain | qokaiin | chakair | okar | al | cheody | qokor | otal | lkl | lol	source-symbol stream
f113v.24	f113v.24|P01	olkeey lcheey loar cheos	olkeey | lcheey | loar | cheos	source-symbol stream
f113v.25	f113v.25|P01	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam	tokary | lkchey | lkeedy | otey | pcheol | qopchey | cthol | opaiin | ol | keeor | opshedy | qotam	source-symbol stream
f113v.26	f113v.26|P01	okiin al keechy qoteeol otar ar otchey otaiin al otaiin otol qotody loty	okiin | al | keechy | qoteeol | otar | ar | otchey | otaiin | al | otaiin | otol | qotody | loty	source-symbol stream
f113v.27	f113v.27|P01	y cheeo l cheeo alkeedy	y | cheeo | l | cheeo | alkeedy	source-symbol stream
f113v.28	f113v.28|P01	paiir oteey l kaiin oox arash eey cphedy opcheody okalchdy qotol oky	paiir | oteey | l | kaiin | oox | arash | eey | cphedy | opcheody | okalchdy | qotol | oky	source-symbol stream
f113v.29	f113v.29|P01	ykeeol chedy qokeey olkeeey okaiin a r cthey okaiin al lor air aralg	ykeeol | chedy | qokeey | olkeeey | okaiin | a | r | cthey | okaiin | al | lor | air | aralg	source-symbol stream
f113v.3	f113v.3|P01	sar aiin chotar okeeodar qokain olol olam	sar | aiin | chotar | okeeodar | qokain | olol | olam	source-symbol stream
f113v.30	f113v.30|P01	ysheey qoeey or aiiin okeeo l otain ar ol okaiiin aiin shody otcham	ysheey | qoeey | or | aiiin | okeeo | l | otain | ar | ol | okaiiin | aiin | shody | otcham	source-symbol stream
f113v.31	f113v.31|P01	daiiin cheol teeoar shek lchedy okaiin chckhaiin otaiin otaiin araral	daiiin | cheol | teeoar | shek | lchedy | okaiin | chckhaiin | otaiin | otaiin | araral	source-symbol stream
f113v.32	f113v.32|P01	sheo l keey qokain char ar olar aiiin okar	sheo | l | keey | qokain | char | ar | olar | aiiin | okar	source-symbol stream
f113v.33	f113v.33|P01	polsairy oteo qokeedy qokaiin okal qofcheol qokaiin opalor lkch ofchr	polsairy | oteo | qokeedy | qokaiin | okal | qofcheol | qokaiin | opalor | lkch | ofchr	source-symbol stream
f113v.34	f113v.34|P01	daiin cheaiin okchey cheky qokain otecheedy qokaiin chckhey chearam	daiin | cheaiin | okchey | cheky | qokain | otecheedy | qokaiin | chckhey | chearam	source-symbol stream
f113v.35	f113v.35|P01	qokaiin air lo r chedy otain	qokaiin | air | lo | r | chedy | otain	source-symbol stream
f113v.36	f113v.36|P01	ofaral olkaiin okar okeeedy tshedy qokeedy otchey p chedy tsho lteam	ofaral | olkaiin | okar | okeeedy | tshedy | qokeedy | otchey | p | chedy | tsho | lteam	source-symbol stream
f113v.37	f113v.37|P01	qol aiin olaiin oteeey lchedy qokair y daiin	qol | aiin | olaiin | oteeey | lchedy | qokair | y | daiin	source-symbol stream
f113v.38	f113v.38|P01	pcholky otar airol okeedy chokor sheedy oteey teear otorsheey qoteal	pcholky | otar | airol | okeedy | chokor | sheedy | oteey | teear | otorsheey | qoteal	source-symbol stream
f113v.39	f113v.39|P01	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	osheol | cheol | ar | aloiiin | oteeey | otain | chekey | qokain | chcthy | qotam | lr	source-symbol stream
f113v.4	f113v.4|P01	fchoctheody keeodar oteedy rchedy qokechy otcher oparaiin oteody otaiin otl aroshy	fchoctheody | keeodar | oteedy | rchedy | qokechy | otcher | oparaiin | oteody | otaiin | otl | aroshy	source-symbol stream
f113v.40	f113v.40|P01	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin	oraiin | cheor | alkain | oteey | ar | aiin | otaiin | okeey | lkeeedy | qo | oeeey | aiin	source-symbol stream
f113v.41	f113v.41|P01	dair aiin okain a r aiin cheody	dair | aiin | okain | a | r | aiin | cheody	source-symbol stream
f113v.42	f113v.42|P01	pol keeo dy qoeees aiin or aiin oteol fchedy otchey dar otakeol ol	pol | keeo | dy | qoeees | aiin | or | aiin | oteol | fchedy | otchey | dar | otakeol | ol	source-symbol stream
f113v.43	f113v.43|P01	ycheo l keey lkeees or aiin otaiin chkain olar olchedy qok aiinos	ycheo | l | keey | lkeees | or | aiin | otaiin | chkain | olar | olchedy | qok | aiinos	source-symbol stream
f113v.44	f113v.44|P01	daiin cheal otain okar otaiin oloiin	daiin | cheal | otain | okar | otaiin | oloiin	source-symbol stream
f113v.45	f113v.45|P01	polaiin arol shear okeeeody ls ar lkeey opchedy qokchdy ota aram	polaiin | arol | shear | okeeeody | ls | ar | lkeey | opchedy | qokchdy | ota | aram	source-symbol stream
f113v.46	f113v.46|P01	o lkaiin cheey lain al cheey	o | lkaiin | cheey | lain | al | cheey	source-symbol stream
f113v.47	f113v.47|P01	polaiin ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	polaiin | ksheeol | lkaiin | tair | shey | qotain | ar | akal | shey | qopchedy | ldy	source-symbol stream
f113v.48	f113v.48|P01	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	y | cheol | cheey | qol | lsheedy | qokaiin | chedy | kain | qokeeedy | lkaiin | okal | dy	source-symbol stream
f113v.49	f113v.49|P01	yshey teeo oteedy qokeey otaiin olaiin cheokain lkeey ltal keedy	yshey | teeo | oteedy | qokeey | otaiin | olaiin | cheokain | lkeey | ltal | keedy	source-symbol stream
f113v.5	f113v.5|P01	dcheos otaiin otedy otodaiin qokeey rcheey qoeear oteedy qokeedy otedar ar ot otees al	dcheos | otaiin | otedy | otodaiin | qokeey | rcheey | qoeear | oteedy | qokeedy | otedar | ar | ot | otees | al	source-symbol stream
f113v.6	f113v.6|P01	tcheolchy lcheol chockhy cheodadaiin	tcheolchy | lcheol | chockhy | cheodadaiin	source-symbol stream
f113v.7	f113v.7|P01	fcheshd teody lkeeody oteedy lchealaim shockhol opchedy qotaiin otar ar al oteal	fcheshd | teody | lkeeody | oteedy | lchealaim | shockhol | opchedy | qotaiin | otar | ar | al | oteal	source-symbol stream
f113v.8	f113v.8|P01	ycheody qokeeor choltar olkam chokam odal sheckhy qokchedy otor otar toky	ycheody | qokeeor | choltar | olkam | chokam | odal | sheckhy | qokchedy | otor | otar | toky	source-symbol stream
f113v.9	f113v.9|P01	dair ar okaiin chokaiin checkhol cholkaiin olchy	dair | ar | okaiin | chokaiin | checkhol | cholkaiin | olchy	source-symbol stream
f114r.1	f114r.1|P01	tchedol dairor pcheos ytaiin otody yteeed oteeodl o aiin okarol	tchedol | dairor | pcheos | ytaiin | otody | yteeed | oteeodl | o | aiin | okarol	source-symbol stream
f114r.10	f114r.10|P01	qokeedy chdodaiin qoedeey chdaiin chedalos	qokeedy | chdodaiin | qoedeey | chdaiin | chedalos	source-symbol stream
f114r.11	f114r.11|P01	dalchy kolky qoedaiin dolor shedy qokchdy ofchedy tolpchy doiiin chocfhdy opailo	dalchy | kolky | qoedaiin | dolor | shedy | qokchdy | ofchedy | tolpchy | doiiin | chocfhdy | opailo	source-symbol stream
f114r.12	f114r.12|P01	ykcheshd ol air okaiin otedy ykeeey teos lair sheod chody otchedair okam	ykcheshd | ol | air | okaiin | otedy | ykeeey | teos | lair | sheod | chody | otchedair | okam	source-symbol stream
f114r.13	f114r.13|P01	qokchedy daiin octhdy	qokchedy | daiin | octhdy	source-symbol stream
f114r.14	f114r.14|P01	solpchd oiin chcthdy qodair ol daldy qopdain opdaiin opdairody opdaildo ary	solpchd | oiin | chcthdy | qodair | ol | daldy | qopdain | opdaiin | opdairody | opdaildo | ary	source-symbol stream
f114r.15	f114r.15|P01	qoedy otair otar okod chodar y dal oeedy qokolkchdy dalol y qokaiin ched al	qoedy | otair | otar | okod | chodar | y | dal | oeedy | qokolkchdy | dalol | y | qokaiin | ched | al	source-symbol stream
f114r.16	f114r.16|P01	cheoal sheedo l kol dair dair chdair cheoty otal cheo dair chekar otol chedy	cheoal | sheedo | l | kol | dair | dair | chdair | cheoty | otal | cheo | dair | chekar | otol | chedy	source-symbol stream
f114r.17	f114r.17|P01	qokeedain cheedy qokey qokeeodaiin daiin oeted akaiin otchedy qokchedy chckhd	qokeedain | cheedy | qokey | qokeeodaiin | daiin | oeted | akaiin | otchedy | qokchedy | chckhd	source-symbol stream
f114r.18	f114r.18|P01	lcheos okar y cheodeeey qoeeody qodaiin daildain	lcheos | okar | y | cheodeeey | qoeeody | qodaiin | daildain	source-symbol stream
f114r.19	f114r.19|P01	pairody shedar qopchdy dchedy dol qopchedy daiin ofchedaiin chodaiin opair dar oty	pairody | shedar | qopchdy | dchedy | dol | qopchedy | daiin | ofchedaiin | chodaiin | opair | dar | oty	source-symbol stream
f114r.2	f114r.2|P01	deedar qoteeddy dair o kedy okoeey r aiin oor cheed ol keeed lkeeedam	deedar | qoteeddy | dair | o | kedy | okoeey | r | aiin | oor | cheed | ol | keeed | lkeeedam	source-symbol stream
f114r.20	f114r.20|P01	sair chedaiin dalchdy daiidy olchedy chedaiin oteedy qoted aiin otar otedy do rol	sair | chedaiin | dalchdy | daiidy | olchedy | chedaiin | oteedy | qoted | aiin | otar | otedy | do | rol	source-symbol stream
f114r.21	f114r.21|P01	lcheey lchedo lcheo dkair	lcheey | lchedo | lcheo | dkair	source-symbol stream
f114r.22	f114r.22|P01	tchedair shodaiin dair kchedy qopchdy chdy pdaiin qokair olchdy rodeedy qedy	tchedair | shodaiin | dair | kchedy | qopchdy | chdy | pdaiin | qokair | olchdy | rodeedy | qedy	source-symbol stream
f114r.23	f114r.23|P01	or cheo al taiin qokedaiin oeain al s ain ches	or | cheo | al | taiin | qokedaiin | oeain | al | s | ain | ches	source-symbol stream
f114r.24	f114r.24|P01	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair	tchedaiin | oldal | chor | chpcheey | chcphey | cphochy | chos | aiir | chty | chopo | sair | cphy | dair	source-symbol stream
