fold_tag	model	selected_edges	selector_bits	all_events	all_bits	all_selector_paid_bits	all_exact_next_state	decisive_events	decisive_bits	decisive_selector_paid_bits	rank_sum	mean_rank	top1	top5	exact_next_state	mean_unlicensed_state_mass	mean_unlicensed_operator_mass	split	held_value
PHYSICAL_FOLIO:f94	SOURCE_STATE_TABLE	0	0.000000000	42	188.274488098	188.274488098	15	5	31.541633305	31.541633305	102	20.400000000	0	2	0	0.046100847	0.097173232	PHYSICAL_FOLIO	f94
PHYSICAL_FOLIO:f94	INDEPENDENT_MARGINAL	0	0.000000000	42	183.016499551	183.016499551	14	5	32.510567859	32.510567859	139	27.800000000	0	2	0	0.045279086	0.098232231	PHYSICAL_FOLIO	f94
PHYSICAL_FOLIO:f94	PAIR_GRAPH_NONWRAPPER	1	3.906890596	42	182.484408574	186.391299169	14	5	32.432277807	36.339168402	141	28.200000000	0	2	0	0.040530949	0.095050199	PHYSICAL_FOLIO	f94
PHYSICAL_FOLIO:f94	PAIR_GRAPH_FULL	3	8.829722735	42	178.527605280	187.357328016	15	5	30.269303960	39.099026695	82	16.400000000	0	1	0	0.031479650	0.070158745	PHYSICAL_FOLIO	f94
PHYSICAL_FOLIO:f94	EXACT_OPERATOR_LEXICON	0	0.000000000	40	266.988496305	266.988496305	5	5	44.516507358	44.516507358	344	68.800000000	0	0	0	0.148450411	0.000000000	PHYSICAL_FOLIO	f94
PHYSICAL_FOLIO:f95	PLACEMENT	0	0.000000000	138	719.143396603	719.143396603	26	31	220.021521465	220.021521465	949	30.612903226	1	4	1	0.046106236	0.070447707	PHYSICAL_FOLIO	f95
PHYSICAL_FOLIO:f95	EXACT_PREDECESSOR	0	0.000000000	138	711.975404670	711.975404670	26	31	216.040444365	216.040444365	977	31.516129032	1	3	1	0.046923625	0.068127140	PHYSICAL_FOLIO	f95
PHYSICAL_FOLIO:f95	SOURCE_STATE_TABLE	0	0.000000000	138	719.649219558	719.649219558	26	31	226.938099365	226.938099365	1030	33.225806452	1	4	1	0.046667383	0.067836449	PHYSICAL_FOLIO	f95
PHYSICAL_FOLIO:f95	INDEPENDENT_MARGINAL	0	0.000000000	138	715.829252545	715.829252545	27	31	226.338976492	226.338976492	1063	34.290322581	1	4	1	0.044067364	0.064900760	PHYSICAL_FOLIO	f95
PHYSICAL_FOLIO:f95	PAIR_GRAPH_NONWRAPPER	1	3.906890596	138	712.951817893	716.858708489	27	31	225.499420395	229.406310991	1039	33.516129032	1	4	1	0.042880026	0.064412317	PHYSICAL_FOLIO	f95
PHYSICAL_FOLIO:f95	PAIR_GRAPH_FULL	3	8.829722735	138	694.731479867	703.561202602	29	31	220.634605183	229.464327919	942	30.387096774	1	6	1	0.028130353	0.047453482	PHYSICAL_FOLIO	f95
PHYSICAL_FOLIO:f95	EXACT_OPERATOR_LEXICON	0	0.000000000	137	939.142797013	939.142797013	11	31	269.160406128	269.160406128	2979	96.096774194	1	5	2	0.090794427	0.000000000	PHYSICAL_FOLIO	f95
PHYSICAL_FOLIO:f96	PLACEMENT	0	0.000000000	54	211.538471655	211.538471655	21	3	20.584983275	20.584983275	77	25.666666667	0	0	0	0.047267490	0.054839979	PHYSICAL_FOLIO	f96
PHYSICAL_FOLIO:f96	EXACT_PREDECESSOR	0	0.000000000	54	210.867526351	210.867526351	21	3	21.014506275	21.014506275	85	28.333333333	0	0	0	0.047554395	0.055702024	PHYSICAL_FOLIO	f96
PHYSICAL_FOLIO:f96	SOURCE_STATE_TABLE	0	0.000000000	54	214.987574418	214.987574418	21	3	21.014608056	21.014608056	78	26.000000000	0	0	0	0.045483184	0.054284994	PHYSICAL_FOLIO	f96
PHYSICAL_FOLIO:f96	INDEPENDENT_MARGINAL	0	0.000000000	54	211.285313697	211.285313697	21	3	21.688299824	21.688299824	102	34.000000000	0	1	0	0.034805561	0.043102381	PHYSICAL_FOLIO	f96
PHYSICAL_FOLIO:f96	PAIR_GRAPH_NONWRAPPER	1	3.906890596	54	211.213100212	215.119990808	21	3	21.557058040	25.463948636	99	33.000000000	0	1	0	0.032190499	0.040040650	PHYSICAL_FOLIO	f96
PHYSICAL_FOLIO:f96	PAIR_GRAPH_FULL	3	8.829722735	54	210.984369031	219.814091766	20	3	21.866445905	30.696168640	106	35.333333333	0	1	0	0.027584763	0.039813314	PHYSICAL_FOLIO	f96
PHYSICAL_FOLIO:f96	EXACT_OPERATOR_LEXICON	0	0.000000000	53	286.852160708	286.852160708	13	3	28.992167274	28.992167274	283	94.333333333	0	0	0	0.022017444	0.000000000	PHYSICAL_FOLIO	f96
PHYSICAL_FOLIO:f99	PLACEMENT	0	0.000000000	61	234.879694370	234.879694370	29	10	57.041426993	57.041426993	317	31.700000000	1	3	1	0.046634373	0.068929096	PHYSICAL_FOLIO	f99
PHYSICAL_FOLIO:f99	EXACT_PREDECESSOR	0	0.000000000	61	236.358843471	236.358843471	29	10	57.494718628	57.494718628	342	34.200000000	1	4	1	0.046482694	0.070347422	PHYSICAL_FOLIO	f99
PHYSICAL_FOLIO:f99	SOURCE_STATE_TABLE	0	0.000000000	61	236.382901827	236.382901827	29	10	57.836512971	57.836512971	290	29.000000000	1	3	1	0.043135425	0.066594677	PHYSICAL_FOLIO	f99
PHYSICAL_FOLIO:f99	INDEPENDENT_MARGINAL	0	0.000000000	61	237.162921805	237.162921805	28	10	56.741138331	56.741138331	344	34.400000000	1	6	1	0.036773183	0.055668285	PHYSICAL_FOLIO	f99
PHYSICAL_FOLIO:f99	PAIR_GRAPH_NONWRAPPER	1	3.906890596	61	237.505293894	241.412184489	28	10	57.029413510	60.936304105	323	32.300000000	1	6	1	0.033923842	0.052884224	PHYSICAL_FOLIO	f99
PHYSICAL_FOLIO:f99	PAIR_GRAPH_FULL	3	8.829722735	61	239.156075830	247.985798565	28	10	58.927743652	67.757466387	322	32.200000000	1	5	1	0.025458249	0.046821399	PHYSICAL_FOLIO	f99
PHYSICAL_FOLIO:f99	EXACT_OPERATOR_LEXICON	0	0.000000000	60	331.236630625	331.236630625	12	10	83.670463210	83.670463210	901	90.100000000	0	1	0	0.092928252	0.000000000	PHYSICAL_FOLIO	f99
