fold_tag	model	selected_edges	selector_bits	all_events	all_bits	all_selector_paid_bits	all_exact_next_state	decisive_events	decisive_bits	decisive_selector_paid_bits	rank_sum	mean_rank	top1	top5	exact_next_state	mean_unlicensed_state_mass	mean_unlicensed_operator_mass	split	held_value
PHYSICAL_FOLIO:f1	PLACEMENT	0	0.000000000	12	52.127591018	52.127591018	2	2	12.434519200	12.434519200	39	19.500000000	0	1	0	0.056520568	0.077566016	PHYSICAL_FOLIO	f1
PHYSICAL_FOLIO:f1	EXACT_PREDECESSOR	0	0.000000000	12	52.658483516	52.658483516	2	2	12.616826658	12.616826658	39	19.500000000	0	1	0	0.053819691	0.075200250	PHYSICAL_FOLIO	f1
PHYSICAL_FOLIO:f1	SOURCE_STATE_TABLE	0	0.000000000	12	53.307773262	53.307773262	2	2	12.552311290	12.552311290	39	19.500000000	0	1	0	0.052930988	0.073586833	PHYSICAL_FOLIO	f1
PHYSICAL_FOLIO:f1	INDEPENDENT_MARGINAL	0	0.000000000	12	55.528814568	55.528814568	2	2	14.142529730	14.142529730	55	27.500000000	0	0	0	0.049327353	0.073475907	PHYSICAL_FOLIO	f1
PHYSICAL_FOLIO:f1	PAIR_GRAPH_NONWRAPPER	1	3.906890596	12	55.671374891	59.578265487	2	2	14.317147933	18.224038529	49	24.500000000	0	0	0	0.033362649	0.053064993	PHYSICAL_FOLIO	f1
PHYSICAL_FOLIO:f1	PAIR_GRAPH_FULL	3	8.829722735	12	55.273438433	64.103161168	2	2	14.252484253	23.082206988	40	20.000000000	0	1	0	0.032624096	0.052454706	PHYSICAL_FOLIO	f1
PHYSICAL_FOLIO:f1	EXACT_OPERATOR_LEXICON	0	0.000000000	12	62.136714109	62.136714109	0	2	13.610756128	13.610756128	51	25.500000000	0	0	0	0.089624916	0.000000000	PHYSICAL_FOLIO	f1
PHYSICAL_FOLIO:f10	PLACEMENT	0	0.000000000	54	224.104609361	224.104609361	14	1	10.320412381	10.320412381	78	78.000000000	0	0	0	0.050596445	0.051442076	PHYSICAL_FOLIO	f10
PHYSICAL_FOLIO:f10	EXACT_PREDECESSOR	0	0.000000000	54	221.409003006	221.409003006	14	1	10.320412381	10.320412381	78	78.000000000	0	0	0	0.050596445	0.051442076	PHYSICAL_FOLIO	f10
PHYSICAL_FOLIO:f10	SOURCE_STATE_TABLE	0	0.000000000	54	223.632906766	223.632906766	14	1	11.288866313	11.288866313	102	102.000000000	0	0	0	0.049928839	0.048040768	PHYSICAL_FOLIO	f10
PHYSICAL_FOLIO:f10	INDEPENDENT_MARGINAL	0	0.000000000	54	221.425444082	221.425444082	14	1	10.420293387	10.420293387	78	78.000000000	0	0	0	0.049647275	0.049351296	PHYSICAL_FOLIO	f10
PHYSICAL_FOLIO:f10	PAIR_GRAPH_NONWRAPPER	1	3.906890596	54	221.616541144	225.523431740	14	1	10.369268107	14.276158703	78	78.000000000	0	0	0	0.049964547	0.049736068	PHYSICAL_FOLIO	f10
PHYSICAL_FOLIO:f10	PAIR_GRAPH_FULL	3	8.829722735	54	219.879758445	228.709481181	14	1	10.386886511	19.216609246	78	78.000000000	0	0	0	0.034975511	0.039595565	PHYSICAL_FOLIO	f10
PHYSICAL_FOLIO:f10	EXACT_OPERATOR_LEXICON	0	0.000000000	53	275.065939532	275.065939532	8	1	10.499732449	10.499732449	113	113.000000000	0	0	0	0.002738099	0.000000000	PHYSICAL_FOLIO	f10
PHYSICAL_FOLIO:f100	PLACEMENT	0	0.000000000	26	112.417108395	112.417108395	8	5	30.154704876	30.154704876	90	18.000000000	0	2	0	0.052066264	0.069563818	PHYSICAL_FOLIO	f100
PHYSICAL_FOLIO:f100	EXACT_PREDECESSOR	0	0.000000000	26	111.260570108	111.260570108	8	5	30.682189428	30.682189428	96	19.200000000	0	2	0	0.051116946	0.070354875	PHYSICAL_FOLIO	f100
PHYSICAL_FOLIO:f100	SOURCE_STATE_TABLE	0	0.000000000	26	113.831858837	113.831858837	8	5	29.453206972	29.453206972	90	18.000000000	0	2	0	0.053960959	0.067195490	PHYSICAL_FOLIO	f100
PHYSICAL_FOLIO:f100	INDEPENDENT_MARGINAL	0	0.000000000	26	113.726837417	113.726837417	8	5	31.719992562	31.719992562	100	20.000000000	0	2	0	0.049245468	0.064336546	PHYSICAL_FOLIO	f100
PHYSICAL_FOLIO:f100	PAIR_GRAPH_NONWRAPPER	1	3.906890596	26	113.781965355	117.688855951	8	5	31.733643078	35.640533673	103	20.600000000	0	2	0	0.049535366	0.065396515	PHYSICAL_FOLIO	f100
PHYSICAL_FOLIO:f100	PAIR_GRAPH_FULL	3	8.829722735	26	114.263243423	123.092966158	8	5	32.552774573	41.382497308	112	22.400000000	0	2	0	0.027172546	0.045155047	PHYSICAL_FOLIO	f100
PHYSICAL_FOLIO:f100	EXACT_OPERATOR_LEXICON	0	0.000000000	26	145.269651345	145.269651345	2	5	38.586722626	38.586722626	324	64.800000000	0	2	0	0.038879880	0.000000000	PHYSICAL_FOLIO	f100
PHYSICAL_FOLIO:f102	PLACEMENT	0	0.000000000	44	209.218741257	209.218741257	10	8	52.699815674	52.699815674	286	35.750000000	1	4	1	0.054205327	0.075911767	PHYSICAL_FOLIO	f102
PHYSICAL_FOLIO:f102	EXACT_PREDECESSOR	0	0.000000000	44	209.172854203	209.172854203	10	8	53.334732040	53.334732040	301	37.625000000	1	4	1	0.055104661	0.077057569	PHYSICAL_FOLIO	f102
PHYSICAL_FOLIO:f102	SOURCE_STATE_TABLE	0	0.000000000	44	207.397042242	207.397042242	10	8	52.020550158	52.020550158	283	35.375000000	1	4	1	0.059233386	0.078662509	PHYSICAL_FOLIO	f102
PHYSICAL_FOLIO:f102	INDEPENDENT_MARGINAL	0	0.000000000	44	208.908181231	208.908181231	10	8	53.776596713	53.776596713	306	38.250000000	1	4	1	0.052276812	0.072840809	PHYSICAL_FOLIO	f102
PHYSICAL_FOLIO:f102	PAIR_GRAPH_NONWRAPPER	1	3.906890596	44	208.480671874	212.387562470	10	8	53.713358248	57.620248844	300	37.500000000	1	4	1	0.049131398	0.070343481	PHYSICAL_FOLIO	f102
PHYSICAL_FOLIO:f102	PAIR_GRAPH_FULL	3	8.829722735	44	209.960949434	218.790672169	10	8	54.272861902	63.102584637	302	37.750000000	1	3	1	0.039261279	0.060735964	PHYSICAL_FOLIO	f102
PHYSICAL_FOLIO:f102	EXACT_OPERATOR_LEXICON	0	0.000000000	43	259.520239579	259.520239579	6	8	66.113871098	66.113871098	569	71.125000000	0	1	0	0.079905917	0.000000000	PHYSICAL_FOLIO	f102
PHYSICAL_FOLIO:f103	PLACEMENT	0	0.000000000	192	838.965971553	838.965971553	56	19	105.280909458	105.280909458	312	16.421052632	2	8	2	0.048585218	0.072916265	PHYSICAL_FOLIO	f103
PHYSICAL_FOLIO:f103	EXACT_PREDECESSOR	0	0.000000000	192	833.270311662	833.270311662	57	19	103.816960092	103.816960092	292	15.368421053	3	8	3	0.051578981	0.071950397	PHYSICAL_FOLIO	f103
PHYSICAL_FOLIO:f103	SOURCE_STATE_TABLE	0	0.000000000	192	840.742116921	840.742116921	56	19	109.783232724	109.783232724	365	19.210526316	2	8	2	0.051558239	0.073341984	PHYSICAL_FOLIO	f103
PHYSICAL_FOLIO:f103	INDEPENDENT_MARGINAL	0	0.000000000	192	813.226438097	813.226438097	57	19	100.841161251	100.841161251	297	15.631578947	2	9	2	0.040909050	0.062837538	PHYSICAL_FOLIO	f103
PHYSICAL_FOLIO:f103	PAIR_GRAPH_NONWRAPPER	1	3.906890596	192	810.188625926	814.095516522	57	19	100.353369199	104.260259794	294	15.473684211	2	9	2	0.038912735	0.059952285	PHYSICAL_FOLIO	f103
PHYSICAL_FOLIO:f103	PAIR_GRAPH_FULL	3	8.829722735	192	796.509044303	805.338767038	56	19	99.671694591	108.501417326	314	16.526315789	3	8	3	0.033031827	0.058623233	PHYSICAL_FOLIO	f103
PHYSICAL_FOLIO:f103	EXACT_OPERATOR_LEXICON	0	0.000000000	185	1079.832338807	1079.832338807	25	19	134.661210808	134.661210808	860	45.263157895	0	4	0	0.106659399	0.000000000	PHYSICAL_FOLIO	f103
PHYSICAL_FOLIO:f104	PLACEMENT	0	0.000000000	152	714.547425727	714.547425727	41	27	171.430150471	171.430150471	786	29.111111111	3	6	3	0.052097676	0.075502979	PHYSICAL_FOLIO	f104
PHYSICAL_FOLIO:f104	EXACT_PREDECESSOR	0	0.000000000	152	710.830016210	710.830016210	41	27	173.990927463	173.990927463	895	33.148148148	3	7	3	0.056346453	0.078191902	PHYSICAL_FOLIO	f104
PHYSICAL_FOLIO:f104	SOURCE_STATE_TABLE	0	0.000000000	152	720.132053441	720.132053441	41	27	178.054969533	178.054969533	872	32.296296296	3	5	3	0.056382570	0.078502383	PHYSICAL_FOLIO	f104
PHYSICAL_FOLIO:f104	INDEPENDENT_MARGINAL	0	0.000000000	152	700.367483756	700.367483756	41	27	171.009681394	171.009681394	744	27.555555556	3	7	3	0.045436915	0.072419308	PHYSICAL_FOLIO	f104
PHYSICAL_FOLIO:f104	PAIR_GRAPH_NONWRAPPER	1	3.906890596	152	696.788482298	700.695372893	41	27	170.315343350	174.222233946	712	26.370370370	3	7	3	0.042089029	0.069610347	PHYSICAL_FOLIO	f104
PHYSICAL_FOLIO:f104	PAIR_GRAPH_FULL	3	8.829722735	152	688.315655884	697.145378619	40	27	171.270677535	180.100400271	722	26.740740741	3	8	3	0.031595829	0.061294467	PHYSICAL_FOLIO	f104
PHYSICAL_FOLIO:f104	EXACT_OPERATOR_LEXICON	0	0.000000000	148	925.892397869	925.892397869	29	27	236.484625104	236.484625104	2978	110.296296296	2	3	2	0.091797281	0.000000000	PHYSICAL_FOLIO	f104
PHYSICAL_FOLIO:f105	PLACEMENT	0	0.000000000	172	783.876443781	783.876443781	58	17	106.641791748	106.641791748	558	32.823529412	3	4	3	0.055857604	0.072397792	PHYSICAL_FOLIO	f105
PHYSICAL_FOLIO:f105	EXACT_PREDECESSOR	0	0.000000000	172	782.169985181	782.169985181	57	17	107.154587526	107.154587526	568	33.411764706	3	4	3	0.055054884	0.069699982	PHYSICAL_FOLIO	f105
PHYSICAL_FOLIO:f105	SOURCE_STATE_TABLE	0	0.000000000	172	775.291626188	775.291626188	57	17	105.603101891	105.603101891	485	28.529411765	3	4	3	0.056708658	0.068548217	PHYSICAL_FOLIO	f105
PHYSICAL_FOLIO:f105	INDEPENDENT_MARGINAL	0	0.000000000	172	771.560539912	771.560539912	58	17	107.565062520	107.565062520	581	34.176470588	3	5	3	0.054407485	0.070394086	PHYSICAL_FOLIO	f105
PHYSICAL_FOLIO:f105	PAIR_GRAPH_NONWRAPPER	1	3.906890596	172	768.696756581	772.603647177	58	17	107.059759693	110.966650289	574	33.764705882	3	4	3	0.049540818	0.066345054	PHYSICAL_FOLIO	f105
PHYSICAL_FOLIO:f105	PAIR_GRAPH_FULL	3	8.829722735	172	764.508273123	773.337995858	56	17	106.029906168	114.859628903	536	31.529411765	3	4	3	0.037176557	0.055753380	PHYSICAL_FOLIO	f105
PHYSICAL_FOLIO:f105	EXACT_OPERATOR_LEXICON	0	0.000000000	168	1021.946326991	1021.946326991	26	17	136.900228965	136.900228965	1128	66.352941176	0	1	0	0.154532909	0.000000000	PHYSICAL_FOLIO	f105
PHYSICAL_FOLIO:f106	PLACEMENT	0	0.000000000	182	833.675434951	833.675434951	52	21	134.806893369	134.806893369	474	22.571428571	1	2	1	0.057561426	0.117545166	PHYSICAL_FOLIO	f106
PHYSICAL_FOLIO:f106	EXACT_PREDECESSOR	0	0.000000000	182	834.046562155	834.046562155	51	21	136.744460800	136.744460800	506	24.095238095	1	2	1	0.056514362	0.117417527	PHYSICAL_FOLIO	f106
PHYSICAL_FOLIO:f106	SOURCE_STATE_TABLE	0	0.000000000	182	825.863893699	825.863893699	51	21	135.017634624	135.017634624	475	22.619047619	1	2	1	0.060524490	0.119382968	PHYSICAL_FOLIO	f106
PHYSICAL_FOLIO:f106	INDEPENDENT_MARGINAL	0	0.000000000	182	818.242048575	818.242048575	53	21	136.188777769	136.188777769	494	23.523809524	1	2	1	0.055720681	0.108347898	PHYSICAL_FOLIO	f106
PHYSICAL_FOLIO:f106	PAIR_GRAPH_NONWRAPPER	1	3.906890596	182	814.841350785	818.748241381	53	21	135.342344569	139.249235165	486	23.142857143	1	2	1	0.047551768	0.102898423	PHYSICAL_FOLIO	f106
PHYSICAL_FOLIO:f106	PAIR_GRAPH_FULL	3	8.829722735	182	814.073426555	822.903149290	53	21	139.180940088	148.010662823	525	25.000000000	1	3	1	0.035248206	0.088608329	PHYSICAL_FOLIO	f106
PHYSICAL_FOLIO:f106	EXACT_OPERATOR_LEXICON	0	0.000000000	178	1103.662878900	1103.662878900	26	21	188.176222931	188.176222931	1890	90.000000000	0	2	0	0.178000619	0.000000000	PHYSICAL_FOLIO	f106
PHYSICAL_FOLIO:f107	PLACEMENT	0	0.000000000	231	1132.112396802	1132.112396802	51	28	164.734486409	164.734486409	533	19.035714286	2	7	2	0.047825071	0.077160549	PHYSICAL_FOLIO	f107
PHYSICAL_FOLIO:f107	EXACT_PREDECESSOR	0	0.000000000	231	1116.676658692	1116.676658692	51	28	165.405334134	165.405334134	533	19.035714286	2	7	2	0.049260385	0.078219112	PHYSICAL_FOLIO	f107
PHYSICAL_FOLIO:f107	SOURCE_STATE_TABLE	0	0.000000000	231	1123.168471009	1123.168471009	50	28	168.523847047	168.523847047	559	19.964285714	2	7	2	0.049054754	0.075832788	PHYSICAL_FOLIO	f107
PHYSICAL_FOLIO:f107	INDEPENDENT_MARGINAL	0	0.000000000	231	1117.517327693	1117.517327693	52	28	163.796329424	163.796329424	518	18.500000000	2	8	2	0.043343621	0.068381804	PHYSICAL_FOLIO	f107
PHYSICAL_FOLIO:f107	PAIR_GRAPH_NONWRAPPER	1	3.906890596	231	1112.020237910	1115.927128506	52	28	162.848861426	166.755752022	515	18.392857143	2	9	2	0.040758784	0.066060471	PHYSICAL_FOLIO	f107
PHYSICAL_FOLIO:f107	PAIR_GRAPH_FULL	3	8.829722735	231	1093.460223398	1102.289946133	51	28	163.539142316	172.368865051	528	18.857142857	2	8	2	0.029824523	0.054579227	PHYSICAL_FOLIO	f107
PHYSICAL_FOLIO:f107	EXACT_OPERATOR_LEXICON	0	0.000000000	225	1444.503727249	1444.503727249	22	28	236.058076861	236.058076861	2341	83.607142857	1	1	1	0.130557706	0.000000000	PHYSICAL_FOLIO	f107
PHYSICAL_FOLIO:f108	PLACEMENT	0	0.000000000	265	1137.625844097	1137.625844097	82	22	134.216102600	134.216102600	599	27.227272727	3	7	3	0.051713592	0.093648021	PHYSICAL_FOLIO	f108
PHYSICAL_FOLIO:f108	EXACT_PREDECESSOR	0	0.000000000	265	1122.599611670	1122.599611670	85	22	132.111757690	132.111757690	541	24.590909091	3	8	3	0.053114751	0.093358544	PHYSICAL_FOLIO	f108
PHYSICAL_FOLIO:f108	SOURCE_STATE_TABLE	0	0.000000000	265	1116.081489568	1116.081489568	85	22	130.387132862	130.387132862	446	20.272727273	3	7	3	0.052888165	0.089167479	PHYSICAL_FOLIO	f108
PHYSICAL_FOLIO:f108	INDEPENDENT_MARGINAL	0	0.000000000	265	1102.188375261	1102.188375261	84	22	129.406625883	129.406625883	495	22.500000000	3	8	3	0.046412254	0.081010039	PHYSICAL_FOLIO	f108
PHYSICAL_FOLIO:f108	PAIR_GRAPH_NONWRAPPER	1	3.906890596	265	1095.414647434	1099.321538030	84	22	129.635133508	133.542024104	507	23.045454545	3	8	3	0.042685433	0.078072268	PHYSICAL_FOLIO	f108
PHYSICAL_FOLIO:f108	PAIR_GRAPH_FULL	3	8.829722735	265	1072.741260861	1081.570983596	87	22	129.699010367	138.528733102	468	21.272727273	4	7	4	0.032849187	0.066883328	PHYSICAL_FOLIO	f108
PHYSICAL_FOLIO:f108	EXACT_OPERATOR_LEXICON	0	0.000000000	260	1512.882196265	1512.882196265	41	22	188.525494598	188.525494598	1912	86.909090909	0	0	0	0.224075463	0.000000000	PHYSICAL_FOLIO	f108
PHYSICAL_FOLIO:f11	PLACEMENT	0	0.000000000	23	103.814082040	103.814082040	6	4	23.086653944	23.086653944	129	32.250000000	1	2	1	0.037139770	0.048095836	PHYSICAL_FOLIO	f11
PHYSICAL_FOLIO:f11	EXACT_PREDECESSOR	0	0.000000000	23	101.714406625	101.714406625	6	4	23.030881478	23.030881478	133	33.250000000	1	2	1	0.039465082	0.050736674	PHYSICAL_FOLIO	f11
PHYSICAL_FOLIO:f11	SOURCE_STATE_TABLE	0	0.000000000	23	102.456673335	102.456673335	6	4	21.687104616	21.687104616	73	18.250000000	1	2	1	0.031187567	0.039904422	PHYSICAL_FOLIO	f11
PHYSICAL_FOLIO:f11	INDEPENDENT_MARGINAL	0	0.000000000	23	104.516706505	104.516706505	6	4	21.683813164	21.683813164	80	20.000000000	1	2	1	0.032021569	0.040847177	PHYSICAL_FOLIO	f11
PHYSICAL_FOLIO:f11	PAIR_GRAPH_NONWRAPPER	1	3.906890596	23	104.571684762	108.478575358	6	4	21.655616944	25.562507540	80	20.000000000	1	2	1	0.032345408	0.041266321	PHYSICAL_FOLIO	f11
PHYSICAL_FOLIO:f11	PAIR_GRAPH_FULL	3	8.829722735	23	104.276397351	113.106120086	6	4	21.280993782	30.110716518	78	19.500000000	1	2	1	0.020600386	0.030030862	PHYSICAL_FOLIO	f11
PHYSICAL_FOLIO:f11	EXACT_OPERATOR_LEXICON	0	0.000000000	23	139.931105085	139.931105085	3	4	35.575005421	35.575005421	453	113.250000000	0	1	0	0.028235142	0.000000000	PHYSICAL_FOLIO	f11
PHYSICAL_FOLIO:f111	PLACEMENT	0	0.000000000	287	1381.448466398	1381.448466398	69	29	207.325038706	207.325038706	936	32.275862069	1	6	1	0.049417838	0.064431099	PHYSICAL_FOLIO	f111
PHYSICAL_FOLIO:f111	EXACT_PREDECESSOR	0	0.000000000	287	1365.718451207	1365.718451207	70	29	212.626620045	212.626620045	1015	35.000000000	1	6	1	0.049646750	0.063471832	PHYSICAL_FOLIO	f111
PHYSICAL_FOLIO:f111	SOURCE_STATE_TABLE	0	0.000000000	287	1352.760877133	1352.760877133	70	29	208.412565434	208.412565434	906	31.241379310	1	6	1	0.049182074	0.063452276	PHYSICAL_FOLIO	f111
PHYSICAL_FOLIO:f111	INDEPENDENT_MARGINAL	0	0.000000000	287	1358.664324016	1358.664324016	69	29	201.081698440	201.081698440	804	27.724137931	1	5	1	0.049329463	0.059723430	PHYSICAL_FOLIO	f111
PHYSICAL_FOLIO:f111	PAIR_GRAPH_NONWRAPPER	1	3.906890596	287	1354.177147597	1358.084038193	69	29	199.816669374	203.723559970	803	27.689655172	1	5	1	0.046313379	0.056765334	PHYSICAL_FOLIO	f111
PHYSICAL_FOLIO:f111	PAIR_GRAPH_FULL	3	8.829722735	287	1327.351952990	1336.181675725	70	29	198.664680575	207.494403310	794	27.379310345	1	6	1	0.034099892	0.046451715	PHYSICAL_FOLIO	f111
PHYSICAL_FOLIO:f111	EXACT_OPERATOR_LEXICON	0	0.000000000	283	1773.233545240	1773.233545240	23	29	240.362834243	240.362834243	2281	78.655172414	0	4	0	0.097855340	0.000000000	PHYSICAL_FOLIO	f111
PHYSICAL_FOLIO:f112	PLACEMENT	0	0.000000000	218	1023.005002318	1023.005002318	64	25	160.330348129	160.330348129	1287	51.480000000	3	11	3	0.054398169	0.097998189	PHYSICAL_FOLIO	f112
PHYSICAL_FOLIO:f112	EXACT_PREDECESSOR	0	0.000000000	218	1018.631786623	1018.631786623	65	25	162.597872195	162.597872195	1381	55.240000000	4	11	4	0.055408744	0.095686072	PHYSICAL_FOLIO	f112
PHYSICAL_FOLIO:f112	SOURCE_STATE_TABLE	0	0.000000000	218	1009.165377104	1009.165377104	63	25	167.846173455	167.846173455	1493	59.720000000	3	11	3	0.057277141	0.098722042	PHYSICAL_FOLIO	f112
PHYSICAL_FOLIO:f112	INDEPENDENT_MARGINAL	0	0.000000000	218	1006.634120439	1006.634120439	65	25	161.385623142	161.385623142	1298	51.920000000	3	12	3	0.051869713	0.092232219	PHYSICAL_FOLIO	f112
PHYSICAL_FOLIO:f112	PAIR_GRAPH_NONWRAPPER	1	3.906890596	218	1003.928532789	1007.835423384	65	25	161.059004180	164.965894776	1161	46.440000000	3	12	3	0.045584401	0.086550702	PHYSICAL_FOLIO	f112
PHYSICAL_FOLIO:f112	PAIR_GRAPH_FULL	3	8.829722735	218	974.077175556	982.906898291	66	25	154.552961797	163.382684532	955	38.200000000	4	12	4	0.033974590	0.067963117	PHYSICAL_FOLIO	f112
PHYSICAL_FOLIO:f112	EXACT_OPERATOR_LEXICON	0	0.000000000	212	1305.067977768	1305.067977768	31	25	196.886004488	196.886004488	1569	62.760000000	0	2	0	0.183465882	0.000000000	PHYSICAL_FOLIO	f112
PHYSICAL_FOLIO:f113	PLACEMENT	0	0.000000000	185	824.397341194	824.397341194	66	23	152.305242794	152.305242794	844	36.695652174	3	5	3	0.053356135	0.071778584	PHYSICAL_FOLIO	f113
PHYSICAL_FOLIO:f113	EXACT_PREDECESSOR	0	0.000000000	185	821.699100865	821.699100865	66	23	152.959387400	152.959387400	877	38.130434783	3	5	3	0.053530162	0.071837455	PHYSICAL_FOLIO	f113
PHYSICAL_FOLIO:f113	SOURCE_STATE_TABLE	0	0.000000000	185	811.379805004	811.379805004	66	23	155.686234886	155.686234886	878	38.173913043	3	5	3	0.054145301	0.070370035	PHYSICAL_FOLIO	f113
PHYSICAL_FOLIO:f113	INDEPENDENT_MARGINAL	0	0.000000000	185	800.275021821	800.275021821	67	23	152.262326723	152.262326723	867	37.695652174	3	7	3	0.050415688	0.065873989	PHYSICAL_FOLIO	f113
PHYSICAL_FOLIO:f113	PAIR_GRAPH_NONWRAPPER	1	3.906890596	185	795.954270187	799.861160783	67	23	151.749271102	155.656161697	826	35.913043478	3	7	3	0.047770909	0.063133043	PHYSICAL_FOLIO	f113
PHYSICAL_FOLIO:f113	PAIR_GRAPH_FULL	3	8.829722735	185	777.425102577	786.254825312	68	23	151.734960494	160.564683229	815	35.434782609	3	7	3	0.035956775	0.054970587	PHYSICAL_FOLIO	f113
PHYSICAL_FOLIO:f113	EXACT_OPERATOR_LEXICON	0	0.000000000	183	1131.092906227	1131.092906227	31	23	207.892361036	207.892361036	2709	117.782608696	1	4	1	0.095644391	0.000000000	PHYSICAL_FOLIO	f113
PHYSICAL_FOLIO:f114	PLACEMENT	0	0.000000000	278	1477.015513238	1477.015513238	58	64	383.120152099	383.120152099	1327	20.734375000	5	19	5	0.056821510	0.085329995	PHYSICAL_FOLIO	f114
PHYSICAL_FOLIO:f114	EXACT_PREDECESSOR	0	0.000000000	278	1482.460486291	1482.460486291	58	64	385.390139125	385.390139125	1328	20.750000000	5	19	5	0.056309864	0.083847171	PHYSICAL_FOLIO	f114
PHYSICAL_FOLIO:f114	SOURCE_STATE_TABLE	0	0.000000000	278	1484.320875483	1484.320875483	58	64	390.058599275	390.058599275	1403	21.921875000	5	19	5	0.057060721	0.084911723	PHYSICAL_FOLIO	f114
PHYSICAL_FOLIO:f114	INDEPENDENT_MARGINAL	0	0.000000000	278	1463.152992937	1463.152992937	61	64	382.060718209	382.060718209	1327	20.734375000	6	19	6	0.051232546	0.079605595	PHYSICAL_FOLIO	f114
PHYSICAL_FOLIO:f114	PAIR_GRAPH_NONWRAPPER	1	3.906890596	278	1457.839297366	1461.746187962	61	64	379.356025279	383.262915874	1316	20.562500000	6	19	6	0.045222840	0.074804655	PHYSICAL_FOLIO	f114
PHYSICAL_FOLIO:f114	PAIR_GRAPH_FULL	3	8.829722735	278	1428.466244144	1437.295966879	63	64	373.765944161	382.595666896	1218	19.031250000	6	21	6	0.034642335	0.060203646	PHYSICAL_FOLIO	f114
PHYSICAL_FOLIO:f114	EXACT_OPERATOR_LEXICON	0	0.000000000	261	1813.939025871	1813.939025871	30	64	535.841879706	535.841879706	5640	88.125000000	1	7	1	0.202579060	0.000000000	PHYSICAL_FOLIO	f114
PHYSICAL_FOLIO:f115	PLACEMENT	0	0.000000000	197	843.858071072	843.858071072	72	32	191.851949616	191.851949616	833	26.031250000	3	11	3	0.059483823	0.069840558	PHYSICAL_FOLIO	f115
PHYSICAL_FOLIO:f115	EXACT_PREDECESSOR	0	0.000000000	197	848.246818321	848.246818321	72	32	195.979557336	195.979557336	878	27.437500000	3	10	3	0.060288368	0.070709795	PHYSICAL_FOLIO	f115
PHYSICAL_FOLIO:f115	SOURCE_STATE_TABLE	0	0.000000000	197	835.952231952	835.952231952	72	32	195.998119288	195.998119288	874	27.312500000	3	11	3	0.059912157	0.067740078	PHYSICAL_FOLIO	f115
PHYSICAL_FOLIO:f115	INDEPENDENT_MARGINAL	0	0.000000000	197	814.475113608	814.475113608	74	32	186.660536504	186.660536504	742	23.187500000	4	13	4	0.052363720	0.062342140	PHYSICAL_FOLIO	f115
PHYSICAL_FOLIO:f115	PAIR_GRAPH_NONWRAPPER	1	3.906890596	197	809.425226755	813.332117350	74	32	184.838099258	188.744989854	706	22.062500000	4	14	4	0.043454544	0.054297319	PHYSICAL_FOLIO	f115
PHYSICAL_FOLIO:f115	PAIR_GRAPH_FULL	3	8.829722735	197	800.774008313	809.603731048	74	32	181.171498112	190.001220847	609	19.031250000	4	14	4	0.033827533	0.046814566	PHYSICAL_FOLIO	f115
PHYSICAL_FOLIO:f115	EXACT_OPERATOR_LEXICON	0	0.000000000	189	1111.287235169	1111.287235169	40	32	253.788740324	253.788740324	2785	87.031250000	2	5	3	0.155788112	0.000000000	PHYSICAL_FOLIO	f115
PHYSICAL_FOLIO:f116	PLACEMENT	0	0.000000000	48	242.152560425	242.152560425	7	6	41.702436743	41.702436743	174	29.000000000	0	1	0	0.066737220	0.086102898	PHYSICAL_FOLIO	f116
PHYSICAL_FOLIO:f116	EXACT_PREDECESSOR	0	0.000000000	48	237.272246139	237.272246139	8	6	41.453606232	41.453606232	176	29.333333333	0	1	0	0.067554783	0.086764076	PHYSICAL_FOLIO	f116
PHYSICAL_FOLIO:f116	SOURCE_STATE_TABLE	0	0.000000000	48	233.877292945	233.877292945	8	6	41.729873907	41.729873907	189	31.500000000	0	1	0	0.077090602	0.098504965	PHYSICAL_FOLIO	f116
PHYSICAL_FOLIO:f116	INDEPENDENT_MARGINAL	0	0.000000000	48	235.773499014	235.773499014	7	6	38.305340664	38.305340664	135	22.500000000	0	1	0	0.065301480	0.081677694	PHYSICAL_FOLIO	f116
PHYSICAL_FOLIO:f116	PAIR_GRAPH_NONWRAPPER	1	3.906890596	48	235.013733513	238.920624109	7	6	37.890137702	41.797028298	133	22.166666667	0	1	0	0.052930544	0.069746413	PHYSICAL_FOLIO	f116
PHYSICAL_FOLIO:f116	PAIR_GRAPH_FULL	3	8.829722735	48	222.006316807	230.836039542	8	6	37.562667984	46.392390719	136	22.666666667	0	1	0	0.039163473	0.052438400	PHYSICAL_FOLIO	f116
PHYSICAL_FOLIO:f116	EXACT_OPERATOR_LEXICON	0	0.000000000	47	293.188724422	293.188724422	5	6	47.716575513	47.716575513	810	135.000000000	1	2	1	0.198929111	0.000000000	PHYSICAL_FOLIO	f116
PHYSICAL_FOLIO:f13	PLACEMENT	0	0.000000000	24	105.223428456	105.223428456	6	5	27.992359010	27.992359010	102	20.400000000	0	3	0	0.042019323	0.068794863	PHYSICAL_FOLIO	f13
PHYSICAL_FOLIO:f13	EXACT_PREDECESSOR	0	0.000000000	24	106.363644473	106.363644473	6	5	28.310672107	28.310672107	113	22.600000000	0	3	0	0.047028238	0.073979775	PHYSICAL_FOLIO	f13
