language	unit	held_occurrences	modal_category	category_consensus_fraction	modal_output	exact_mapping_consensus_fraction	all_categories	all_outputs
old_italian	ody	272	S	0.6666666666666666	che	0.3333333333333333	S,L,L,S,S,S	che,e,e,tro,che,tro
old_italian	Se	260	S	0.6666666666666666		0.3333333333333333	S,N,S,S,S,N	san,,ver,de,ter,
old_italian	ey	259	L	0.6666666666666666	a	0.3333333333333333	S,L,L,L,L,S	de,a,a,i,o,che
old_italian	r	250	S	0.6666666666666666	a	0.3333333333333333	S,S,L,L,S,S	era,ell,a,a,or,in
old_italian	od	222	S	0.6666666666666666		0.3333333333333333	N,S,N,S,S,S	,com,,ser,er,non
old_italian	air	210	L	0.6666666666666666	i	0.3333333333333333	S,L,S,L,L,L	suo,i,ma,i,a,o
old_italian	yk	149	S	0.6666666666666666		0.3333333333333333	N,S,N,S,S,S	,vol,,men,chi,man
old_italian	daI	148	S	0.6666666666666666	ne	0.3333333333333333	L,S,S,L,S,S	a,ne,piu,l,ne,de
old_italian	Ky	120	L	0.6666666666666666	a	0.3333333333333333	L,S,L,L,L,S	e,di,a,l,a,pre
old_italian	Cor	100	S	0.6666666666666666	e	0.3333333333333333	L,S,S,S,S,L	e,chi,cio,ti,de,e
old_italian	qokaN	72	L	0.6666666666666666	l	0.3333333333333333	L,D,L,L,D,L	l,ii,d,l,ii,s
old_italian	qokal	41	L	0.6666666666666666	l	0.3333333333333333	S,L,L,L,S,L	in,l,s,e,que,l
old_italian	z	1	D	0.6666666666666666	tt	0.3333333333333333	D,L,L,D,D,D	ee,u,d,tt,tt,ss
old_italian	Cey	264	S	0.5	e	0.3333333333333333	S,L,S,S,L,L	cio,a,man,non,e,e
old_italian	am	242	S	0.5	e	0.3333333333333333	S,L,S,S,L,L	son,e,del,gio,e,a
old_italian	Cdy	167	S	0.5	e	0.3333333333333333	S,L,S,S,L,L	gio,i,cia,nte,e,e
old_italian	T	121	S	0.5	l	0.3333333333333333	S,L,S,S,L,N	vi,l,su,tor,l,
old_italian	Ceol	77	L	0.5	a	0.3333333333333333	L,S,S,L,S,L	a,tan,al,a,se,e
old_italian	qokaI	74	D	0.5	ii	0.3333333333333333	D,S,D,D,L,S	ii,se,ii,xx,l,piu
old_italian	ky	69	L	0.5	i	0.3333333333333333	L,S,L,L,S,S	i,tro,i,e,cia,sta
old_italian	Sy	68	L	0.5	a	0.3333333333333333	L,L,S,S,S,L	a,a,tre,man,una,o
old_italian	Sol	51	L	0.5	a	0.3333333333333333	L,S,S,L,S,L	e,la,col,a,gia,a
old_italian	ol	712	W	1.0	tanto	0.16666666666666666	W,W,W,W,W,W	tanto,altro,quando,disse,questa,quella
old_italian	C	711	W	1.0	perche	0.16666666666666666	W,W,W,W,W,W	perche,dicendo,questa,quanto,inferno,comincio
old_italian	s	486	W	1.0	convien	0.16666666666666666	W,W,W,W,W,W	convien,altre,comincio,quelle,quando,questa
old_italian	qok	444	S	1.0	pre	0.16666666666666666	S,S,S,S,S,S	pre,col,per,ma,man,con
old_italian	dal	174	S	1.0	tor	0.16666666666666666	S,S,S,S,S,S	tor,men,son,tra,non,si
old_italian	or	535	W	0.8333333333333334	quella	0.16666666666666666	W,W,S,W,W,W	quella,come,si,alcuna,dicendo,tutta
old_italian	l	524	S	0.8333333333333334	per	0.16666666666666666	S,S,S,N,S,S	per,con,di,,cor,ser
old_italian	Cedy	448	S	0.8333333333333334	se	0.16666666666666666	S,S,S,S,S,L	se,tre,era,lor,tro,e
old_italian	qot	353	S	0.8333333333333334	qui	0.16666666666666666	S,L,S,S,S,S	qui,l,mon,pre,son,lor
old_italian	dy	204	S	0.8333333333333334	con	0.16666666666666666	S,S,S,S,S,L	con,sta,tro,gia,tre,i
old_italian	Co	121	S	0.8333333333333334	l	0.16666666666666666	L,S,S,S,S,S	l,mi,ser,chi,al,cor
old_italian	i	118	L	0.8333333333333334	i	0.16666666666666666	L,L,L,L,L,S	i,s,r,n,c,est
old_italian	os	86	S	0.8333333333333334	sta	0.16666666666666666	S,S,L,S,S,S	sta,son,a,sti,tri,ti
old_italian	So	76	S	0.8333333333333334	s	0.16666666666666666	L,S,S,S,S,S	s,che,de,tan,lor,era
old_italian	v	0	D	0.8333333333333334	pp	0.16666666666666666	D,D,D,D,L,D	pp,bb,nn,ll,u,xx
old_italian	al	476	W	0.6666666666666666	che	0.16666666666666666	W,L,S,W,W,W	che,e,chi,poscia,sovra,questi
old_italian	olk	152	S	0.6666666666666666		0.16666666666666666	N,L,S,S,S,S	,s,tor,era,col,tan
old_italian	CEy	113	L	0.6666666666666666	tri	0.16666666666666666	S,L,L,S,L,L	tri,o,l,ch,e,a
old_italian	f	104	L	0.6666666666666666	i	0.16666666666666666	L,L,N,L,S,L	i,s,,e,in,n
old_italian	yt	90	S	0.6666666666666666	qua	0.16666666666666666	S,L,S,S,N,S	qua,s,pri,suo,,son
old_italian	h	1	L	0.6666666666666666	nn	0.16666666666666666	D,D,L,L,L,L	nn,ss,u,v,m,n
old_italian	Edy	312	L	0.5	li	0.16666666666666666	S,L,S,N,L,L	li,i,ti,,a,o
old_italian	ai	143	L	0.5	s	0.16666666666666666	L,S,L,L,S,S	s,pre,t,i,as,or
old_italian	okal	52	L	0.5	i	0.16666666666666666	L,S,S,L,S,L	i,al,fu,o,qui,s
old_italian	otal	48	L	0.5	a	0.16666666666666666	L,S,S,S,L,L	a,non,pre,tri,s,l
