replay_id	neighbor_id	context_id	source_recipe	mutation_family	target_recipe	target_is_exact_catalog_key	neutral_identity_route	context_identity_route	identity_route_unchanged	incoming_action	incoming_argument	scope_incoming_action	next_recipe	context_occurrence_count	context_event_ids	neutral_factor_gate_status	context_factor_gate_status	neutral_execution_decision	context_execution_decision	decision_transition	neutral_blocked_factor_rules	context_blocked_factor_rules	context_execution_route	outgoing_action	outgoing_argument	stop_preserves_state	source_identity_used_for_target	meaning_revision	surface_prediction	occurrence_prediction
G448-R025054	G447-N06742	G448-C0897	CH+T+AL	SAME_CLASS_SUBSTITUTION	T+T+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	R	AIN	R	D_ADDR+AR	1	G407-E0173	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	R	AIN	YES	NO	NO	NO	NO
G448-R025055	G447-N06742	G448-C0898	CH+T+AL	SAME_CLASS_SUBSTITUTION	T+T+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	R	Y	R	OK+SH+AL	1	G407-E0578	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	R	Y	YES	NO	NO	NO	NO
G448-R025056	G447-N06742	G448-C0899	CH+T+AL	SAME_CLASS_SUBSTITUTION	T+T+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	T	AIIN	T	OK+AL	1	G407-E0599	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	T	AIIN	YES	NO	NO	NO	NO
G448-R025057	G447-N06742	G448-C0900	CH+T+AL	SAME_CLASS_SUBSTITUTION	T+T+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	T	AIN	T	NONE	1	G407-E3795	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	T	AIN	YES	NO	NO	NO	NO
G448-R025058	G447-N06748	G448-C0901	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CH	Y	CH	OK+AIIN	1	G407-E0514	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R025059	G447-N06748	G448-C0902	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	S	AIIN	S	CH+T+AR	1	G407-E0019	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	AIIN	YES	NO	NO	NO	NO
G448-R025060	G447-N06748	G448-C0903	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	AIIN	SH	CH+T+AL	1	G407-E0598	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	AIIN	YES	NO	NO	NO	NO
G448-R025061	G447-N06748	G448-C0904	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	NONE	CH+E+P	1	G407-E1847	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R025062	G447-N06748	G448-C0905	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	SH	HO	1	G407-E0179	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	Y	YES	NO	NO	NO	NO
G448-R025063	G447-N06748	G448-C0906	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	T	AIIN	T	AIN	1	G407-E0020	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	CH	AIIN	YES	NO	NO	NO	NO
G448-R025064	G447-N06749	G448-C0901	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CHD+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CH	Y	CH	OK+AIIN	1	G407-E0514	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>CHD	PAIR:CH>CHD	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	CH	Y	YES	NO	NO	NO	NO
G448-R025065	G447-N06749	G448-C0902	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CHD+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	S	AIIN	S	CH+T+AR	1	G407-E0019	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>CHD	PAIR:CH>CHD	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	S	AIIN	YES	NO	NO	NO	NO
G448-R025066	G447-N06749	G448-C0903	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CHD+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	AIIN	SH	CH+T+AL	1	G407-E0598	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>CHD	PAIR:CH>CHD	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	SH	AIIN	YES	NO	NO	NO	NO
G448-R025067	G447-N06749	G448-C0904	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CHD+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	NONE	CH+E+P	1	G407-E1847	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>CHD	PAIR:CH>CHD	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	SH	Y	YES	NO	NO	NO	NO
G448-R025068	G447-N06749	G448-C0905	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CHD+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	SH	HO	1	G407-E0179	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>CHD	PAIR:CH>CHD	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	SH	Y	YES	NO	NO	NO	NO
G448-R025069	G447-N06749	G448-C0906	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+CHD+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	T	AIIN	T	AIN	1	G407-E0020	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>CHD	PAIR:CH>CHD	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	T	AIIN	YES	NO	NO	NO	NO
G448-R025070	G447-N06750	G448-C0901	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+K+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	CH	Y	CH	OK+AIIN	1	G407-E0514	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	K	Y	YES	NO	NO	NO	NO
G448-R025071	G447-N06750	G448-C0902	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+K+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	S	AIIN	S	CH+T+AR	1	G407-E0019	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	K	AIIN	YES	NO	NO	NO	NO
G448-R025072	G447-N06750	G448-C0903	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+K+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	AIIN	SH	CH+T+AL	1	G407-E0598	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	K	AIIN	YES	NO	NO	NO	NO
G448-R025073	G447-N06750	G448-C0904	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+K+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	Y	NONE	CH+E+P	1	G407-E1847	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	K	Y	YES	NO	NO	NO	NO
G448-R025074	G447-N06750	G448-C0905	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+K+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	Y	SH	HO	1	G407-E0179	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	K	Y	YES	NO	NO	NO	NO
G448-R025075	G447-N06750	G448-C0906	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+K+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	T	AIIN	T	AIN	1	G407-E0020	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	K	AIIN	YES	NO	NO	NO	NO
G448-R025076	G447-N06751	G448-C0901	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+OK+AR	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	CH	Y	CH	OK+AIIN	1	G407-E0514	FACTOR_AMBER_LOCAL_APPENDIX	FACTOR_AMBER_LOCAL_APPENDIX	READ_AMBER	READ_AMBER	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_AMBER	OK	Y	YES	NO	NO	NO	NO
G448-R025077	G447-N06751	G448-C0902	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+OK+AR	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	S	AIIN	S	CH+T+AR	1	G407-E0019	FACTOR_AMBER_LOCAL_APPENDIX	FACTOR_AMBER_LOCAL_APPENDIX	READ_AMBER	READ_AMBER	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_AMBER	OK	AIIN	YES	NO	NO	NO	NO
G448-R025078	G447-N06751	G448-C0903	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+OK+AR	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	SH	AIIN	SH	CH+T+AL	1	G407-E0598	FACTOR_AMBER_LOCAL_APPENDIX	FACTOR_AMBER_LOCAL_APPENDIX	READ_AMBER	READ_AMBER	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_AMBER	OK	AIIN	YES	NO	NO	NO	NO
G448-R025079	G447-N06751	G448-C0904	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+OK+AR	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	SH	Y	NONE	CH+E+P	1	G407-E1847	FACTOR_AMBER_LOCAL_APPENDIX	FACTOR_AMBER_LOCAL_APPENDIX	READ_AMBER	READ_AMBER	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_AMBER	OK	Y	YES	NO	NO	NO	NO
G448-R025080	G447-N06751	G448-C0905	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+OK+AR	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	SH	Y	SH	HO	1	G407-E0179	FACTOR_AMBER_LOCAL_APPENDIX	FACTOR_AMBER_LOCAL_APPENDIX	READ_AMBER	READ_AMBER	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_AMBER	OK	Y	YES	NO	NO	NO	NO
G448-R025081	G447-N06751	G448-C0906	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+OK+AR	YES	IDENTITY_EXACT_NARROW_APPENDIX	IDENTITY_EXACT_NARROW_APPENDIX	YES	T	AIIN	T	AIN	1	G407-E0020	FACTOR_AMBER_LOCAL_APPENDIX	FACTOR_AMBER_LOCAL_APPENDIX	READ_AMBER	READ_AMBER	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_AMBER	OK	AIIN	YES	NO	NO	NO	NO
G448-R025082	G447-N06752	G448-C0901	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+P+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	CH	Y	CH	OK+AIIN	1	G407-E0514	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	P	Y	YES	NO	NO	NO	NO
G448-R025083	G447-N06752	G448-C0902	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+P+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	S	AIIN	S	CH+T+AR	1	G407-E0019	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	P	AIIN	YES	NO	NO	NO	NO
G448-R025084	G447-N06752	G448-C0903	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+P+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	AIIN	SH	CH+T+AL	1	G407-E0598	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	P	AIIN	YES	NO	NO	NO	NO
G448-R025085	G447-N06752	G448-C0904	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+P+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	Y	NONE	CH+E+P	1	G407-E1847	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	P	Y	YES	NO	NO	NO	NO
G448-R025086	G447-N06752	G448-C0905	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+P+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	SH	Y	SH	HO	1	G407-E0179	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	P	Y	YES	NO	NO	NO	NO
G448-R025087	G447-N06752	G448-C0906	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+P+AR	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	T	AIIN	T	AIN	1	G407-E0020	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	P	AIIN	YES	NO	NO	NO	NO
G448-R025088	G447-N06753	G448-C0901	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+R+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CH	Y	CH	OK+AIIN	1	G407-E0514	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	R	Y	YES	NO	NO	NO	NO
G448-R025089	G447-N06753	G448-C0902	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+R+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	S	AIIN	S	CH+T+AR	1	G407-E0019	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	R	AIIN	YES	NO	NO	NO	NO
G448-R025090	G447-N06753	G448-C0903	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+R+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	AIIN	SH	CH+T+AL	1	G407-E0598	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	R	AIIN	YES	NO	NO	NO	NO
G448-R025091	G447-N06753	G448-C0904	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+R+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	NONE	CH+E+P	1	G407-E1847	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	R	Y	YES	NO	NO	NO	NO
G448-R025092	G447-N06753	G448-C0905	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+R+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	SH	HO	1	G407-E0179	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	R	Y	YES	NO	NO	NO	NO
G448-R025093	G447-N06753	G448-C0906	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+R+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	T	AIIN	T	AIN	1	G407-E0020	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	R	AIIN	YES	NO	NO	NO	NO
G448-R025094	G447-N06754	G448-C0901	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+S+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CH	Y	CH	OK+AIIN	1	G407-E0514	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	S	Y	YES	NO	NO	NO	NO
G448-R025095	G447-N06754	G448-C0902	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+S+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	S	AIIN	S	CH+T+AR	1	G407-E0019	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	S	AIIN	YES	NO	NO	NO	NO
G448-R025096	G447-N06754	G448-C0903	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+S+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	AIIN	SH	CH+T+AL	1	G407-E0598	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	S	AIIN	YES	NO	NO	NO	NO
G448-R025097	G447-N06754	G448-C0904	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+S+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	NONE	CH+E+P	1	G407-E1847	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	S	Y	YES	NO	NO	NO	NO
G448-R025098	G447-N06754	G448-C0905	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+S+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	SH	HO	1	G407-E0179	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	S	Y	YES	NO	NO	NO	NO
G448-R025099	G447-N06754	G448-C0906	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+S+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	T	AIIN	T	AIN	1	G407-E0020	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	S	AIIN	YES	NO	NO	NO	NO
G448-R025100	G447-N06755	G448-C0901	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+SH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CH	Y	CH	OK+AIIN	1	G407-E0514	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>SH	PAIR:CH>SH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	CH	Y	YES	NO	NO	NO	NO
G448-R025101	G447-N06755	G448-C0902	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+SH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	S	AIIN	S	CH+T+AR	1	G407-E0019	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>SH	PAIR:CH>SH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	S	AIIN	YES	NO	NO	NO	NO
G448-R025102	G447-N06755	G448-C0903	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+SH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	AIIN	SH	CH+T+AL	1	G407-E0598	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>SH	PAIR:CH>SH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	SH	AIIN	YES	NO	NO	NO	NO
G448-R025103	G447-N06755	G448-C0904	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+SH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	NONE	CH+E+P	1	G407-E1847	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>SH	PAIR:CH>SH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	SH	Y	YES	NO	NO	NO	NO
G448-R025104	G447-N06755	G448-C0905	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+SH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	SH	HO	1	G407-E0179	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>SH	PAIR:CH>SH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	SH	Y	YES	NO	NO	NO	NO
G448-R025105	G447-N06755	G448-C0906	CH+T+AR	SAME_CLASS_SUBSTITUTION	CH+SH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	T	AIIN	T	AIN	1	G407-E0020	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CH>SH	PAIR:CH>SH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	T	AIIN	YES	NO	NO	NO	NO
G448-R025106	G447-N06759	G448-C0901	CH+T+AR	SAME_CLASS_SUBSTITUTION	CHD+T+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CH	Y	CH	OK+AIIN	1	G407-E0514	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>T	PAIR:CHD>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	CH	Y	YES	NO	NO	NO	NO
G448-R025107	G447-N06759	G448-C0902	CH+T+AR	SAME_CLASS_SUBSTITUTION	CHD+T+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	S	AIIN	S	CH+T+AR	1	G407-E0019	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>T	PAIR:CHD>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	S	AIIN	YES	NO	NO	NO	NO
G448-R025108	G447-N06759	G448-C0903	CH+T+AR	SAME_CLASS_SUBSTITUTION	CHD+T+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	AIIN	SH	CH+T+AL	1	G407-E0598	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>T	PAIR:CHD>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	SH	AIIN	YES	NO	NO	NO	NO
