running_slot_ordinal	slot_id	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_recipe	atom_position	atom_root	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	host_source	guard
63	RUNNING:G407-E0024@1	G407-E0024	G407-S001	24	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	or	OR	1	OR	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0023@3:K	PRIMARY_GOVERNOR	G407-A00027	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
64	RUNNING:G407-E0025@1	G407-E0025	G407-S001	25	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ykaiin	Y+K+AIIN	1	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0025@2:K	PRIMARY_GOVERNOR	G407-A00028	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
65	RUNNING:G407-E0025@2	G407-E0025	G407-S001	25	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ykaiin	Y+K+AIIN	2	K	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0025@2:K	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
66	RUNNING:G407-E0025@3	G407-E0025	G407-S001	25	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ykaiin	Y+K+AIIN	3	AIIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0025@2:K	PRIMARY_GOVERNOR	G407-A00029	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
67	RUNNING:G407-E0026@1	G407-E0026	G407-S001	26	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	shod	SH+O+D_ADDR	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0026@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
68	RUNNING:G407-E0026@2	G407-E0026	G407-S001	26	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	shod	SH+O+D_ADDR	2	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0026@1:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
69	RUNNING:G407-E0026@3	G407-E0026	G407-S001	26	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	shod	SH+O+D_ADDR	3	D_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0026@1:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
70	RUNNING:G407-E0027@1	G407-E0027	G407-S001	27	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthoary	CH+T+O+AR+Y	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0027@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
71	RUNNING:G407-E0027@2	G407-E0027	G407-S001	27	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthoary	CH+T+O+AR+Y	2	T	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0027@2:T	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
72	RUNNING:G407-E0027@3	G407-E0027	G407-S001	27	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthoary	CH+T+O+AR+Y	3	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0027@2:T	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
73	RUNNING:G407-E0027@4	G407-E0027	G407-S001	27	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthoary	CH+T+O+AR+Y	4	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0027@2:T	PRIMARY_GOVERNOR	G407-A00030	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
74	RUNNING:G407-E0027@5	G407-E0027	G407-S001	27	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthoary	CH+T+O+AR+Y	5	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0027@2:T	PRIMARY_GOVERNOR	G407-A00031	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
75	RUNNING:G407-E0028@1	G407-E0028	G407-S001	28	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthes	CH+T+E+S	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0028@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
76	RUNNING:G407-E0028@2	G407-E0028	G407-S001	28	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthes	CH+T+E+S	2	T	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0028@2:T	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
77	RUNNING:G407-E0028@3	G407-E0028	G407-S001	28	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthes	CH+T+E+S	3	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0028@2:T	PRIMARY_GOVERNOR	G407-A00032	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
78	RUNNING:G407-E0028@4	G407-E0028	G407-S001	28	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthes	CH+T+E+S	4	S	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0028@4:S	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
79	RUNNING:G407-E0029@1	G407-E0029	G407-S001	29	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	daraiin	D_ADDR+AR+AIIN	1	D_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E0028@4:S	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
80	RUNNING:G407-E0029@2	G407-E0029	G407-S001	29	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	daraiin	D_ADDR+AR+AIIN	2	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0028@4:S	PRIMARY_GOVERNOR	G407-A00033	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
81	RUNNING:G407-E0029@3	G407-E0029	G407-S001	29	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	daraiin	D_ADDR+AR+AIIN	3	AIIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0028@4:S	PRIMARY_GOVERNOR	G407-A00034	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
82	RUNNING:G407-E0030@1	G407-E0030	G407-S001	30	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sy	Y	1	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0028@4:S	PRIMARY_GOVERNOR	G407-A00035	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
83	RUNNING:G407-E0031@1	G407-E0031	G407-S001	31	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	soiin	S+O+IIN	1	S	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0031@1:S	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
84	RUNNING:G407-E0031@2	G407-E0031	G407-S001	31	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	soiin	S+O+IIN	2	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0031@1:S	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
85	RUNNING:G407-E0031@3	G407-E0031	G407-S001	31	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	soiin	S+O+IIN	3	IIN	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0031@1:S	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
86	RUNNING:G407-E0032@1	G407-E0032	G407-S001	32	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	oteey	OT+EE+Y	1	OT	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0032@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
87	RUNNING:G407-E0032@2	G407-E0032	G407-S001	32	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	oteey	OT+EE+Y	2	EE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E0032:OT>G<END	PRIMARY_GOVERNOR	G407-A00036	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
88	RUNNING:G407-E0032@3	G407-E0032	G407-S001	32	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	oteey	OT+EE+Y	3	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0031@1:S	PRIMARY_GOVERNOR	G407-A00037	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
89	RUNNING:G407-E0033@1	G407-E0033	G407-S001	33	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	oteos	OT+E+O+S_ADDR	1	OT	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0033@1:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
90	RUNNING:G407-E0033@2	G407-E0033	G407-S001	33	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	oteos	OT+E+O+S_ADDR	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E0033:OT>G<END	PRIMARY_GOVERNOR	G407-A00038	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
91	RUNNING:G407-E0033@3	G407-E0033	G407-S001	33	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	oteos	OT+E+O+S_ADDR	3	O	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E0033:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
92	RUNNING:G407-E0033@4	G407-E0033	G407-S001	33	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	oteos	OT+E+O+S_ADDR	4	S_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E0033:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
93	RUNNING:G407-E0034@1	G407-E0034	G407-S001	34	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	roloty	R+OL+OT+Y	1	R	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0034@1:R	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
94	RUNNING:G407-E0034@2	G407-E0034	G407-S001	34	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	roloty	R+OL+OT+Y	2	OL	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0034@2:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
95	RUNNING:G407-E0034@3	G407-E0034	G407-S001	34	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	roloty	R+OL+OT+Y	3	OT	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0034@3:OT	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
96	RUNNING:G407-E0034@4	G407-E0034	G407-S001	34	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	roloty	R+OL+OT+Y	4	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0034@1:R	PRIMARY_GOVERNOR	G407-A00039	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
97	RUNNING:G407-E0035@1	G407-E0035	G407-S001	35	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0035@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
98	RUNNING:G407-E0035@2	G407-E0035	G407-S001	35	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	2	T	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0035@2:T	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
99	RUNNING:G407-E0035@3	G407-E0035	G407-S001	35	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	3	LOCAL_CHAR_I	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0035@2:T	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
100	RUNNING:G407-E0035@4	G407-E0035	G407-S001	35	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	4	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0035@2:T	PRIMARY_GOVERNOR	G407-A00040	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
101	RUNNING:G407-E0036@1	G407-E0036	G407-S001	36	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	daiin	AIIN	1	AIIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0035@2:T	PRIMARY_GOVERNOR	G407-A00041	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
102	RUNNING:G407-E0037@1	G407-E0037	G407-S001	37	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	okaiin	OK+AIIN	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0037@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
103	RUNNING:G407-E0037@2	G407-E0037	G407-S001	37	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	okaiin	OK+AIIN	2	AIIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0037@1:OK	PRIMARY_GOVERNOR	G407-A00042	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
104	RUNNING:G407-E0038@1	G407-E0038	G407-S001	38	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	or	OR	1	OR	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0037@1:OK	PRIMARY_GOVERNOR	G407-A00043	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
105	RUNNING:G407-E0039@1	G407-E0039	G407-S001	39	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	okan	OK+AN	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0039@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
106	RUNNING:G407-E0039@2	G407-E0039	G407-S001	39	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	okan	OK+AN	2	AN	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0039@1:OK	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
107	RUNNING:G407-E0040@1	G407-E0040	G407-S001	40	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sair	S+AIR	1	S	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0040@1:S	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
108	RUNNING:G407-E0040@2	G407-E0040	G407-S001	40	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sair	S+AIR	2	AIR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0040@1:S	PRIMARY_GOVERNOR	G407-A00044	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
109	RUNNING:G407-E0041@1	G407-E0041	G407-S001	41	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	y	Y	1	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0040@1:S	PRIMARY_GOVERNOR	G407-A00045	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
110	RUNNING:G407-E0042@1	G407-E0042	G407-S001	42	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	chear	CH+E+AR	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0042@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
111	RUNNING:G407-E0042@2	G407-E0042	G407-S001	42	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	chear	CH+E+AR	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0042@1:CH	PRIMARY_GOVERNOR	G407-A00046	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
112	RUNNING:G407-E0042@3	G407-E0042	G407-S001	42	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	chear	CH+E+AR	3	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0042@1:CH	PRIMARY_GOVERNOR	G407-A00047	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
113	RUNNING:G407-E0043@1	G407-E0043	G407-S001	43	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthaiin	CH+T+AIIN	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0043@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
114	RUNNING:G407-E0043@2	G407-E0043	G407-S001	43	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthaiin	CH+T+AIIN	2	T	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0043@2:T	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
115	RUNNING:G407-E0043@3	G407-E0043	G407-S001	43	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthaiin	CH+T+AIIN	3	AIIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0043@2:T	PRIMARY_GOVERNOR	G407-A00048	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
116	RUNNING:G407-E0044@1	G407-E0044	G407-S001	44	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cphar	CH+P+AR	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0044@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
117	RUNNING:G407-E0044@2	G407-E0044	G407-S001	44	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cphar	CH+P+AR	2	P	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0044@2:P	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
118	RUNNING:G407-E0044@3	G407-E0044	G407-S001	44	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cphar	CH+P+AR	3	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0044@2:P	PRIMARY_GOVERNOR	G407-A00049	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
119	RUNNING:G407-E0045@1	G407-E0045	G407-S001	45	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cfhaiin	CH+LOCAL_CHAR_F+AIIN	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0045@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
120	RUNNING:G407-E0045@2	G407-E0045	G407-S001	45	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cfhaiin	CH+LOCAL_CHAR_F+AIIN	2	LOCAL_CHAR_F	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0045@1:CH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
121	RUNNING:G407-E0045@3	G407-E0045	G407-S001	45	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cfhaiin	CH+LOCAL_CHAR_F+AIIN	3	AIIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0045@1:CH	PRIMARY_GOVERNOR	G407-A00050	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
122	RUNNING:G407-E0046@1	G407-E0046	G407-S001	46	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	1	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0046@6:SH	PRIMARY_GOVERNOR	G407-A00051	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
