fold	surface	truth_recipe	candidate_count_capped	truth_generated	compiler_rank	form_decoder_rank	anchor_rank	compiler_top1	form_decoder_top1	anchor_top1	truth_anchor_cost	anchor_top1_cost
0	sshkchdy	SH+K+CHD+DY	100	NO	0	0	0	S+SH+K+CHD+Y	NONE	NONE	NONE	NONE
0	ssholshecthy	S+SH+O+L+SH+E+CH+T+Y	100	YES	6	7	5	S+SH+OL+SH+E+CH+T+Y	S+SH+OL+SH+E+CH+T+Y	S+SH+OL+SH+E+CH+T+Y	0.502353050	0.502353050
0	talam	T+AL+AM_ADDR	22	YES	1	1	1	T+AL+AM_ADDR	T+AL+AM_ADDR	T+AL+AM_ADDR	0.000000000	0.000000000
0	taly	T+AL+Y	8	YES	1	1	1	T+AL+Y	T+AL+Y	T+AL+Y	0.000000000	0.000000000
0	tchodol	T+CH+O+D_ADDR+OL	46	YES	1	1	1	T+CH+O+D_ADDR+OL	T+CH+O+D_ADDR+OL	T+CH+O+D_ADDR+OL	0.000000000	0.000000000
0	tchol	T+OL	11	YES	2	2	2	T+CH+OL	T+CH+OL	T+CH+OL	0.513657554	0.000000000
0	techedy	T+E+CHD+Y	26	YES	1	1	1	T+E+CHD+Y	T+E+CHD+Y	T+E+CHD+Y	0.000000000	0.000000000
0	toairy	T+O+AIR+Y	39	YES	1	1	1	T+O+AIR+Y	T+O+AIR+Y	T+O+AIR+Y	0.000000000	0.000000000
0	torshor	T+OR+SH+OR	100	YES	1	1	1	T+OR+SH+OR	T+OR+SH+OR	T+OR+SH+OR	0.000000000	0.000000000
0	tshey	SH+E+Y	11	NO	0	0	0	T+SH+E+Y	NONE	NONE	NONE	NONE
0	tshodeesy	T+SH+O+D_ADDR+EE+S+Y	100	YES	1	1	1	T+SH+O+D_ADDR+EE+S+Y	T+SH+O+D_ADDR+EE+S+Y	T+SH+O+D_ADDR+EE+S+Y	0.000000000	0.000000000
0	y	Y	1	YES	1	1	1	Y	Y	Y	0.000000000	0.000000000
0	ycheey	Y+SH+EE+Y	17	YES	1	2	2	Y+SH+EE+Y	Y+CH+EE+Y	Y+CH+EE+Y	0.286464311	0.000000000
0	ycheo	Y+CH+E+O	8	YES	1	1	1	Y+CH+E+O	Y+CH+E+O	Y+CH+E+O	0.000000000	0.000000000
0	ycheol	Y+CH+E+O+L	14	YES	1	2	2	Y+CH+E+O+L	Y+CH+E+OL	Y+CH+E+OL	0.000000000	0.000000000
0	ycheor	Y+CH+E+O+R	24	YES	1	2	2	Y+CH+E+O+R	Y+CH+E+OR	Y+CH+E+OR	0.000000000	0.000000000
0	ychy	Y+Y	3	YES	2	2	2	Y+CH+Y	Y+CH+Y	Y+CH+Y	1.254546237	0.000000000
0	ydaiin	Y+D_ADDR+AIIN	88	YES	2	2	2	Y+AIIN	Y+AIIN	Y+AIIN	0.000000000	0.267788696
0	ydain	Y+AIN	30	YES	1	1	1	Y+AIN	Y+AIN	Y+AIN	0.275593337	0.275593337
0	ydair	Y+D_ADDR+AIR	56	YES	1	2	1	Y+D_ADDR+AIR	Y+AIR	Y+D_ADDR+AIR	0.000000000	0.000000000
0	ydal	Y+AL	9	YES	1	1	1	Y+AL	Y+AL	Y+AL	1.000000000	1.000000000
0	ydam	Y+DA+AM_ADDR	15	YES	1	2	1	Y+DA+AM_ADDR	Y+AM_ADDR	Y+DA+AM_ADDR	0.505264373	0.505264373
0	ykaiin	Y+K+AIIN	46	YES	1	1	1	Y+K+AIIN	Y+K+AIIN	Y+K+AIIN	0.000000000	0.000000000
0	ykain	Y+K+AIN	16	YES	1	1	1	Y+K+AIN	Y+K+AIN	Y+K+AIN	0.000000000	0.000000000
0	ykair	Y+K+AIR	31	YES	1	1	1	Y+K+AIR	Y+K+AIR	Y+K+AIR	0.000000000	0.000000000
0	ykchey	Y+K+CH+E+Y	17	YES	2	2	1	Y+K+Y	Y+K+Y	Y+K+CH+E+Y	0.000000000	0.000000000
0	ykeedy	Y+K+EE+D_ADDR+Y	26	YES	3	4	2	Y+K+EE+DY	Y+K+EE+DY	Y+K+EE+DY	0.000000000	0.000000000
0	ykoly	Y+K+OL+Y	5	YES	1	1	1	Y+K+OL+Y	Y+K+OL+Y	Y+K+OL+Y	0.000000000	0.000000000
0	yody	Y+O+DY	6	YES	1	1	1	Y+O+DY	Y+O+DY	Y+O+DY	0.000000000	0.000000000
0	ypchy	Y+P+CH+Y	8	YES	2	2	1	Y+P+Y	Y+P+Y	Y+P+CH+Y	0.000000000	0.000000000
0	ysheor	Y+SH+E+OR	26	YES	1	1	1	Y+SH+E+OR	Y+SH+E+OR	Y+SH+E+OR	0.000000000	0.000000000
0	yshey	Y+SH+E+Y	9	YES	1	1	1	Y+SH+E+Y	Y+SH+E+Y	Y+SH+E+Y	0.000000000	0.000000000
0	yt	Y+T	1	YES	1	1	1	Y+T	Y+T	Y+T	0.000000000	0.000000000
0	ytal	Y+T+AL	5	YES	1	1	1	Y+T+AL	Y+T+AL	Y+T+AL	0.000000000	0.000000000
0	ytchy	Y+T+Y	7	YES	2	2	2	Y+T+CH+Y	Y+T+CH+Y	Y+T+CH+Y	1.250000000	0.000000000
0	ytody	Y+T+O+DY	16	YES	1	1	1	Y+T+O+DY	Y+T+O+DY	Y+T+O+DY	0.000000000	0.000000000
0	ytol	Y+T+OL	4	YES	1	1	1	Y+T+OL	Y+T+OL	Y+T+OL	0.000000000	0.000000000
0	ytoldy	OL+DY	28	NO	0	0	0	Y+T+OL+DY	NONE	NONE	NONE	NONE
1	ajy	A_ADDR+Y	2	NO	0	0	0	A_ADDR+LOCAL_CHAR_J+A_ADDR+Y	NONE	NONE	NONE	NONE
1	al	AL	3	YES	1	1	1	AL	AL	AL	0.000000000	0.000000000
1	alaiin	AL+AIIN	100	YES	1	1	1	AL+AIIN	AL+AIIN	AL+AIIN	0.000000000	0.000000000
1	alched	AL+CHD	46	YES	1	1	1	AL+CHD	AL+CHD	AL+CHD	0.000000000	0.000000000
1	alfshed	AL+LOCAL_CHAR_F+SH+E+D_ADDR	70	YES	2	2	2	AL+LOCAL_CHAR_F+SH+E	AL+LOCAL_CHAR_F+SH+E	AL+LOCAL_CHAR_F+SH+E	0.000000000	0.295198512
1	alolor	OL+OR	47	NO	0	0	0	AL+OL+OR	NONE	NONE	NONE	NONE
1	aloy	AL+O+Y	4	YES	1	1	1	AL+O+Y	AL+O+Y	AL+O+Y	0.000000000	0.000000000
1	altedy	AL+T+E+D_ADDR+Y	48	YES	2	3	2	AL+T+E+DY	AL+T+E+DY	AL+T+E+DY	0.000000000	0.000000000
1	aly	AL+Y	3	YES	1	1	1	AL+Y	AL+Y	AL+Y	0.000000000	0.000000000
1	am	AM_ADDR	3	YES	1	1	1	AM_ADDR	AM_ADDR	AM_ADDR	0.000000000	0.000000000
1	arary	P+AR+AR	15	NO	0	0	0	AR+AR+Y	NONE	NONE	NONE	NONE
1	ateey	A_ADDR+T+EE+Y	5	YES	1	1	1	A_ADDR+T+EE+Y	A_ADDR+T+EE+Y	A_ADDR+T+EE+Y	0.000000000	0.000000000
1	cfhol	CH+LOCAL_CHAR_F+OL	6	YES	1	1	1	CH+LOCAL_CHAR_F+OL	CH+LOCAL_CHAR_F+OL	CH+LOCAL_CHAR_F+OL	0.507410797	0.507410797
1	chaiin	CH+AIIN	100	YES	1	1	1	CH+AIIN	CH+AIIN	CH+AIIN	0.000000000	0.000000000
1	chalaiin	AL+AIIN	100	NO	0	0	0	CH+AL+AIIN	NONE	NONE	NONE	NONE
1	chaldy	CH+AL+Y	16	YES	3	2	3	CH+AL+DY	CH+AL+DY	CH+AL+DY	1.000000000	0.000000000
1	chckho	CH+K+O	3	YES	2	2	2	CH+CH+K+O	CH+CH+K+O	CH+CH+K+O	2.000000000	0.506899287
1	chckhy	CH+K+Y	3	YES	2	2	2	CH+CH+K+Y	CH+CH+K+Y	CH+CH+K+Y	2.000000000	0.500000000
1	chcphedy	CH+CH+P+E+DY	10	YES	1	1	1	CH+CH+P+E+DY	CH+CH+P+E+DY	CH+CH+P+E+DY	0.503571808	0.503571808
1	chcphy	CH+CH+P+Y	1	YES	1	1	1	CH+CH+P+Y	CH+CH+P+Y	CH+CH+P+Y	0.503571808	0.503571808
1	chcthdy	CH+CH+T+D_ADDR+Y	8	YES	2	2	2	CH+CH+T+DY	CH+CH+T+DY	CH+CH+T+DY	0.502817088	0.502817088
1	chdal	CHD+AL	14	YES	2	1	1	CH+AL	CHD+AL	CHD+AL	0.500000000	0.500000000
1	chdykain	CHD+Y+K+AIN	100	YES	2	1	1	CH+D_ADDR+Y+K+AIN	CHD+Y+K+AIN	CHD+Y+K+AIN	0.500000000	0.500000000
1	chead	CH+E+A_ADDR+D_ADDR	11	YES	5	2	2	CH+E+A_ADDR	CH+E+A_ADDR	CH+E+A_ADDR	0.000000000	1.000000000
1	chealdy	AL+Y	44	YES	3	3	8	AL+DY	AL+DY	CH+E+AL+DY	4.000000000	0.000000000
1	chealror	AL+R+OR	88	YES	1	1	2	AL+R+OR	AL+R+OR	CH+E+AL+R+OR	3.000000000	0.000000000
1	checholtar	CH+E+OL+T+AR	100	YES	1	1	1	CH+E+OL+T+AR	CH+E+OL+T+AR	CH+E+OL+T+AR	0.528768207	0.528768207
1	chedaiin	CHD+AIIN	100	YES	1	1	1	CHD+AIIN	CHD+AIIN	CHD+AIIN	0.000000000	0.000000000
1	chedain	CHD+AIN	100	YES	1	1	1	CHD+AIN	CHD+AIN	CHD+AIN	0.000000000	0.000000000
1	chedal	CHD+AL	37	YES	1	1	1	CHD+AL	CHD+AL	CHD+AL	0.000000000	0.000000000
1	chedykar	CHD+Y+K+AR	79	YES	1	1	1	CHD+Y+K+AR	CHD+Y+K+AR	CHD+Y+K+AR	0.000000000	0.000000000
1	cheeb	CH+EE+LOCAL_CHAR_B	0	NO	0	0	0	NONE	NONE	NONE	NONE	NONE
1	cheeckhody	CH+EE+CH+K+O+DY	72	YES	1	1	1	CH+EE+CH+K+O+DY	CH+EE+CH+K+O+DY	CH+EE+CH+K+O+DY	0.506899287	0.506899287
1	cheedar	EE+AR	78	NO	0	0	0	CH+EE+D_ADDR+AR	NONE	NONE	NONE	NONE
1	cheeodam	CH+EE+O+D_ADDR+AM_ADDR	100	YES	1	1	1	CH+EE+O+D_ADDR+AM_ADDR	CH+EE+O+D_ADDR+AM_ADDR	CH+EE+O+D_ADDR+AM_ADDR	0.000000000	0.000000000
1	chees	SH+EE+S_ADDR	6	NO	0	0	0	CH+EE+S	NONE	NONE	NONE	NONE
1	cheey	SH+EE+Y	8	YES	3	3	3	CH+EE+Y	CH+EE+Y	CH+EE+Y	1.000000000	0.000000000
1	cheg	CH+E+LOCAL_CHAR_G	6	YES	1	1	1	CH+E+LOCAL_CHAR_G	CH+E+LOCAL_CHAR_G	CH+E+LOCAL_CHAR_G	0.000000000	0.000000000
1	chekain	CH+K+AIN	100	YES	1	1	1	CH+K+AIN	CH+K+AIN	CH+K+AIN	0.250000000	0.250000000
1	chekeol	CH+K+E+OL	41	YES	2	1	2	CH+E+K+E+OL	CH+K+E+OL	CH+E+K+E+OL	0.250000000	0.000000000
1	cheky	CH+K+E+Y	5	NO	0	0	0	CH+K+Y	NONE	NONE	NONE	NONE
1	cheockhy	CH+E+O+CH+K+Y	6	YES	1	1	1	CH+E+O+CH+K+Y	CH+E+O+CH+K+Y	CH+E+O+CH+K+Y	0.500000000	0.500000000
1	cheocphy	CH+E+O+CH+P+Y	11	YES	2	1	1	CH+CH+P+Y	CH+E+O+CH+P+Y	CH+E+O+CH+P+Y	0.503571808	0.503571808
1	cheokorchey	CH+E+O+K+OR+CH+E+Y	100	YES	5	8	1	OK+E+OR+Y	CH+E+O+K+OR+Y	CH+E+O+K+OR+CH+E+Y	0.000000000	0.000000000
1	cheolchey	CH+E+OL+CH+E+Y	51	YES	7	4	1	CH+E+O+L+Y	CH+E+OL+Y	CH+E+OL+CH+E+Y	0.000000000	0.000000000
1	cheoldy	CH+E+O+L+Y	42	YES	3	8	7	CH+E+O+L+DY	CH+E+OL+DY	CH+E+OL+DY	1.000000000	0.000000000
1	cheols	CH+E+O+L+S	15	YES	1	3	2	CH+E+O+L+S	CH+E+OL+S	CH+E+OL+S	0.000000000	0.000000000
1	cheotey	CH+E+O+T+E+Y	15	YES	1	2	2	CH+E+O+T+E+Y	CH+E+OT+E+Y	CH+E+OT+E+Y	0.000000000	0.000000000
1	chepy	CH+E+P+Y	4	YES	1	1	1	CH+E+P+Y	CH+E+P+Y	CH+E+P+Y	0.000000000	0.000000000
1	chetchy	CH+E+T+CH+Y	19	YES	1	1	1	CH+E+T+CH+Y	CH+E+T+CH+Y	CH+E+T+CH+Y	0.000000000	0.000000000
1	cheteg	CH+E+T+E+LOCAL_CHAR_G	26	YES	1	1	1	CH+E+T+E+LOCAL_CHAR_G	CH+E+T+E+LOCAL_CHAR_G	CH+E+T+E+LOCAL_CHAR_G	0.000000000	0.000000000
1	chety	T+Y	11	NO	0	0	0	CH+E+T+Y	NONE	NONE	NONE	NONE
1	chetyry	CH+E+T+Y+R+Y	22	YES	1	1	1	CH+E+T+Y+R+Y	CH+E+T+Y+R+Y	CH+E+T+Y+R+Y	0.000000000	0.000000000
1	chkain	CH+K+AIN	32	YES	1	1	1	CH+K+AIN	CH+K+AIN	CH+K+AIN	0.000000000	0.000000000
1	chkal	CH+K+AL	4	YES	1	1	1	CH+K+AL	CH+K+AL	CH+K+AL	0.000000000	0.000000000
1	chlchpsheey	CH+L+CH+P+SH+EE+Y	44	YES	1	1	1	CH+L+CH+P+SH+EE+Y	CH+L+CH+P+SH+EE+Y	CH+L+CH+P+SH+EE+Y	0.000000000	0.000000000
1	chldaiin	L+AIIN	100	YES	4	5	5	CH+L+D_ADDR+AIIN	CH+L+D_ADDR+AIIN	CH+L+D_ADDR+AIIN	3.000000000	0.000000000
1	chocthar	CH+O+CH+T+AR	21	YES	1	1	1	CH+O+CH+T+AR	CH+O+CH+T+AR	CH+O+CH+T+AR	0.510642946	0.510642946
1	chod	CH+O+D_ADDR	9	YES	1	1	1	CH+O+D_ADDR	CH+O+D_ADDR	CH+O+D_ADDR	0.000000000	0.000000000
1	chodaiin	CH+O+D_ADDR+AIIN	100	YES	1	1	1	CH+O+D_ADDR+AIIN	CH+O+D_ADDR+AIIN	CH+O+D_ADDR+AIIN	0.000000000	0.000000000
1	chodain	CH+O+D_ADDR+AIN	100	YES	1	1	1	CH+O+D_ADDR+AIN	CH+O+D_ADDR+AIN	CH+O+D_ADDR+AIN	0.000000000	0.000000000
1	chok	OK	6	YES	1	1	1	OK	OK	OK	0.523262230	0.523262230
1	chokor	OK+OR	27	YES	2	1	2	CH+OK+OR	OK+OR	CH+OK+OR	0.523262230	0.000000000
1	chol	OL	8	YES	1	1	1	OL	OL	OL	0.528768207	0.528768207
1	choldshy	CH+OL+D_ADDR+SH+Y	67	YES	3	3	2	OL+D_ADDR+SH+Y	OL+D_ADDR+SH+Y	OL+D_ADDR+SH+Y	0.000000000	0.528768207
1	choldy	OL+Y	34	YES	5	4	5	CH+OL+DY	OL+DY	CH+OL+DY	1.528768207	0.000000000
1	choly	OL+Y	8	YES	1	1	1	OL+Y	OL+Y	OL+Y	0.528768207	0.528768207
1	chopchedy	CH+O+P+CHD+Y	71	YES	1	1	1	CH+O+P+CHD+Y	CH+O+P+CHD+Y	CH+O+P+CHD+Y	0.000000000	0.000000000
1	chos	CH+O+S	5	YES	1	1	1	CH+O+S	CH+O+S	CH+O+S	0.000000000	0.000000000
1	chotol	CH+OT+OL	36	YES	1	1	1	CH+OT+OL	CH+OT+OL	CH+OT+OL	0.000000000	0.000000000
1	choty	CH+OT+Y	13	YES	1	1	1	CH+OT+Y	CH+OT+Y	CH+OT+Y	0.000000000	0.000000000
1	chtchor	CH+T+CH+OR	21	YES	1	1	1	CH+T+CH+OR	CH+T+CH+OR	CH+T+CH+OR	0.000000000	0.000000000
1	cphar	CH+P+AR	3	YES	1	1	1	CH+P+AR	CH+P+AR	CH+P+AR	0.503571808	0.503571808
1	cphedy	CH+P+E+DY	10	YES	1	1	1	CH+P+E+DY	CH+P+E+DY	CH+P+E+DY	0.503571808	0.503571808
1	cpho	CH+P+O	3	YES	1	1	1	CH+P+O	CH+P+O	CH+P+O	0.503571808	0.503571808
1	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	100	YES	22	4	2	CH+P+O+DA+LOCAL_CHAR_I+AL+S	CH+P+O+D_ADDR+IIN+OL	CH+P+O+D_ADDR+IIN+L+S	2.503571808	2.503571808
1	cphor	CH+P+OR	7	YES	1	1	1	CH+P+OR	CH+P+OR	CH+P+OR	0.503571808	0.503571808
1	ctheod	CH+T+E+O+D_ADDR	20	YES	2	1	1	CH+T+E+O	CH+T+E+O+D_ADDR	CH+T+E+O+D_ADDR	0.510642946	0.510642946
1	cthes	CH+T+E+S	3	YES	1	1	1	CH+T+E+S	CH+T+E+S	CH+T+E+S	0.510642946	0.510642946
1	cthey	CH+T+E+Y	3	YES	1	1	1	CH+T+E+Y	CH+T+E+Y	CH+T+E+Y	0.510642946	0.510642946
1	cthoary	CH+T+O+AR+Y	13	YES	1	1	1	CH+T+O+AR+Y	CH+T+O+AR+Y	CH+T+O+AR+Y	0.510642946	0.510642946
1	cthres	CH+T+R+E+S	4	YES	1	1	1	CH+T+R+E+S	CH+T+R+E+S	CH+T+R+E+S	0.510642946	0.510642946
1	dag	DA+LOCAL_CHAR_G	8	YES	2	1	1	D_ADDR+A_ADDR+G_LABEL	DA+LOCAL_CHAR_G	DA+LOCAL_CHAR_G	0.000000000	0.000000000
1	daiin	AIIN	100	YES	2	2	2	D_ADDR+AIIN	D_ADDR+AIIN	D_ADDR+AIIN	1.000000000	0.000000000
1	dainaldy	D_ADDR+AIN+AL+DY	100	YES	3	2	2	AIN+AL+DY	AIN+AL+DY	AIN+AL+DY	0.000000000	0.270763936
1	dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	100	YES	6	3	3	D_ADDR+AIR+AM_ADDR	D_ADDR+AIR+AM_ADDR	D_ADDR+AIR+AM_ADDR	0.505195974	0.000000000
1	dairchey	D_ADDR+AIR+CH+E+Y	100	YES	2	1	1	D_ADDR+AIR+Y	D_ADDR+AIR+CH+E+Y	D_ADDR+AIR+CH+E+Y	0.000000000	0.000000000
1	dairydy	AIR+Y+DY	100	NO	0	0	0	D_ADDR+AIR+Y+DY	NONE	NONE	NONE	NONE
1	dalchdy	AL+CHD+DY	100	YES	4	2	4	AL+CHD+Y	AL+CHD+Y	AL+CHD+Y	2.765718558	0.765718558
1	dchchy	D_ADDR+CH+Y	5	YES	2	1	2	D_ADDR+Y	D_ADDR+CH+Y	D_ADDR+CH+CH+Y	2.000000000	0.000000000
1	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	100	YES	4	6	3	D_ADDR+CH+E+O+K+E+DY	D_ADDR+CH+E+O+K+E+DY	D_ADDR+CH+E+O+K+E+DY	0.000000000	0.000000000
1	dcheor	D_ADDR+CH+E+O+R	23	YES	1	2	2	D_ADDR+CH+E+O+R	D_ADDR+CH+E+OR	D_ADDR+CH+E+OR	0.000000000	0.000000000
1	dchey	CH+E+Y	9	NO	0	0	0	D_ADDR+Y	NONE	NONE	NONE	NONE
1	dchody	D_ADDR+CH+O+DY	35	YES	3	1	1	D_ADDR+CH+O+D_ADDR+Y	D_ADDR+CH+O+DY	D_ADDR+CH+O+DY	0.000000000	0.000000000
1	dchor	D_ADDR+CH+OR	21	YES	1	1	1	D_ADDR+CH+OR	D_ADDR+CH+OR	D_ADDR+CH+OR	0.000000000	0.000000000
1	deey	D_ADDR+EE+Y	4	YES	1	1	1	D_ADDR+EE+Y	D_ADDR+EE+Y	D_ADDR+EE+Y	0.000000000	0.000000000
1	dod	D_ADDR+O+D_ADDR	10	YES	1	1	1	D_ADDR+O+D_ADDR	D_ADDR+O+D_ADDR	D_ADDR+O+D_ADDR	0.000000000	0.000000000
1	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	100	YES	1	1	1	D_ADDR+OL+CH+S+Y+CH+K+E+OL	D_ADDR+OL+CH+S+Y+CH+K+E+OL	D_ADDR+OL+CH+S+Y+CH+K+E+OL	0.506899287	0.506899287
1	doldaiin	OL+AIIN	100	YES	5	6	5	D_ADDR+OL+D_ADDR+AIIN	D_ADDR+OL+D_ADDR+AIIN	D_ADDR+OL+D_ADDR+AIIN	2.000000000	0.000000000
1	dosar	D_ADDR+O+S+AR	24	YES	1	1	1	D_ADDR+O+S+AR	D_ADDR+O+S+AR	D_ADDR+O+S+AR	0.000000000	0.000000000
1	dshdy	SH+DY	22	YES	3	7	5	D_ADDR+SH+D_ADDR+Y	D_ADDR+SH+D_ADDR+Y	D_ADDR+SH+D_ADDR+Y	1.000000000	0.000000000
1	dshedy	SH+E+DY	30	YES	2	2	2	D_ADDR+SH+E+DY	D_ADDR+SH+E+DY	D_ADDR+SH+E+DY	1.000000000	0.000000000
1	dshey	D_ADDR+SH+E+Y	5	YES	1	1	1	D_ADDR+SH+E+Y	D_ADDR+SH+E+Y	D_ADDR+SH+E+Y	0.000000000	0.000000000
1	dychear	D_ADDR+Y+CH+E+AR	76	YES	3	3	3	DY+CH+E+AR	DY+CH+E+AR	DY+CH+E+AR	0.000000000	0.000000000
1	eckhear	E+CH+K+E+AR	18	YES	1	1	1	E+CH+K+E+AR	E+CH+K+E+AR	E+CH+K+E+AR	0.506899287	0.506899287
1	eo	E+O	1	YES	1	1	1	E+O	E+O	E+O	0.000000000	0.000000000
1	eteeey	E+T+EEE+Y	26	YES	3	1	1	E+T+E+EE+Y	E+T+EEE+Y	E+T+EEE+Y	0.000000000	0.000000000
1	ey	E+Y	1	YES	1	1	1	E+Y	E+Y	E+Y	0.000000000	0.000000000
1	fcheey	LOCAL_CHAR_F+CH+EE+Y	10	YES	1	1	1	LOCAL_CHAR_F+CH+EE+Y	LOCAL_CHAR_F+CH+EE+Y	LOCAL_CHAR_F+CH+EE+Y	0.000000000	0.000000000
1	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	100	YES	3	15	5	K+AIIN+LOCAL_CHAR_I	K+AIIN+LOCAL_CHAR_I	K+AIIN+LOCAL_CHAR_I	0.000000000	2.000000000
1	kam	K+AM_ADDR	4	YES	1	1	1	K+AM_ADDR	K+AM_ADDR	K+AM_ADDR	0.000000000	0.000000000
1	kar	K+AR	4	YES	1	1	1	K+AR	K+AR	K+AR	0.000000000	0.000000000
1	kchdy	K+CHD+Y	9	YES	2	2	1	K+CHD+DY	K+CHD+DY	K+CHD+Y	0.500000000	0.500000000
1	kchedykary	K+CHD+Y+K+AR+Y	100	YES	1	1	1	K+CHD+Y+K+AR+Y	K+CHD+Y+K+AR+Y	K+CHD+Y+K+AR+Y	0.000000000	0.000000000
1	kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	100	YES	2	1	1	K+CH+EE+CHD+DY	K+CH+EE+D_ADDR+CHD+Y	K+CH+EE+D_ADDR+CHD+Y	0.500000000	0.500000000
1	kedy	K+E+DY	11	YES	1	1	1	K+E+DY	K+E+DY	K+E+DY	0.000000000	0.000000000
1	keeo	K+EE+O	4	YES	1	1	1	K+EE+O	K+EE+O	K+EE+O	0.000000000	0.000000000
1	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	24	YES	1	1	1	K+EE+Y+LOCAL_CHAR_F+AR	K+EE+Y+LOCAL_CHAR_F+AR	K+EE+Y+LOCAL_CHAR_F+AR	0.000000000	0.000000000
1	keor	K+E+OR	10	YES	1	1	1	K+E+OR	K+E+OR	K+E+OR	0.000000000	0.000000000
1	kod	K+O+D_ADDR	7	YES	1	1	1	K+O+D_ADDR	K+O+D_ADDR	K+O+D_ADDR	0.000000000	0.000000000
1	kodaiin	K+O+D_ADDR+AIIN	100	YES	1	1	1	K+O+D_ADDR+AIIN	K+O+D_ADDR+AIIN	K+O+D_ADDR+AIIN	0.000000000	0.000000000
1	koey	K+O+E+Y	2	YES	1	1	1	K+O+E+Y	K+O+E+Y	K+O+E+Y	0.000000000	0.000000000
1	kolchdy	K+OL+CHD+Y	52	YES	2	2	1	K+OL+CHD+DY	K+OL+CHD+DY	K+OL+CHD+Y	0.500000000	0.500000000
1	kom	K+O+M_LOCAL	4	YES	3	2	2	K+O+AM_ADDR	K+O+AM_ADDR	K+O+AM_ADDR	0.000000000	0.505195974
1	koshey	K+O+SH+E+Y	5	YES	1	1	1	K+O+SH+E+Y	K+O+SH+E+Y	K+O+SH+E+Y	0.000000000	0.000000000
1	kshey	K+SH+E+Y	5	YES	1	1	1	K+SH+E+Y	K+SH+E+Y	K+SH+E+Y	0.000000000	0.000000000
1	kshoy	K+SH+O+Y	3	YES	1	1	1	K+SH+O+Y	K+SH+O+Y	K+SH+O+Y	0.000000000	0.000000000
1	laiin	L+AIIN	100	YES	2	1	1	AL+AIIN	L+AIIN	L+AIIN	0.000000000	0.000000000
1	lcheckhy	L+CH+K+Y	20	YES	1	2	2	L+CH+K+Y	L+CH+E+CH+K+Y	L+CH+E+CH+K+Y	2.250000000	0.500000000
1	lchedy	L+CHD+DY	45	YES	3	2	3	L+CHD+Y	L+CHD+Y	L+CHD+Y	1.500000000	0.000000000
1	lchey	L+Y	11	YES	1	1	3	L+Y	L+Y	L+CH+E+Y	3.000000000	0.000000000
1	lchpchdy	L+CH+P+CHD+Y	40	YES	1	1	1	L+CH+P+CHD+Y	L+CH+P+CHD+Y	L+CH+P+CHD+Y	0.500000000	0.500000000
1	ldaiin	L+AIIN	100	YES	2	2	2	L+D_ADDR+AIIN	L+D_ADDR+AIIN	L+D_ADDR+AIIN	1.000000000	0.000000000
1	ldain	L+AIN	100	YES	1	1	1	L+AIN	L+AIN	L+AIN	0.270763936	0.270763936
1	lkain	L+K+AIN	78	YES	1	1	1	L+K+AIN	L+K+AIN	L+K+AIN	0.000000000	0.000000000
1	lkedey	L+K+E+D_ADDR+E+Y	16	YES	1	1	1	L+K+E+D_ADDR+E+Y	L+K+E+D_ADDR+E+Y	L+K+E+D_ADDR+E+Y	0.000000000	0.000000000
1	lkeed	L+K+EE+D_ADDR	28	YES	1	1	1	L+K+EE+D_ADDR	L+K+EE+D_ADDR	L+K+EE+D_ADDR	0.000000000	0.000000000
1	lkeo	L+K+E+O	10	YES	1	1	1	L+K+E+O	L+K+E+O	L+K+E+O	0.000000000	0.000000000
1	loiiin	L+O+IIN	100	YES	4	1	2	L+O+LOCAL_CHAR_I+IIN	L+O+IIN	L+O+LOCAL_CHAR_I+IIN	1.000000000	0.000000000
1	lolchedy	L+OL+CHD+DY	100	YES	1	1	1	L+OL+CHD+DY	L+OL+CHD+DY	L+OL+CHD+DY	1.500000000	1.500000000
1	lolol	L+OL+OL	34	YES	1	1	1	L+OL+OL	L+OL+OL	L+OL+OL	0.000000000	0.000000000
1	loly	L+OL+Y	8	YES	1	1	1	L+OL+Y	L+OL+Y	L+OL+Y	0.000000000	0.000000000
1	lshety	L+SH+E+T+Y	25	YES	1	1	1	L+SH+E+T+Y	L+SH+E+T+Y	L+SH+E+T+Y	0.000000000	0.000000000
1	lsho	L+SH+O	5	YES	1	1	1	L+SH+O	L+SH+O	L+SH+O	0.000000000	0.000000000
1	lteedy	L+T+EE+D_ADDR+Y	56	YES	2	4	2	L+T+EE+DY	L+T+EE+DY	L+T+EE+DY	0.000000000	0.000000000
1	mol	M_LOCAL+OL	6	YES	3	2	2	AM_ADDR+OL	AM_ADDR+OL	AM_ADDR+OL	0.000000000	0.505195974
1	ochedy	O+CHD+Y	18	YES	2	2	1	O+CHD+DY	O+CHD+DY	O+CHD+Y	0.000000000	0.000000000
