evidence_class	holdout_role	semantic_role	coverage_state	consensus_group_id	locus	page	grammar_scope	code	kind	group_index	group_count	factual_position	family_surface	zl_sta_codes	it_sta_codes	rf_sta_codes	left_boundary_profile	left_boundary_support	right_boundary_profile	right_boundary_support	descriptive_only_full_corpus_tags_excluded
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.18|C006	f82r.18	f82r	CONFIRMED_PROSE	+P0	P	6	10	CORE	KJBAC	K1 J1 B1 A3 C1	K1 J1 B1 A3 C1	K1 J1 Ba A3 C1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.18|C007	f82r.18	f82r	CONFIRMED_PROSE	+P0	P	7	10	CORE	DAQKA	D1 A1 Q1 K2 A2	D1 A1 Q1 K2 A2	D1 A1 Q1 K2 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.18|C008	f82r.18	f82r	CONFIRMED_PROSE	+P0	P	8	10	CORE	AQKA	A2 Q1 K2 A2	A1 Q1 K2 A2	A2 Q1 K2 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.18|C009	f82r.18	f82r	CONFIRMED_PROSE	+P0	P	9	10	CORE	BCACAG	B2 C2 A3 C1 A3 G1	B2 C2 A1 C1 A3 G1	B2 C2 A1 C1 A3 G1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:UNCERTAIN_SMALL_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.18|C010	f82r.18	f82r	CONFIRMED_PROSE	+P0	P	10	10	LAST	ACA	A1 C1 A2	A1 C1 A2	A1 C1 A2	ZL3b:UNCERTAIN_SMALL_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	LINE_END	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.19|C001	f82r.19	f82r	CONFIRMED_PROSE	+Pr	P	1	5	FIRST	AQAF	A1 Q1 A3 F1	A1 Q1 A3 F1	A1 Q1 A3 F1	LINE_START	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.19|C002	f82r.19	f82r	CONFIRMED_PROSE	+Pr	P	2	5	CORE	KAC	K1 A3 C1	K1 A3 C1	K1 A3 C1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.19|C003	f82r.19	f82r	CONFIRMED_PROSE	+Pr	P	3	5	CORE	AQAF	A1 Q1 A3 F1	A1 Q1 A3 F1	A1 Q1 A3 F1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.19|C004	f82r.19	f82r	CONFIRMED_PROSE	+Pr	P	4	5	CORE	DAQKBA	D1 A1 Q1 K2 B1 A2	D1 A1 Q1 K2 B1 A2	D1 A1 Q1 K2 Ba A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.19|C005	f82r.19	f82r	CONFIRMED_PROSE	+Pr	P	5	5	LAST	BKA	B2 K1 A2	B2 K1 A2	B2 K1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	LINE_END	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.20|C001	f82r.20	f82r	CONFIRMED_PROSE	*P0	P	1	9	FIRST	PACABLA	P1 A1 C2 A3 B2 L1 A2	P1 A1 C2 A3 B2 L1 A2	P1 A1 C2 A3 B2 L1 A2	LINE_START	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.20|C002	f82r.20	f82r	CONFIRMED_PROSE	*P0	P	2	9	CORE	DAQJBA	D1 A1 Q1 J1 B1 A2	D1 A1 Q1 J1 B1 A2	D1 A1 Q1 J1 B1 Ab	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.20|C003	f82r.20	f82r	CONFIRMED_PROSE	*P0	P	3	9	CORE	TAB	T1 A3 B2	T1 A3 B2	T1 A3 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.20|C004	f82r.20	f82r	CONFIRMED_PROSE	*P0	P	4	9	CORE	LJBA	L1 J1 B1 A2	L1 J1 B1 A2	Lb J1 Ba A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.20|C005	f82r.20	f82r	CONFIRMED_PROSE	*P0	P	5	9	CORE	LJAB	L1 J1 A1 B2	L1 J1 A1 B2	L1 J1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:UNCERTAIN_SMALL_SPACE;IT2a:DEFINITE_SPACE;RF1b:NONE	2	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.20|C006	f82r.20	f82r	CONFIRMED_PROSE	*P0	P	6	9	CORE	QMBA	Q1 M1 B1 A2	Q1 M1 B1 A2	Q1 M1 Ba A2	ZL3b:UNCERTAIN_SMALL_SPACE;IT2a:DEFINITE_SPACE;RF1b:NONE	2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.20|C007	f82r.20	f82r	CONFIRMED_PROSE	*P0	P	7	9	CORE	BQAG	B2 Q1 A3 G1	B2 Q1 A3 G1	B2 Q1 A3 G1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.20|C008	f82r.20	f82r	CONFIRMED_PROSE	*P0	P	8	9	CORE	LJBA	L1 J1 B1 A2	L1 J1 B1 A2	L1 J1 Ba A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.20|C009	f82r.20	f82r	CONFIRMED_PROSE	*P0	P	9	9	LAST	DABA	D1 A1 B2 A2	D1 A1 B2 A2	D1 A1 B2 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	LINE_END	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.21|C001	f82r.21	f82r	CONFIRMED_PROSE	+P0	P	1	10	FIRST	BAG	B1 A3 G1	B1 A3 G1	B1 A3 G1	LINE_START	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.21|C002	f82r.21	f82r	CONFIRMED_PROSE	+P0	P	2	10	CORE	KJAQA	K1 J1 A1 Q1 A2	K1 J1 A1 Q1 A2	K1 J1 A1 Q1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.21|C003	f82r.21	f82r	CONFIRMED_PROSE	+P0	P	3	10	CORE	BQJBA	B2 Q1 J1 B1 A2	B2 Q1 J1 B1 A2	B2 Q1 J1 B1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.21|C004	f82r.21	f82r	CONFIRMED_PROSE	+P0	P	4	10	CORE	CABLJA	C2 A3 B2 L1 J1 A2	C1 A1 B2 L1 J1 A2	C2 A1 B2 L1 J1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.21|C005	f82r.21	f82r	CONFIRMED_PROSE	+P0	P	5	10	CORE	BAG	B1 A3 G1	B1 A3 G1	B1 A3 G1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.21|C006	f82r.21	f82r	CONFIRMED_PROSE	+P0	P	6	10	CORE	KJA	K1 J1 A2	K1 J1 A2	K1 J1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.21|C007	f82r.21	f82r	CONFIRMED_PROSE	+P0	P	7	10	CORE	DAB	D1 A1 B2	D1 A1 B2	D1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.21|C008	f82r.21	f82r	CONFIRMED_PROSE	+P0	P	8	10	CORE	KJBA	K1 J1 B1 A2	K1 J1 B1 A2	K1 J1 B1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.21|C009	f82r.21	f82r	CONFIRMED_PROSE	+P0	P	9	10	CORE	DAQKA	D1 A1 Q1 K2 A2	D1 A1 Q1 K2 A2	D1 A1 Q1 K2 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.21|C010	f82r.21	f82r	CONFIRMED_PROSE	+P0	P	10	10	LAST	BAB	B1 A3 B2	B1 A3 B2	B1 A3 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	LINE_END	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	EXACT_FAMILY_WITH_ALTERNATIVE		f82r.22	f82r	CONFIRMED_PROSE	+P0	P												exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.23|C001	f82r.23	f82r	CONFIRMED_PROSE	+P0	P	1	9	FIRST	KKA	K1 K2 A2	K1 K2 A2	K1 K2 A2	LINE_START	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.23|C002	f82r.23	f82r	CONFIRMED_PROSE	+P0	P	2	9	CORE	DUJA	D1 U2 J1 A2	D1 U2 J1 A2	D1 U2 J1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.23|C003	f82r.23	f82r	CONFIRMED_PROSE	+P0	P	3	9	CORE	DAQKA	D1 A1 Q1 K2 A2	D1 A1 Q1 K2 A2	D1 A1 Q1 K2 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.23|C004	f82r.23	f82r	CONFIRMED_PROSE	+P0	P	4	9	CORE	BKKA	B2 K1 K2 A2	B2 K1 K2 A2	B2 K1 K2 Ab	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.23|C005	f82r.23	f82r	CONFIRMED_PROSE	+P0	P	5	9	CORE	BAG	B1 A3 G1	B1 A3 G1	B1 A3 G1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.23|C006	f82r.23	f82r	CONFIRMED_PROSE	+P0	P	6	9	CORE	KJA	K1 J1 A2	K1 J1 A2	K1 J1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.23|C007	f82r.23	f82r	CONFIRMED_PROSE	+P0	P	7	9	CORE	DAQMBA	D1 A1 Q1 M1 B1 A2	D1 A1 Q1 M1 B1 A2	D1 A1 Q1 M1 B1 Ab	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.23|C008	f82r.23	f82r	CONFIRMED_PROSE	+P0	P	8	9	CORE	BKJBA	B2 K1 J1 B1 A2	B2 K1 J1 B1 A2	B2 K1 J1 Ba A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.23|C009	f82r.23	f82r	CONFIRMED_PROSE	+P0	P	9	9	LAST	BAC	B2 A3 C1	B2 A3 C1	B2 A3 C1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	LINE_END	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	NO_EXACT_FAMILY_CONSENSUS		f82r.24	f82r	CONFIRMED_PROSE	+P0	P												exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	NO_EXACT_FAMILY_CONSENSUS		f82r.25	f82r	CONFIRMED_PROSE	+P0	P												exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.26|C001	f82r.26	f82r	CONFIRMED_PROSE	+P0	P	1	9	FIRST	QLJA	Q2 L1 J1 A2	Q2 L1 J1 A2	Q2 L1 J1 A2	LINE_START	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.26|C002	f82r.26	f82r	CONFIRMED_PROSE	+P0	P	2	9	CORE	DAQKBA	D1 A1 Q1 K2 B1 A2	D1 A1 Q1 K2 B1 A2	D1 A1 Q1 K2 B1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.26|C003	f82r.26	f82r	CONFIRMED_PROSE	+P0	P	3	9	CORE	KJAB	K1 J1 A3 B2	K1 J1 A3 B2	K1 J1 A3 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.26|C004	f82r.26	f82r	CONFIRMED_PROSE	+P0	P	4	9	CORE	BKJBAC	B2 K1 J1 B1 A3 C1	B2 K1 J1 B1 A3 C1	B2 K1 J1 Ba A3 C1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.26|C005	f82r.26	f82r	CONFIRMED_PROSE	+P0	P	5	9	CORE	KJC	K1 J1 C2	K1 J1 C2	K1 J1 C2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.26|C006	f82r.26	f82r	CONFIRMED_PROSE	+P0	P	6	9	CORE	AG	A3 G1	A3 G1	A3 G1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.26|C007	f82r.26	f82r	CONFIRMED_PROSE	+P0	P	7	9	CORE	AQKA	A1 Q2 K2 A2	A1 Q2 K2 A2	A1 Q2 K2 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.26|C008	f82r.26	f82r	CONFIRMED_PROSE	+P0	P	8	9	CORE	DAQAG	D1 A1 Q1 A3 G1	D1 A1 Q1 A3 G1	D1 A1 Q1 A3 G1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.26|C009	f82r.26	f82r	CONFIRMED_PROSE	+P0	P	9	9	LAST	AQJA	A1 Q1 J1 A2	A1 Q1 J1 A2	A1 Q1 J1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	LINE_END	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.27|C001	f82r.27	f82r	CONFIRMED_PROSE	+P0	P	1	8	FIRST	PKJBA	P1 K1 J1 B1 A2	P1 K1 J1 B1 A2	P1 K1 J1 Ba A2	LINE_START	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.27|C002	f82r.27	f82r	CONFIRMED_PROSE	+P0	P	2	8	CORE	CLJAB	C1 L1 J1 A3 B2	C1 L1 J1 A3 B2	C1 L1 J1 A3 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.27|C003	f82r.27	f82r	CONFIRMED_PROSE	+P0	P	3	8	CORE	BABBA	B1 A3 B2 B1 A2	B1 A3 B2 B1 A2	B1 A3 B2 Ba A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
FORMAL_STRUCTURE	DISCOVERY	UNASSIGNED	STRICT_EXACT_FAMILY	f82r.27|C004	f82r.27	f82r	CONFIRMED_PROSE	+P0	P	4	8	CORE	DAQKBA	D1 A1 Q1 K2 B1 A2	D1 A1 Q1 K2 B1 A2	D1 A1 Q1 K2 B1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	3	exact_first_last;exact_edge_core;opening;closing;transition;favored_path
