context_mode	occurrence_id	focal_host_id	focal_host	locus	physical_folio	section	currier	hand	group_index	group_count	context_raw_count	context_unique_identities	context_sha256	claim_state
WINDOW_PM2	f100r.22:5	Ha1888c82d959b54c	cphol	f100r.22	f100	P	A	1	5	8	2	2	abe190193eb7fc167610baf189e78d42b0d9373466a887ad03db8a681d46b0f3	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.22:6	Hbc56ada309bb04a8	ees	f100r.22	f100	P	A	1	6	8	2	2	f0da93738567770cd60615a648d4cdf4dc6e99e90717cd6bcdcee0436f758730	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.22:7	H2bdd94c004581aa9	ey	f100r.22	f100	P	A	1	7	8	2	2	a770ed86924745625526f9788d11ff5f73125e3d0e87f60c158ced536b4a3dc8	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.24:1	Hb81bd1794cb8ff01	aiichor	f100r.24	f100	P	A	1	1	9	2	2	8980c140f66949423bd48f163a50b6d144c3f7736cfc317fa4b986d33d8d8db9	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.24:2	Hdf80071647156c98	eor	f100r.24	f100	P	A	1	2	9	3	3	6c5cac802289ec8e141568e1a315099d8d67426b3d5d1010953d28ac6ad688fb	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.24:3	Hf91627a035ee6d16	ockho	f100r.24	f100	P	A	1	3	9	3	3	c567ec5ae5261c2eeeba51498416c8ed59928cfe9b3d1c3d5ca7fe91aa8ac112	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.24:4	H13103a7285731ca7	odeor	f100r.24	f100	P	A	1	4	9	2	2	8980c140f66949423bd48f163a50b6d144c3f7736cfc317fa4b986d33d8d8db9	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.25:1	Hdf80071647156c98	eor	f100r.25	f100	P	A	1	1	10	2	2	193c66325e521bcbd8136d6083b3355c067a2a87e9aa818d1ed6b38f790e19d2	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.25:2	Hcaa1b3fccb03191a	keeo	f100r.25	f100	P	A	1	2	10	3	3	5a83718785ed5b3f694d09cbbf349c7ed2ea3b5623e95d7622369acc55c54e5e	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.25:3	Hacac86c0e609ca90	l	f100r.25	f100	P	A	1	3	10	4	4	d24e8d6868e079ef239867f3c53d790cf9b32ccac7957a4434ac592b3713332e	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.25:4	H055eebf601617046	aiin	f100r.25	f100	P	A	1	4	10	4	4	69dc6e7590dc570adcaf07b030a0082ead2fdf970165b3b30b4ea3296bc29c11	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.25:5	H70f0f2d2339c3c71	ctheol	f100r.25	f100	P	A	1	5	10	4	4	2bbbf11a7d7a821f68782928474e1292379e1fafca67e3def5c10d5fc007301b	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.25:6	Hb4829753fc89bd19	olcheol	f100r.25	f100	P	A	1	6	10	4	4	9f22b503e6a22d046a208ce78f6907abd20d5552641dd6afcc1cb166b398f0b3	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.25:7	H2076584e3f0868e7	ky	f100r.25	f100	P	A	1	7	10	4	4	4a371b869ad0c85d9ea0183d24e88934a75e7be4d3e308dd0356ef5eecc5f288	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.25:8	Hacac86c0e609ca90	l	f100r.25	f100	P	A	1	8	10	4	4	e9fbef68ce830fe06ddbbb98416ec9235aeed0b33d51d2082dd8f57172b24978	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.25:9	Hfa12806087aab99d	ockhy	f100r.25	f100	P	A	1	9	10	3	3	818c331194de327fd7d058351066f18c7b4c6115c071c89aba256d15e0aae2db	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.25:10	Hafebe00901ad67dd	okeol	f100r.25	f100	P	A	1	10	10	2	2	5aaf48af3149934507645d79fb09257f5cef1f5a4acb5874d35c4abc1e2e99b3	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.27:1	Hacac86c0e609ca90	l	f100r.27	f100	P	A	1	1	5	2	2	3b2d5791a01761b34451517ee5a80d7cfd8a2026d47a1aa0c186cfdf59b8b805	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.27:2	Hacac86c0e609ca90	l	f100r.27	f100	P	A	1	2	5	3	3	1467fae75101750934d17aea02e32c43dc900fa65948a069cee8e839485c14f4	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.27:3	H65c74c15a686187b	o	f100r.27	f100	P	A	1	3	5	4	3	f2873c8627063691433b347133c2bb947d9ff5555df4fa97066ee4afe3dca2ed	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.27:4	H319938721e6fbfbc	ckheo	f100r.27	f100	P	A	1	4	5	3	3	f8d05f77b67803df8d447a553f75b2261cc9c0b2c2873c4f24bc7a15d15f01a7	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100r.27:5	H01b7a543ca336194	otolchey	f100r.27	f100	P	A	1	5	5	2	2	a28b5cd85b7ba627c281615c372d32128d8a976ca828c9ebebb6afd06545c03d	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.15:1	H7175517a370b5cd2	or	f100v.15	f100	P	A	1	1	10	2	2	9e6a6a13f2e371b63a03f858750d777eecbe0cd804194bd2cf235d04034fafd8	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.15:2	H2bdd94c004581aa9	ey	f100v.15	f100	P	A	1	2	10	3	3	000c664a9ad2570a6b6ad52d05653f61e052ad10f6192ffc1fbef209d8f5da30	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.15:3	H9fe430e5274621be	air	f100v.15	f100	P	A	1	3	10	4	4	8d932dec04f252848133a67859a0cb0192e6324f123d83e70ca83e9439412eff	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.15:5	Hacac86c0e609ca90	l	f100v.15	f100	P	A	1	5	10	4	4	b786220914cb54ea483522b30f7dc84de695c747511230535b77606e32eb171f	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.15:6	H4fb715028b735031	oolkeey	f100v.15	f100	P	A	1	6	10	4	3	27dc0c64ce10507de860aca58e7d02a1266d55ce037c0c32b18c259f7f598d56	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.15:7	Hacac86c0e609ca90	l	f100v.15	f100	P	A	1	7	10	4	4	cecc6f2b2c151a5245f6702b1ea88e2cbab89fd3c823b9784586df73e8dc4097	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.15:8	H2bdd94c004581aa9	ey	f100v.15	f100	P	A	1	8	10	3	3	a8ee97fa36003a66184f1e085d2974ab6136263a258e0e8951683c04346abd11	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.15:9	Hafebe00901ad67dd	okeol	f100v.15	f100	P	A	1	9	10	2	2	ec686595564c8e544823bccb2a32d1a41fc26a084f972638e090221654eed363	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.16:1	H519df7fdb2cdc8ce	ykeeol	f100v.16	f100	P	A	1	1	10	2	2	b7926c84af9da49f7f0aeae5fb3279a30023917f9f0c866cef4192f51741c023	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.16:2	Hacac86c0e609ca90	l	f100v.16	f100	P	A	1	2	10	2	2	24128f0a46c7f402aa2bbb61d3d7367d71c5588ddb9e462817450a2c3b96937e	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.16:3	Ha1fce4363854ff88	y	f100v.16	f100	P	A	1	3	10	2	2	4333ad1ef074f81d0d48a51eaba236d7742052b979b0a39dc1b5954f40eb0f64	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.20:1	Hd780e0b759d7da40	ycheoky	f100v.20	f100	P	A	1	1	8	2	2	4886546660c937dd45ab241e427de887662f07977dab0637780614b0bddda40a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.20:2	H1b0d9cae8e12b8fe	okeesy	f100v.20	f100	P	A	1	2	8	3	3	a2498be3b4e845be8f3d883286c388ea038fe85278da3ed97091109efa798428	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.20:3	H99fa2a55212dbc31	okeey	f100v.20	f100	P	A	1	3	8	4	4	e7c01ddbf077270f4ee19e8a152626391f70e5af3818fbe4bd9bfbd75b38914e	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.20:4	Hafebe00901ad67dd	okeol	f100v.20	f100	P	A	1	4	8	4	4	48057ad3020935884dae49e7db092dd8e8b3e87c5383fdba9ef23743425abe61	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.20:6	H7175517a370b5cd2	or	f100v.20	f100	P	A	1	6	8	4	4	4198925c51c6aabd732e47b5ae3a2d54dd008d47a435b618aa930a5ed8b9f4a3	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.20:7	Hacac86c0e609ca90	l	f100v.20	f100	P	A	1	7	8	3	3	8048955e96eebfdee2bb2727fbbb28d652bde92b4f19593f3d1d9f2afe1df62e	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.20:8	H7a785f853818a3f8	ockh	f100v.20	f100	P	A	1	8	8	2	2	3f65f47555cc3aa81ba55a7a16ca2972623698a766567b6bba56d75258ba6ead	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.21:1	H7175517a370b5cd2	or	f100v.21	f100	P	A	1	1	10	2	2	d77f8ac8fda4b2cc43e571eff034fddfe89fc7b9d3678c7b9867daf98a9b0d91	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.21:2	Heaabc0a66defdb93	okor	f100v.21	f100	P	A	1	2	10	3	3	d210c528c39ab00ca1dd579e03155adfeaf99ee22197217f9318108d2f083aba	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.21:3	Hacac86c0e609ca90	l	f100v.21	f100	P	A	1	3	10	4	4	0377f0ee08fb828a37f2714a5787cd790dc162d7946367736dd33ed22a9080f7	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.21:4	Ha1fce4363854ff88	y	f100v.21	f100	P	A	1	4	10	4	4	e00fc8cf9a796686dbf95168457f96e5d4e0ae257460cae5dfee7527fd18fd5f	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.21:5	H40cb4b342f4525e4	ly	f100v.21	f100	P	A	1	5	10	4	4	af54560ebf1f959fbb341d9d8154da1f0b945b15bb0ee16276e63c85ebb8131f	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.21:6	H913c04daa9d6cb3f	araroy	f100v.21	f100	P	A	1	6	10	4	4	f3faa04648ac8b163d3de237fb0e079e097cae2b5fb01258332cb5dae8eb6ad6	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.21:7	H2689367b205c16ce	ok	f100v.21	f100	P	A	1	7	10	4	4	782d3fe2969ea033ee8a71b7e11b0150a10152d16716938210bbe8dd2b2f2054	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.21:8	H27a84712e4b22c41	ee	f100v.21	f100	P	A	1	8	10	4	4	30c1301782548544a661f533ce70fe470999f0a0457e2fa88dcb40be0fa9ddd5	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.21:9	Hafebe00901ad67dd	okeol	f100v.21	f100	P	A	1	9	10	3	3	a6d83b8fa868973e8a55dc2f3eecd79aebcf0bebd7ba4e3a591709d51a27f53b	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.21:10	Hd6d9a7c22f975302	orey	f100v.21	f100	P	A	1	10	10	2	2	7f34498c3acb1241310918e084025ae273007eedb48d3a7b57daa74e62f925b5	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.22:1	H055eebf601617046	aiin	f100v.22	f100	P	A	1	1	3	2	2	1acb8b8b82783cbc2a43c3b3b5ca8ae60508955743bdd960fc39f4661fd0b7e4	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.22:2	H2076584e3f0868e7	ky	f100v.22	f100	P	A	1	2	3	2	2	c6935b2eacecef94a4cc1a17f8538d192e6cda81137690155dae4b7b46111f3f	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f100v.22:3	Hb3782a6260374132	ory	f100v.22	f100	P	A	1	3	3	2	2	a229b49929101f4786c12c47722f97eebe7b49b261027c881915b2ca94e9e863	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.3:1	Hae1cd33015b06703	pol	f102r1.3	f102	P	A	1	1	7	2	2	eafcb6df01493bc940c06aaed8df37af14668d20bd2869df2be2dd3012958230	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.3:2	Hdd4423cddb822fbb	octhy	f102r1.3	f102	P	A	1	2	7	3	3	2442f22a65f22f61783d3941821f45df08d807dd75a54cbc21d34f53bcd9123d	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.3:3	H3aecd5bfd5c9a1af	eol	f102r1.3	f102	P	A	1	3	7	4	4	2df33f3819b34597fe4ca373f6370845471493943b63d94c75a2296660eaf95e	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.3:4	H6d05355fd844cfe2	loiiin	f102r1.3	f102	P	A	1	4	7	4	4	bc6fd40af4eba778340182705035973ceb3b963df7d87cccc825fc6c6d762308	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.3:5	H456852f22eebc5cf	eeor	f102r1.3	f102	P	A	1	5	7	4	4	9dca23e62c6611ff900806600c253e01099e3e7b2260621d7eca0427b40daf77	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.3:6	H524eb2ac236ffff5	cpheod	f102r1.3	f102	P	A	1	6	7	3	3	79d80e9932a38657cc6c044d1481b8d9ae98012fbd65d5994a096d1e50925e33	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.3:7	Hcba06b5736faf67e	old	f102r1.3	f102	P	A	1	7	7	2	2	91c7e1bbf4b6f5cfd97297cab28e7cdface9075ec616ba398c2479ece84bf179	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.5:1	H7dd826dd005b94bb	ytol	f102r1.5	f102	P	A	1	1	10	2	2	8671a824593120dcbbb199fc90d7a97f1abf40e8029561de28fba0db9f9e0425	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.5:2	H3aecd5bfd5c9a1af	eol	f102r1.5	f102	P	A	1	2	10	3	3	ce3de518709fee6322028f68e4f50d39c98e5e0adb54e17c71c94ae0fc7e459c	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.5:3	H3f79bb7b435b0532	e	f102r1.5	f102	P	A	1	3	10	4	4	343f3c67c503b75b5bd463c6f6c8ccb66cf39b1c5cf7aeb4f841f06a070da75a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.5:4	Hacac86c0e609ca90	l	f102r1.5	f102	P	A	1	4	10	4	4	be0883c9ba2f18bff6ffdd69f39e3e3007b4819676df40849d88f077320e4f2c	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.5:5	H7175517a370b5cd2	or	f102r1.5	f102	P	A	1	5	10	4	3	c78ae7592c4463ca1339719896e2ff4d97cf7e1feccf4e9b4f16c0a509097158	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.5:6	H27051e94ab0127cb	oraroekeol	f102r1.5	f102	P	A	1	6	10	4	3	e38857a1889007d459be58f35604fb541fa47ef60664eae86b462c61d940fa1a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.5:7	Hacac86c0e609ca90	l	f102r1.5	f102	P	A	1	7	10	4	4	a60454c7605a2a0f062432d71731aca098ce17726b909e715d9fadd1d7777b4f	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.5:8	H8dd339818d6583cc	ekey	f102r1.5	f102	P	A	1	8	10	4	4	3ebafd98b04164d6248c0687e06170764c70e0bf3506e58aeef988c1f2691630	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.5:9	H2aed9df78446daa8	okol	f102r1.5	f102	P	A	1	9	10	3	3	2b611d7350ddfcf5b742c2201595a68a77d706689b258bda88626da1c12abf25	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.5:10	Habc42f1c89829b4d	ain	f102r1.5	f102	P	A	1	10	10	2	2	7be6aee907d86746bf926dd709e5a325228a4fdfd9137d4bd541a554b6f0ab58	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.6:1	H055eebf601617046	aiin	f102r1.6	f102	P	A	1	1	4	2	2	4333ad1ef074f81d0d48a51eaba236d7742052b979b0a39dc1b5954f40eb0f64	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.6:2	H519df7fdb2cdc8ce	ykeeol	f102r1.6	f102	P	A	1	2	4	3	3	2efd74334cfa7592e6367000455195cfb447c752cf7fd564ac9b6203349fea6a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.6:3	Hacac86c0e609ca90	l	f102r1.6	f102	P	A	1	3	4	3	3	8261a0768997fe675b8bafae8e5c7a863b406676623ebee610ee916196665b8a	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.6:4	H16819f87d97f4c2e	okod	f102r1.6	f102	P	A	1	4	4	2	2	4333ad1ef074f81d0d48a51eaba236d7742052b979b0a39dc1b5954f40eb0f64	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.8:1	H18980ea361ee26c3	pshod	f102r1.8	f102	P	A	1	1	8	2	2	6feb050c87b2e25406125c124f0049f2093d38c6ffa81ad2ed690d1a3a471039	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.8:2	H7175517a370b5cd2	or	f102r1.8	f102	P	A	1	2	8	3	3	8e6c2bc302f0f6ae96cfaceedcc6e3d6ad76f370306c42ba360884b50c93b005	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.8:3	H41ad391818df1c6b	opy	f102r1.8	f102	P	A	1	3	8	4	4	be94a0e0d329b1d1d8322f4b31631771968659405708b70264aecf5d4a012997	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.8:4	Heb945a346e9ac4ac	ofol	f102r1.8	f102	P	A	1	4	8	4	4	365380349ba04623e741596935c1ab51502e0ee4125fbed8cdbbc2a6b9d26c80	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.8:5	H055eebf601617046	aiin	f102r1.8	f102	P	A	1	5	8	4	3	001e153f2d1a105ba292b66c885286c5e29ed9a64ee8ad12743dcc6542712dce	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.8:6	H3aecd5bfd5c9a1af	eol	f102r1.8	f102	P	A	1	6	8	4	4	f57697ee6cbc52080635825338c35e116271d7d062a1e2a7ae3d5a6d5eb9b167	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.8:7	H3aecd5bfd5c9a1af	eol	f102r1.8	f102	P	A	1	7	8	3	3	9985518a71f5cdf71c044a132649556d4a100e12cee3bfb07e9ed079a72086f2	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.8:8	Ha3ff0b737a967ea0	oly	f102r1.8	f102	P	A	1	8	8	2	1	d691020cfd5ea3b7dc32a8ce0815e0b842e30fc35e4b9c54215f7818cc8673e3	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.9:1	H055eebf601617046	aiin	f102r1.9	f102	P	A	1	1	7	2	2	d78411cf646e9b37f5d5c196215bb67fbca5943a036f407efa481f932244c865	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.9:2	Hfc7b309e095efdee	orsheol	f102r1.9	f102	P	A	1	2	7	3	3	e0bfdd64681a39480236d2667c536b98245667ab381b68f01b592802aefa95fa	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.9:3	Hafebe00901ad67dd	okeol	f102r1.9	f102	P	A	1	3	7	3	3	316e7db366c54b1d10fc0abb3bf424a1e1d648482be245ceb66ee2c2bc30dffe	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.9:4	Hced07091d4f76e81	eeo	f102r1.9	f102	P	A	1	4	7	2	2	d78411cf646e9b37f5d5c196215bb67fbca5943a036f407efa481f932244c865	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.10:1	Hda44640adbe53d3f	ycheol	f102r1.10	f102	P	A	1	1	9	2	1	4d835b54d6f1527098a8a6d368ba728c9800144c305686436458175e0fd78cf3	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.10:2	Hacac86c0e609ca90	l	f102r1.10	f102	P	A	1	2	9	3	2	a8680cd8719ff9a30202c9efb10b73fd31c57a8644a9d481554efa767e6123e6	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.10:3	Hacac86c0e609ca90	l	f102r1.10	f102	P	A	1	3	9	4	3	120562b8c4ad56a5a47236a65a310a7ed870bc018c59b80ca7461330a15a0e6c	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.10:4	Hacac86c0e609ca90	l	f102r1.10	f102	P	A	1	4	9	4	2	51564562926cb89ecb5a5dc314f23d4f41cb83ccddecd7f9a8a1f153006a8a26	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.10:5	H519df7fdb2cdc8ce	ykeeol	f102r1.10	f102	P	A	1	5	9	4	2	7647a82cfdf474bca3a5b2bc9583020e0d6a746bac672337c841c520bd0684a0	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.10:6	Hacac86c0e609ca90	l	f102r1.10	f102	P	A	1	6	9	3	3	707efa801423707a3c2beeef7401b9dbdcde7142e81674a50d34c8b7642ef121	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.10:9	H0866f70864c2915b	cthe	f102r1.10	f102	P	A	1	9	9	2	2	4333ad1ef074f81d0d48a51eaba236d7742052b979b0a39dc1b5954f40eb0f64	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.11:1	H364a1e7d8d55c6ec	cheo	f102r1.11	f102	P	A	1	1	8	2	2	5aaf48af3149934507645d79fb09257f5cef1f5a4acb5874d35c4abc1e2e99b3	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.11:2	Hfa12806087aab99d	ockhy	f102r1.11	f102	P	A	1	2	8	3	3	467835be473b110209c5b5946e26b462111816a3a2eb0911ac6ed8784825e2be	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.11:3	Hacac86c0e609ca90	l	f102r1.11	f102	P	A	1	3	8	4	4	38326b360826c57e40a9b7940dbdb8092637436c4040ef4c3fb543d7655d8718	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.11:4	H8418150b75d3afee	eey	f102r1.11	f102	P	A	1	4	8	4	4	ab79393c204faa5b573603e19d72d594ace07d21175d93b6b8648e9afc239753	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.11:5	H5a2c1a71221bd119	okeo	f102r1.11	f102	P	A	1	5	8	4	4	4b41b5af4cdee44195a81088e57e3c6218a70f7ccc034a983fad822a8c44d929	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.11:6	Hef50956cba1b4931	okeodol	f102r1.11	f102	P	A	1	6	8	4	4	c7e7d255e09d74292d948fc0f37cd0835531e63120e32dc07a9d112d3f80291e	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
WINDOW_PM2	f102r1.11:7	H57890630d716594c	ockhey	f102r1.11	f102	P	A	1	7	8	3	3	6067150e51ef36124238d436d520103f5ba57737a8ebffb3b7dead14cd4c5cc5	OPAQUE_CONTEXT_INVENTORY_NO_LEXEME_OR_MEANING
