panel	language_id	glottocode	family	parameter_id	concepticon_gloss	asjp_form_id	phoneme_segments	source_record_count_for_concept	loan_flag_retained_not_selected_on
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	43	TOOTH	CHECHEN-43-1	ts a r g	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	44	TONGUE	CHECHEN-44-1	m o t	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	47	KNEE	CHECHEN-47-1	g u o l ɐ	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	48	HAND	CHECHEN-48-1	k i g	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	51	BREAST	CHECHEN-51-1	n ɐ qχ ɐ	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	53	LIVER	CHECHEN-53-1	d o ʔ ɐ χ	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	54	DRINK	CHECHEN-54-1	m ɐ l ɐ	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	57	SEE	CHECHEN-57-1	g ɐ n	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	58	HEAR	CHECHEN-58-1	χ ɐ z ɐ	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	61	DIE	CHECHEN-61-1	ɐ l ɐ	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	66	COME	CHECHEN-66-1	ɐ n	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	72	SUN	CHECHEN-72-1	m ɐ lˠ	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	74	STAR	CHECHEN-74-1	s a d ɐ	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	75	WATER	CHECHEN-75-1	χ i	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	77	STONE	CHECHEN-77-1	tʼ u l g	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	82	FIRE	CHECHEN-82-1	tsʼ a	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	85	PATH	CHECHEN-85-1	t ɐ tʃ ɐ	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	86	MOUNTAIN	CHECHEN-86-1	l ɐ m	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	92	NIGHT	CHECHEN-92-1	b i s ɐ	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	95	FULL	CHECHEN-95-1	i z i n ɐ	1	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	96	NEW	CHECHEN-96-1	tsʼ i n ɐ	2	false
UNRELATED_CONTROL	CHECHEN	chec1245	Nakh-Daghestanian	100	NAME	CHECHEN-100-1	tsʼ a	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	1	I	AVAR-1-1	d u n	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	2	THOU	AVAR-2-1	m u n	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	3	WE	AVAR-3-1	n i ʎ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	11	ONE	AVAR-11-1	s o	2	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	12	TWO	AVAR-12-1	kʼ i g o	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	18	PERSON	AVAR-18-1	tʃ i	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	19	FISH	AVAR-19-1	tʃ u χ ɐ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	21	DOG	AVAR-21-1	hʷ a	2	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	22	LOUSE	AVAR-22-1	n ɐ tsʼ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	23	TREE	AVAR-23-1	χʷ a tʼ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	25	LEAF	AVAR-25-1	tʼ ɐ m ɐ χ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	28	SKIN	AVAR-28-1	q ɐ l	2	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	30	BLOOD	AVAR-30-1	b i	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	31	BONE	AVAR-31-1	r ɐ t ʎ’ ɐ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	34	HORN (ANATOMY)	AVAR-34-1	t ʎ ɐ r	2	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	39	EAR	AVAR-39-1	χ i n	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	40	EYE	AVAR-40-1	b a r	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	41	NOSE	AVAR-41-1	m a χ a r	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	43	TOOTH	AVAR-43-1	ts ɐ	2	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	44	TONGUE	AVAR-44-1	m ɐ tsʼ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	47	KNEE	AVAR-47-1	n ɐ k u	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	48	HAND	AVAR-48-1	kʷ a r	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	51	BREAST	AVAR-51-1	k a r a n	2	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	53	LIVER	AVAR-53-1	tʼ u l	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	54	DRINK	AVAR-54-1	h a qʼ a z a	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	57	SEE	AVAR-57-1	i x i z a	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	58	HEAR	AVAR-58-1	ɐ χ i z a	2	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	61	DIE	AVAR-61-1	χʷ a z a	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	66	COME	AVAR-66-1	ɐ tʃʼ i n a	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	72	SUN	AVAR-72-1	b ɐ qʼ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	74	STAR	AVAR-74-1	ts’ʷ ɐ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	75	WATER	AVAR-75-1	ʎ i n	2	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	77	STONE	AVAR-77-1	g ɐ m ɐ tʃʼ	2	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	82	FIRE	AVAR-82-1	tsʼ ɐ	2	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	85	PATH	AVAR-85-1	s u qχ m ɐ qχ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	86	MOUNTAIN	AVAR-86-1	m a χ a r	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	92	NIGHT	AVAR-92-1	s o r d o	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	95	FULL	AVAR-95-1	tsʼ u r ɐ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	96	NEW	AVAR-96-1	tsʼ i j ɐ	1	false
UNRELATED_CONTROL	AVAR	avar1256	Nakh-Daghestanian	100	NAME	AVAR-100-1	tsʼ ɐ r	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	1	I	BASQUE-1-1	n i k	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	2	THOU	BASQUE-2-1	z u e k	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	3	WE	BASQUE-3-1	g u	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	11	ONE	BASQUE-11-1	b ɐ t	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	12	TWO	BASQUE-12-1	b i	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	18	PERSON	BASQUE-18-1	g i z ɐ k i	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	19	FISH	BASQUE-19-1	ɐ r r ɐ i n	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	21	DOG	BASQUE-21-1	z ɐ k u r	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	22	LOUSE	BASQUE-22-1	z o r r i	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	23	TREE	BASQUE-23-1	z u h ɐ i ts	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	25	LEAF	BASQUE-25-1	h o s t o	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	28	SKIN	BASQUE-28-1	ɐ z ɐ l	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	30	BLOOD	BASQUE-30-1	o d o l	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	31	BONE	BASQUE-31-1	h e z u r	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	34	HORN (ANATOMY)	BASQUE-34-1	ɐ d ɐ r	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	39	EAR	BASQUE-39-1	b e l ɐ r r i	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	40	EYE	BASQUE-40-1	b e g i	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	41	NOSE	BASQUE-41-1	s u d u r	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	43	TOOTH	BASQUE-43-1	h o r ts	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	44	TONGUE	BASQUE-44-1	m i h i	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	47	KNEE	BASQUE-47-1	b e l ɐ u n	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	48	HAND	BASQUE-48-1	e s k u	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	51	BREAST	BASQUE-51-1	d i t i	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	53	LIVER	BASQUE-53-1	g i b e l	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	54	DRINK	BASQUE-54-1	e d ɐ n	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	57	SEE	BASQUE-57-1	i k u s i	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	58	HEAR	BASQUE-58-1	e n ts u n	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	61	DIE	BASQUE-61-1	h i l	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	66	COME	BASQUE-66-1	e t o r r i	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	72	SUN	BASQUE-72-1	e g u z k i	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	74	STAR	BASQUE-74-1	i z ɐ r	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	75	WATER	BASQUE-75-1	u r	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	77	STONE	BASQUE-77-1	h ɐ r r i	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	82	FIRE	BASQUE-82-1	s u	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	85	PATH	BASQUE-85-1	b ɐ s ɐ b i d e	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	86	MOUNTAIN	BASQUE-86-1	m e n d i	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	92	NIGHT	BASQUE-92-1	g ɐ u	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	95	FULL	BASQUE-95-1	b e t e r i k	2	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	96	NEW	BASQUE-96-1	b e r r i	1	false
UNRELATED_CONTROL	BASQUE	basq1248	Basque	100	NAME	BASQUE-100-1	i z e n	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	1	I	TURKISH-1-1	b e n	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	2	THOU	TURKISH-2-1	s e n	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	3	WE	TURKISH-3-1	b i z	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	11	ONE	TURKISH-11-1	b i r	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	12	TWO	TURKISH-12-1	i k i	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	18	PERSON	TURKISH-18-1	s ɐ h ə s	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	19	FISH	TURKISH-19-1	b ɐ l ə k	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	21	DOG	TURKISH-21-1	k ə p e k	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	22	LOUSE	TURKISH-22-1	b i t	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	23	TREE	TURKISH-23-1	ɐ j ɐ tʃ ʃ e dʒ e r e	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	25	LEAF	TURKISH-25-1	j e p r ɐ k	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	28	SKIN	TURKISH-28-1	d e r i	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	30	BLOOD	TURKISH-30-1	k ɐ n	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	31	BONE	TURKISH-31-1	k e m i k	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	34	HORN (ANATOMY)	TURKISH-34-1	b o n u z	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	39	EAR	TURKISH-39-1	k u l ɐ k	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	40	EYE	TURKISH-40-1	d e l i k	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	41	NOSE	TURKISH-41-1	b u r u n u dʒ	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	43	TOOTH	TURKISH-43-1	d i ʃ	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	44	TONGUE	TURKISH-44-1	d i l	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	47	KNEE	TURKISH-47-1	d i z	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	48	HAND	TURKISH-48-1	e l	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	51	BREAST	TURKISH-51-1	g ə ɢ i s	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	53	LIVER	TURKISH-53-1	k ɐ r ɐ dʒ i j e r	1	true
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	54	DRINK	TURKISH-54-1	i tʃ k i	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	57	SEE	TURKISH-57-1	g ə r	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	58	HEAR	TURKISH-58-1	i ʃ i t m e k	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	61	DIE	TURKISH-61-1	z ɐ r	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	66	COME	TURKISH-66-1	g e l	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	72	SUN	TURKISH-72-1	g i n e ʃ	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	74	STAR	TURKISH-74-1	j ə l d ə z	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	75	WATER	TURKISH-75-1	s u	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	77	STONE	TURKISH-77-1	t ɐ ʃ	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	82	FIRE	TURKISH-82-1	ɐ t e ʃ	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	85	PATH	TURKISH-85-1	k e tʃ i j o l u	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	86	MOUNTAIN	TURKISH-86-1	d ɐ s i l s i l e s i	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	92	NIGHT	TURKISH-92-1	g e dʒ e	1	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	95	FULL	TURKISH-95-1	d o l u g u n	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	96	NEW	TURKISH-96-1	j e n i	2	false
UNRELATED_CONTROL	TURKISH	nucl1301	Turkic	100	NAME	TURKISH-100-1	i s i m	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	1	I	GREEK-1-1	e x o	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	2	THOU	GREEK-2-1	e s i	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	3	WE	GREEK-3-1	e m i s	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	11	ONE	GREEK-11-1	e n ɐ s	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	12	TWO	GREEK-12-1	θʲ o	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	18	PERSON	GREEK-18-1	ɐ ⁿθ r o p o s	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	19	FISH	GREEK-19-1	p s ɐ r i	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	21	DOG	GREEK-21-1	s c i l i	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	22	LOUSE	GREEK-22-1	p s i r ɐ	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	23	TREE	GREEK-23-1	θ e ⁿd r o	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	25	LEAF	GREEK-25-1	f i l o	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	28	SKIN	GREEK-28-1	p e t s i	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	30	BLOOD	GREEK-30-1	e m ɐ	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	31	BONE	GREEK-31-1	k o k ɐ l o	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	34	HORN (ANATOMY)	GREEK-34-1	c e r ɐ t o	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	39	EAR	GREEK-39-1	ɐ f t i	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	40	EYE	GREEK-40-1	m ɐ t i	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	41	NOSE	GREEK-41-1	m i t i	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	43	TOOTH	GREEK-43-1	θ o ⁿd i	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	44	TONGUE	GREEK-44-1	x l o s ɐ	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	47	KNEE	GREEK-47-1	x o n ɐ t o	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	48	HAND	GREEK-48-1	x e r i	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	51	BREAST	GREEK-51-1	s t i θ o s	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	53	LIVER	GREEK-53-1	s i k o t i	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	54	DRINK	GREEK-54-1	p i n	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	57	SEE	GREEK-57-1	v l e p	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	58	HEAR	GREEK-58-1	ɐ k u	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	61	DIE	GREEK-61-1	p e θ e n	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	66	COME	GREEK-66-1	e rˠ o	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	72	SUN	GREEK-72-1	i lʲ o s	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	74	STAR	GREEK-74-1	ɐ s t e r i	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	75	WATER	GREEK-75-1	n e r o	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	77	STONE	GREEK-77-1	p e t r ɐ	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	82	FIRE	GREEK-82-1	f o tʲ ɐ	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	85	PATH	GREEK-85-1	θ r o m o s	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	86	MOUNTAIN	GREEK-86-1	v u n o	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	92	NIGHT	GREEK-92-1	n i t ɐ	1	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	95	FULL	GREEK-95-1	j e m ɐ t o s	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	96	NEW	GREEK-96-1	n e o s	2	false
UNRELATED_CONTROL	GREEK	mode1248	Indo-European	100	NAME	GREEK-100-1	o n o m ɐ	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	1	I	ARABIC_QURANIC-1-1	ɐ n ɐ	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	2	THOU	ARABIC_QURANIC-2-1	ɐ n t ɐ	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	3	WE	ARABIC_QURANIC-3-1	n ɐ χ n u	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	11	ONE	ARABIC_QURANIC-11-1	w ɐ χ i d	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	12	TWO	ARABIC_QURANIC-12-1	i θ n ɐ n i	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	18	PERSON	ARABIC_QURANIC-18-1	i n s ɐ n	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	19	FISH	ARABIC_QURANIC-19-1	χ u t	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	21	DOG	ARABIC_QURANIC-21-1	k ɐ l b	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	22	LOUSE	ARABIC_QURANIC-22-1	k u m ɐ l	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	23	TREE	ARABIC_QURANIC-23-1	ʃ ɐ ʒ ɐ r	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	25	LEAF	ARABIC_QURANIC-25-1	w ɐ r ɐ k ɐ t	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	28	SKIN	ARABIC_QURANIC-28-1	ʒ i l d	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	30	BLOOD	ARABIC_QURANIC-30-1	d ɐ m	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	31	BONE	ARABIC_QURANIC-31-1	ɐ zˠ m	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	39	EAR	ARABIC_QURANIC-39-1	u n	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	40	EYE	ARABIC_QURANIC-40-1	χ ɐ j n	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	41	NOSE	ARABIC_QURANIC-41-1	ɐ n f	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	43	TOOTH	ARABIC_QURANIC-43-1	s i n	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	44	TONGUE	ARABIC_QURANIC-44-1	l i s ɐ n	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	47	KNEE	ARABIC_QURANIC-47-1	r u k b ɐ t	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	48	HAND	ARABIC_QURANIC-48-1	j ɐ d	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	51	BREAST	ARABIC_QURANIC-51-1	sˠ ɐ d r	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	53	LIVER	ARABIC_QURANIC-53-1	k ɐ b i d	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	54	DRINK	ARABIC_QURANIC-54-1	ʃ r b	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	57	SEE	ARABIC_QURANIC-57-1	r ʔ j	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	58	HEAR	ARABIC_QURANIC-58-1	ʃ m χ	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	61	DIE	ARABIC_QURANIC-61-1	m w t	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	66	COME	ARABIC_QURANIC-66-1	t j	2	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	72	SUN	ARABIC_QURANIC-72-1	ʃ ɐ m s	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	74	STAR	ARABIC_QURANIC-74-1	k ɐ w k ɐ b	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	75	WATER	ARABIC_QURANIC-75-1	m ɐ	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	77	STONE	ARABIC_QURANIC-77-1	χ ɐ ʒ ɐ r	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	82	FIRE	ARABIC_QURANIC-82-1	n ɐ r	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	85	PATH	ARABIC_QURANIC-85-1	t χ ɐ r i q	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	86	MOUNTAIN	ARABIC_QURANIC-86-1	ʒ ɐ b ɐ l	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	92	NIGHT	ARABIC_QURANIC-92-1	l ɐ j l ɐ t	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	95	FULL	ARABIC_QURANIC-95-1	m ɐ l ʔ ɐ n	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	96	NEW	ARABIC_QURANIC-96-1	ʒ ɐ d i d	1	false
UNRELATED_CONTROL	ARABIC_QURANIC	stan1318	Afro-Asiatic	100	NAME	ARABIC_QURANIC-100-1	i s m	1	false
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	1	I	FINNISH-1-1	m i n a	1	true
UNRELATED_CONTROL	FINNISH	finn1318	Uralic	2	THOU	FINNISH-2-1	s i n a	2	true
